Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Nikolaj Ehlers,30,2017,20,WPG,LW,82,25,39,64,1,38,7.2,20,5,0,4,32,7,0,204,12.3,1434,17:29,28,43,0,4,0.0,ehlerni01
Patrik Laine,31,2017,18,WPG,RW,73,36,28,64,7,26,8.9,27,9,0,5,23,5,0,204,17.6,1308,17:55,33,80,0,3,0.0,lainepa01
Jeff Skinner,32,2017,24,CAR,LW,79,37,26,63,-3,28,8.8,30,7,0,4,18,8,0,281,13.2,1401,17:44,28,33,10,17,37.0,skinnje01
Cam Atkinson,33,2017,27,CBJ,RW,82,35,27,62,13,22,8.9,22,10,3,9,16,11,0,240,14.6,1483,18:05,34,33,2,1,66.7,atkinca01
James van Riemsdyk,34,2017,27,TOR,LW,82,29,33,62,-2,37,7.7,23,6,0,5,20,13,0,238,12.2,1303,15:53,29,62,1,4,20.0,vanrija01
Viktor Arvidsson,35,2017,23,NSH,LW,80,31,30,61,16,28,8.7,22,4,5,6,23,5,2,246,12.6,1372,17:09,45,23,4,12,25.0,arvidvi01
Johnny Gaudreau,36,2017,23,CGY,LW,72,18,43,61,-7,4,6.1,14,4,0,3,31,12,0,182,9.9,1331,18:29,14,9,0,0,,gaudrjo01
Mike Hoffman,37,2017,27,OTT,LW,74,26,35,61,17,51,8.3,13,13,0,8,22,13,0,224,11.6,1302,17:36,21,41,12,9,57.1,hoffmmi02
Ryan Johansen,38,2017,24,NSH,C,82,14,47,61,1,60,5.8,9,4,1,3,28,19,0,154,9.1,1545,18:50,28,77,803,669,54.6,johanry01
Nazem Kadri,39,2017,26,TOR,C,82,32,29,61,-7,95,7.6,20,12,0,6,24,5,0,236,13.6,1360,16:35,31,124,543,587,48.1,kadrina01
Mitch Marner,40,2017,19,TOR,C,77,19,42,61,0,38,6.6,15,4,0,5,25,17,0,176,10.8,1294,16:49,39,41,14,23,37.8,marnemi01
William Nylander,41,2017,20,TOR,C,81,22,39,61,-3,32,6.8,13,9,0,2,22,17,0,205,10.7,1297,16:01,16,25,49,73,40.2,nylanwi01
Jakub Voráček,42,2017,27,PHI,RW,82,20,41,61,-24,56,5.6,15,5,0,3,23,18,0,253,7.9,1565,19:05,22,30,3,11,21.4,voracja01
Evgeny Kuznetsov,43,2017,24,WSH,C,82,19,40,59,18,46,6.7,16,3,0,4,29,11,0,170,11.2,1390,16:57,18,57,456,581,44.0,kuzneev01
Alexander Wennberg,44,2017,22,CBJ,C,80,13,46,59,9,21,5.9,11,2,0,5,25,21,0,109,11.9,1470,18:23,56,58,609,676,47.4,wennbal01
Mats Zuccarello,45,2017,29,NYR,RW,80,15,44,59,15,26,6.0,10,5,0,3,35,9,0,189,7.9,1506,18:50,52,85,6,7,46.2,zuccama01
Filip Forsberg,46,2017,22,NSH,LW,82,31,27,58,-4,32,7.2,25,3,3,9,21,6,0,234,13.2,1518,18:31,26,97,5,13,27.8,forsbfi01
Claude Giroux,47,2017,29,PHI,C,82,14,44,58,-15,38,4.9,9,5,0,3,17,26,1,199,7.0,1568,19:07,28,68,977,771,55.9,giroucl01
Marcus Johansson,48,2017,26,WSH,LW,82,24,34,58,25,10,7.5,19,5,0,5,20,14,0,129,18.6,1394,17:00,22,32,13,15,46.4,johanma03
Ryan Kesler,49,2017,32,ANA,C,82,22,36,58,8,83,6.5,14,8,0,2,24,12,0,186,11.8,1747,21:18,75,146,1029,764,57.4,keslery01
Mikko Koivu,50,2017,33,MIN,C,80,18,40,58,27,34,6.6,16,2,0,4,20,18,2,139,12.9,1529,19:07,65,32,938,761,55.2,koivumi01
Sean Monahan,51,2017,22,CGY,C,82,27,31,58,-1,20,6.9,18,8,1,4,22,9,0,199,13.6,1441,17:35,25,34,743,701,51.5,monahse01
Jonathan Toews,52,2017,28,CHI,C,72,21,37,58,7,35,6.3,15,6,0,5,26,11,0,199,10.6,1451,20:09,32,43,852,700,54.9,toewsjo01
Jack Eichel,53,2017,20,BUF,C,61,24,33,57,-13,22,6.6,14,10,0,4,19,14,0,249,9.6,1215,19:55,35,26,310,486,38.9,eicheja01
Nino Niederreiter,54,2017,24,MIN,RW,82,25,32,57,17,53,7.4,17,8,0,3,26,6,0,186,13.4,1236,15:04,20,120,0,1,0.0,niedeni01
Josh Bailey,55,2017,27,NYI,RW,82,13,43,56,5,12,5.2,10,3,0,1,34,9,0,173,7.5,1506,18:22,53,37,8,7,53.3,bailejo01
Charlie Coyle,56,2017,24,MIN,C,82,18,38,56,13,36,6.1,14,4,0,5,33,5,0,159,11.3,1370,16:42,63,101,114,134,46.0,coylech01
J.T. Miller,57,2017,23,NYR,LW,82,22,34,56,17,21,6.8,17,2,3,6,28,5,1,132,16.7,1342,16:22,56,101,157,200,44.0,millejt01
T.J. Oshie,58,2017,30,WSH,RW,68,33,23,56,28,36,8.7,25,7,1,4,15,6,2,143,23.1,1214,17:51,50,95,87,93,48.3,oshietj01
Kevin Shattenkirk,59,2017,28,TOT,D,80,13,43,56,-7,47,8.5,5,8,0,2,24,19,0,161,8.1,1595,19:56,95,88,0,0,,shattke01
Tyler Bozak,60,2017,30,TOR,C,78,18,37,55,-1,30,5.8,11,7,0,1,26,11,0,145,12.4,1282,16:26,26,45,774,591,56.7,bozakty01
Ryan O'Reilly,61,2017,25,BUF,C,72,20,35,55,-1,10,6.0,11,8,1,3,18,16,1,189,10.6,1545,21:28,45,21,1039,752,58.0,oreilry01
Brayden Schenn,62,2017,25,PHI,C,79,25,30,55,-13,38,6.2,8,17,0,7,19,11,0,178,14.0,1407,17:48,42,189,232,262,47.0,schenbr01
Jaden Schwartz,63,2017,24,STL,LW,78,19,36,55,14,18,6.4,16,3,0,4,30,6,0,179,10.6,1475,18:54,43,71,67,73,47.9,schwaja01
Derek Stepan,64,2017,26,NYR,C,81,17,38,55,19,16,5.9,12,4,1,2,24,14,0,209,8.1,1507,18:37,45,26,716,806,47.0,stepade01
Kyle Turris,65,2017,27,OTT,C,78,27,28,55,-3,47,6.5,21,6,0,6,17,11,0,185,14.6,1521,19:30,61,21,650,575,53.1,turriky01
Radim Vrbata,66,2017,35,ARI,RW,81,20,35,55,-18,16,5.3,16,4,0,4,24,11,0,233,8.6,1369,16:54,31,48,17,30,36.2,vrbatra01
David Krejčí,67,2017,30,BOS,C,82,23,31,54,-12,26,6.0,15,8,0,3,25,6,0,158,14.6,1498,18:16,51,40,657,620,51.4,krejcda01
Alexander Radulov,68,2017,30,MTL,RW,76,18,36,54,10,62,6.1,12,6,0,2,26,10,0,147,12.2,1390,18:17,41,76,6,6,50.0,radulal01
Wayne Simmonds,69,2017,28,PHI,RW,82,31,23,54,-18,122,6.3,13,16,2,4,14,9,0,224,13.8,1556,18:58,60,162,8,9,47.1,simmowa01
Mark Stone,70,2017,24,OTT,RW,71,22,32,54,12,25,6.8,16,6,0,5,24,8,0,134,16.4,1318,18:34,53,43,10,15,40.0,stonema01
Vincent Trocheck,71,2017,23,FLA,C,82,23,31,54,-13,43,5.5,21,2,0,2,20,10,1,230,10.0,1708,20:50,51,164,835,829,50.2,trochvi01
Mikael Backlund,72,2017,27,CGY,C,81,22,31,53,9,36,6.2,15,7,0,7,19,9,3,197,11.2,1426,17:36,41,55,711,768,48.1,backlmi01
Patrice Bergeron,73,2017,31,BOS,C,79,21,32,53,12,24,6.6,13,8,0,7,20,9,3,302,7.0,1534,19:25,47,54,1086,722,60.1,bergepa01
Jonathan Drouin,74,2017,21,TBL,LW,73,21,32,53,-13,16,5.5,12,9,0,6,15,17,0,183,11.5,1293,17:42,16,50,96,124,43.6,drouijo01
Taylor Hall,75,2017,25,NJD,LW,72,20,33,53,-9,32,5.9,13,7,0,4,25,8,0,238,8.4,1392,19:20,31,59,8,10,44.4,hallta02
Duncan Keith,76,2017,33,CHI,D,80,6,47,53,22,16,9.5,4,2,0,2,34,13,0,183,3.3,2049,25:37,107,24,0,0,,keithdu01
Chris Kreider,77,2017,25,NYR,LW,75,28,25,53,6,58,6.8,22,6,0,4,18,7,0,186,15.1,1275,17:00,30,132,5,4,55.6,kreidch01
Nathan MacKinnon,78,2017,21,COL,C,82,16,37,53,-14,16,4.8,12,2,2,4,25,12,0,251,6.4,1635,19:57,30,56,768,752,50.5,mackina01
Kyle Palmieri,79,2017,25,NJD,RW,80,26,27,53,2,46,7.1,17,8,1,3,16,11,0,192,13.5,1388,17:21,36,124,12,17,41.4,palmiky01
Corey Perry,80,2017,31,ANA,RW,82,19,34,53,2,76,5.8,14,5,0,3,19,15,0,215,8.8,1453,17:43,35,81,7,13,35.0,perryco01
Brandon Saad,81,2017,24,CBJ,LW,82,24,29,53,23,8,7.2,23,1,0,4,27,2,0,210,11.4,1396,17:02,26,24,4,5,44.4,saadbr01
Conor Sheary,82,2017,24,PIT,LW,61,23,30,53,24,22,7.3,21,2,0,6,27,3,0,154,14.9,972,15:56,23,29,0,0,,shearco01
Aleksander Barkov,83,2017,21,FLA,C,61,21,31,52,13,10,6.9,18,3,0,5,20,11,0,142,14.8,1184,19:24,30,39,476,547,46.5,barkoal01
Dustin Byfuglien,84,2017,31,WPG,D,80,13,39,52,10,117,8.5,12,1,0,1,24,13,2,241,5.4,2196,27:27,124,183,0,0,,byfugdu01
Logan Couture,85,2017,27,SJS,C,73,25,27,52,11,12,6.9,14,11,0,3,22,4,1,174,14.4,1285,17:36,65,57,297,453,39.6,coutulo01
Bo Horvat,86,2017,21,VAN,C,81,20,32,52,-7,27,5.7,15,3,2,1,25,7,0,158,12.7,1461,18:02,41,65,756,742,50.5,horvabo01
Anže Kopitar,87,2017,29,LAK,C,76,12,40,52,-10,28,4.6,7,5,0,0,25,14,1,150,8.0,1578,20:46,59,78,892,801,52.7,kopitan01
Anders Lee,88,2017,26,NYI,LW,81,34,18,52,9,56,7.7,25,9,0,6,13,5,0,191,17.8,1263,15:35,34,172,7,11,38.9,leean01
Ondřej Palát,89,2017,25,TBL,LW,75,17,35,52,8,39,5.6,12,5,0,3,25,10,0,162,10.5,1434,19:07,66,141,9,25,26.5,palaton01
Patrick Eaves,90,2017,32,TOT,RW,79,32,19,51,-2,24,6.9,19,13,0,2,14,5,0,209,15.3,1296,16:25,43,89,2,2,50.0,eavespa01
Jordan Eberle,91,2017,26,EDM,RW,82,20,31,51,3,16,5.7,16,4,0,0,21,10,0,208,9.6,1375,16:46,37,26,10,10,50.0,eberljo01
Nick Foligno,92,2017,29,CBJ,LW,79,26,25,51,-4,55,5.9,15,11,0,5,15,10,0,185,14.1,1456,18:26,50,157,41,48,46.1,foligni01
Torey Krug,93,2017,25,BOS,D,81,8,43,51,-10,37,7.9,2,6,0,1,24,19,0,208,3.8,1750,21:36,82,59,0,1,0.0,krugto01
Jonathan Marchessault,94,2017,26,FLA,C,75,30,21,51,-21,38,6.2,22,8,0,6,11,10,0,193,15.5,1268,16:55,17,105,122,148,45.2,audymjo01
Rickard Rakell,95,2017,23,ANA,C,71,33,18,51,10,12,7.8,28,5,0,10,11,7,0,177,18.6,1234,17:23,32,81,62,85,42.2,rakelri01
Justin Schultz,96,2017,26,PIT,D,78,12,39,51,27,34,9.2,9,3,0,1,22,17,0,154,7.8,1595,20:27,116,67,0,0,,schulju01
Alexander Steen,97,2017,32,STL,LW,76,16,35,51,-2,53,5.0,13,3,0,2,22,13,0,117,13.7,1467,19:18,69,33,101,146,40.9,steenal01
Sam Gagner,98,2017,27,CBJ,C,81,18,32,50,10,22,6.1,10,8,0,1,22,10,0,178,10.1,1111,13:43,16,22,202,223,47.5,gagnesa01
Dougie Hamilton,99,2017,23,CGY,D,81,13,37,50,12,64,9.5,11,2,0,5,24,12,1,222,5.9,1594,19:41,94,68,0,0,,hamildo01
Milan Lucic,100,2017,28,EDM,LW,82,23,27,50,-3,50,5.7,11,12,0,3,14,13,0,175,13.1,1407,17:10,20,202,4,3,57.1,lucicmi01
Henrik Sedin*,101,2017,36,VAN,C,82,15,35,50,-27,28,3.9,14,1,0,4,21,14,0,99,15.2,1561,19:02,11,15,611,635,49.0,sedinhe01
Jason Spezza,102,2017,33,DAL,C,68,15,35,50,-18,29,4.5,12,2,1,4,18,17,0,149,10.1,1100,16:10,31,13,354,324,52.2,spezzja01
Joe Thornton,103,2017,37,SJS,C,79,7,43,50,7,51,4.3,6,1,0,0,25,18,0,81,8.6,1427,18:04,31,52,374,362,50.8,thornjo01
Sebastian Aho,104,2017,19,CAR,RW,82,24,25,49,-1,26,5.9,17,6,1,4,13,11,1,214,11.2,1377,16:47,14,51,17,18,48.6,ahose01
Kevin Hayes,105,2017,24,NYR,RW,76,17,32,49,10,18,5.3,15,1,1,4,20,6,6,143,11.9,1258,16:34,30,40,442,526,45.7,hayeske01
Roman Josi,106,2017,26,NSH,D,72,12,37,49,7,18,8.7,5,7,0,1,25,11,1,217,5.5,1805,25:04,119,54,0,0,,josiro01
John Klingberg,107,2017,24,DAL,D,80,13,36,49,2,34,8.1,9,4,0,3,23,13,0,124,10.5,1868,23:21,117,42,1,0,100.0,klingjo01
Jakob Silfverberg,108,2017,26,ANA,RW,79,23,26,49,10,20,6.1,17,5,1,5,22,4,0,227,10.1,1460,18:29,46,47,1,6,14.3,silfvja01
Gustav Nyquist,109,2017,27,DET,RW,76,12,36,48,0,18,4.7,10,2,0,2,29,7,0,165,7.3,1325,17:26,20,54,4,1,80.0,nyquigu01
Alex Pietrangelo,110,2017,27,STL,D,80,14,34,48,3,24,9.2,8,6,0,4,21,13,0,181,7.7,2023,25:17,158,38,0,1,0.0,pietral01
Matthew Tkachuk,111,2017,19,CGY,LW,76,13,35,48,14,105,5.4,10,3,0,2,25,10,0,142,9.2,1114,14:40,22,65,8,15,34.8,tkachma01
Thomas Vanek,112,2017,33,TOT,LW,68,17,31,48,-5,22,5.5,12,5,0,2,23,8,0,133,12.8,979,14:24,5,29,6,9,40.0,vanekth01
Justin Williams,113,2017,35,WSH,RW,80,24,24,48,14,50,6.2,19,5,0,4,19,5,0,167,14.4,1238,15:29,41,28,64,53,54.7,williju01
Bryan Little,114,2017,29,WPG,C,59,21,26,47,-7,18,5.3,15,6,0,3,20,6,0,119,17.6,1036,17:33,23,35,610,487,55.6,littlbr01
Jason Pominville,115,2017,34,MIN,RW,78,13,34,47,2,4,4.6,13,0,0,2,27,7,0,176,7.4,1110,14:14,39,44,39,39,50.0,pominja01
Sam Reinhart,116,2017,21,BUF,C,79,17,30,47,-11,8,4.6,8,9,0,3,22,8,0,178,9.6,1360,17:13,40,21,86,124,41.0,reinhsa01
Zach Werenski,117,2017,19,CBJ,D,78,11,36,47,17,14,9.1,7,4,0,1,19,17,0,188,5.9,1631,20:55,90,41,0,0,,werenza01
Jason Zucker,118,2017,25,MIN,LW,79,22,25,47,34,30,6.7,21,1,0,3,25,0,0,172,12.8,1208,15:17,42,73,1,4,20.0,zuckeja01
Jaromír Jágr,119,2017,44,FLA,RW,82,16,30,46,2,56,4.9,8,8,0,2,25,5,0,181,8.8,1394,17:00,4,21,1,1,50.0,jagrja01
Nick Leddy,120,2017,25,NYI,D,81,11,35,46,-3,12,7.0,8,3,0,1,23,12,0,137,8.0,1840,22:43,109,77,0,0,,leddyni01
Patrick Marleau,121,2017,37,SJS,LW,82,27,19,46,4,28,6.0,20,7,0,6,10,9,0,190,14.2,1407,17:09,32,82,115,99,53.7,marlepa01
David Perron,122,2017,28,STL,LW,82,18,28,46,-2,54,4.7,14,3,1,3,18,10,0,151,11.9,1418,17:18,28,87,32,34,48.5,perroda01
Tomáš Tatar,123,2017,26,DET,LW,82,25,21,46,-8,26,5.4,20,5,0,5,18,3,0,166,15.1,1417,17:17,24,92,8,5,61.5,tatarto01
Artem Anisimov,124,2017,28,CHI,C,64,22,23,45,9,30,5.6,18,4,0,7,19,4,0,105,21.0,1142,17:51,27,18,416,506,45.1,anisiar01
Marián Hossa*,125,2017,38,CHI,RW,73,26,19,45,7,8,5.8,20,5,1,7,13,6,0,167,15.6,1231,16:51,36,32,5,9,35.7,hossama01
Tyler Johnson,126,2017,26,TBL,C,66,19,26,45,-5,28,4.8,13,6,0,3,15,11,0,130,14.6,1242,18:49,30,46,583,539,52.0,johnsty01
Elias Lindholm,127,2017,22,CAR,C,72,11,34,45,-2,16,4.1,8,2,1,0,21,9,4,151,7.3,1309,18:11,43,99,353,282,55.6,lindhel01
Brock Nelson,128,2017,25,NYI,LW,81,20,25,45,-6,36,4.7,19,1,0,4,19,5,1,173,11.6,1268,15:39,48,50,346,445,43.7,nelsobr01
Kyle Okposo,129,2017,28,BUF,RW,65,19,26,45,-7,24,5.0,12,7,0,2,10,16,0,156,12.2,1233,18:58,25,53,54,45,54.5,okposky01
Mathieu Perreault,130,2017,29,WPG,C,65,13,32,45,-11,30,4.0,10,3,0,3,20,12,0,134,9.7,1059,16:17,26,97,97,92,51.3,perrema01
Victor Rask,131,2017,23,CAR,C,82,16,29,45,-10,16,4.2,12,4,0,3,22,6,1,186,8.6,1418,17:18,33,43,457,461,49.8,raskvi01
Rasmus Ristolainen,132,2017,22,BUF,D,79,6,39,45,-9,58,7.6,5,1,0,2,14,24,1,186,3.2,2091,26:28,161,195,0,0,,ristora01
Jordan Staal,133,2017,28,CAR,C,75,16,29,45,-1,38,4.6,11,4,1,3,25,4,0,164,9.8,1400,18:40,29,139,688,477,59.1,staaljo01
Travis Zajac,134,2017,31,NJD,C,80,14,31,45,-8,33,4.2,7,6,1,1,24,6,1,126,11.1,1578,19:44,26,81,880,733,54.6,zajactr01
Drew Doughty,135,2017,27,LAK,D,82,12,32,44,8,46,10.5,7,5,0,1,17,14,1,181,6.6,2226,27:09,109,129,1,0,100.0,doughdr01
Michael Frolík,136,2017,28,CGY,RW,82,17,27,44,13,58,4.9,12,3,2,1,21,5,1,202,8.4,1401,17:05,48,60,13,16,44.8,frolimi01
Alex Galchenyuk,137,2017,22,MTL,C,61,17,27,44,-5,24,4.9,11,6,0,6,18,9,0,104,16.3,972,15:56,32,36,274,368,42.7,galchal01
Patric Hörnqvist,138,2017,30,PIT,RW,70,21,23,44,16,28,5.5,11,10,0,6,16,7,0,223,9.4,1117,15:57,62,227,3,8,27.3,hornqpa01
Richard Pánik,139,2017,25,CHI,RW,82,22,22,44,14,58,5.6,18,4,0,5,17,5,0,155,14.2,1208,14:44,45,147,2,5,28.6,panikri01
Tanner Pearson,140,2017,24,LAK,LW,80,24,20,44,5,13,6.0,20,3,1,5,14,5,1,187,12.8,1306,16:19,31,124,10,14,41.7,pearsta01
Daniel Sedin*,141,2017,36,VAN,LW,82,15,29,44,-16,32,3.8,9,6,0,3,21,8,0,216,6.9,1508,18:23,18,20,3,3,50.0,sedinda01
Paul Byron,142,2017,27,MTL,LW,81,22,21,43,21,29,6.0,21,0,1,6,17,4,0,96,22.9,1220,15:04,34,119,10,5,66.7,byronpa01
Jake Gardiner,143,2017,26,TOR,D,82,9,34,43,24,34,8.7,7,2,0,2,23,11,0,127,7.1,1766,21:32,83,69,0,0,,gardija01
Evander Kane,144,2017,25,BUF,LW,70,28,15,43,-17,113,5.1,25,3,0,5,10,5,0,260,10.8,1344,19:12,29,109,55,67,45.1,kaneev01
Ryan Nugent-Hopkins,145,2017,23,EDM,C,82,18,25,43,-10,29,4.0,13,5,0,4,19,6,0,200,9.0,1451,17:42,35,47,556,712,43.8,nugenry01
Valtteri Filppula,146,2017,32,TOT,C,79,12,30,42,-1,26,3.7,12,0,0,1,23,7,0,97,12.4,1375,17:24,39,26,556,606,47.8,filppva01
Mike Fisher,147,2017,36,NSH,C,72,18,24,42,1,55,4.7,11,7,0,3,14,10,0,120,15.0,1196,16:37,64,160,703,577,54.9,fishemi01
Seth Jones,148,2017,22,CBJ,D,75,12,30,42,6,24,7.8,11,1,0,3,24,6,0,152,7.9,1755,23:24,118,61,0,0,,jonesse01
Pat Maroon,149,2017,28,EDM,LW,81,27,15,42,13,95,6.0,24,3,0,5,12,3,0,178,15.2,1356,16:44,23,189,6,9,40.0,maroopa01
Ryan McDonagh,150,2017,27,NYR,D,77,6,36,42,20,37,7.8,4,1,1,1,22,14,0,153,3.9,1876,24:21,160,80,0,0,,mcdonry01
Zach Parise,151,2017,32,MIN,LW,69,19,23,42,-3,30,4.3,13,6,0,4,17,6,0,194,9.8,1203,17:26,69,46,8,5,61.5,parisza01
Teuvo Teräväinen,152,2017,22,CAR,LW,81,15,27,42,-6,16,4.1,10,5,0,2,17,10,0,169,8.9,1315,16:14,33,27,193,220,46.7,teravte01
Shea Weber,153,2017,31,MTL,D,78,17,25,42,20,38,10.1,5,12,0,4,13,10,2,183,9.3,1955,25:04,157,140,0,0,,webersh01
Brandon Dubinsky,154,2017,30,CBJ,C,80,12,29,41,16,91,4.1,10,1,1,5,26,3,0,115,10.4,1432,17:54,60,248,770,718,51.7,dubinbr01
Matt Duchene,155,2017,26,COL,C,77,18,23,41,-34,12,3.1,14,3,1,3,17,6,0,160,11.3,1409,18:18,41,42,687,411,62.6,duchema01
James Neal,156,2017,29,NSH,RW,70,23,18,41,-10,35,4.6,18,5,0,5,10,8,0,202,11.4,1239,17:42,18,84,3,3,50.0,nealja01
Frans Nielsen,157,2017,32,DET,C,79,17,24,41,-19,18,3.6,11,4,2,0,13,11,0,162,10.5,1355,17:09,54,64,653,561,53.8,nielsfr01
Keith Yandle,158,2017,30,FLA,D,82,5,36,41,-6,39,6.9,3,2,0,0,19,16,1,178,2.8,1807,22:02,76,28,0,0,,yandlke01
Phillip Danault,159,2017,23,MTL,LW,82,13,27,40,5,35,3.9,13,0,0,3,24,2,1,133,9.8,1278,15:35,52,76,533,498,51.7,danauph01
Michael Grabner,160,2017,29,NYR,RW,76,27,13,40,22,10,6.3,26,0,1,3,11,0,2,162,16.7,1071,14:06,34,41,7,6,53.8,grabnmi01
Adam Henrique,161,2017,26,NJD,C,82,20,20,40,-20,38,3.9,12,6,2,2,15,4,1,142,14.1,1490,18:10,67,87,585,628,48.2,henriad01
Brayden Point,162,2017,20,TBL,C,68,18,22,40,4,14,4.7,13,5,0,2,15,7,0,122,14.8,1165,17:08,31,39,238,294,44.7,pointbr01
Paul Stastny,163,2017,31,STL,C,66,18,22,40,4,36,4.5,13,5,0,5,14,8,0,112,16.1,1263,19:08,35,51,786,624,55.7,stastpa01
Lee Stempniak,164,2017,33,CAR,RW,82,16,24,40,2,32,4.3,14,2,0,2,20,4,0,131,12.2,1299,15:51,16,113,3,5,37.5,stemple01
P.K. Subban,165,2017,27,NSH,D,66,10,30,40,-8,44,6.1,7,3,0,2,16,13,1,142,7.0,1611,24:24,104,78,0,0,,subbapk01
