Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Mats Zuccarello,83,2024,36,MIN,LW,63,11,45,56,-2,28,4.5,6,5,0,1,21,24,0,157,7.0,1175,18:39,45,24,25,39,39.1,zuccama01
Cole Caufield,84,2024,23,MTL,RW,73,20,35,55,-8,16,4.9,12,8,0,6,23,12,0,273,7.3,1415,19:23,18,52,7,7,50.0,caufico01
Charlie Coyle,85,2024,31,BOS,C,75,23,32,55,-2,38,5.2,17,6,0,4,25,4,3,140,16.4,1364,18:12,53,119,699,658,51.5,coylech01
Johnny Gaudreau,86,2024,30,CBJ,LW,74,11,44,55,-27,20,3.1,10,1,0,2,28,16,0,145,7.6,1410,19:03,21,2,0,1,0.0,gaudrjo01
Jamie Benn,87,2024,34,DAL,LW,75,18,36,54,5,41,5.1,10,7,1,3,20,14,2,144,12.5,1128,15:03,47,100,408,254,61.6,bennja01
Nikolaj Ehlers,88,2024,27,WPG,LW,74,22,32,54,25,27,6.3,22,0,0,6,27,5,0,214,10.3,1187,16:03,33,30,4,11,26.7,ehlerni01
Casey Mittelstadt,89,2024,25,TOT,C,72,18,36,54,16,28,5.6,15,3,0,1,30,6,0,118,15.3,1292,17:57,26,19,485,541,47.3,mitteca01
Quinton Byfield,90,2024,21,LAK,C,71,19,34,53,19,40,5.9,14,5,0,4,27,7,0,141,13.5,1185,16:42,17,61,34,46,42.5,byfiequ01
Rasmus Dahlin,91,2024,23,BUF,D,74,17,36,53,-7,62,8.1,12,5,0,2,22,14,0,215,7.9,1894,25:35,142,174,0,0,,dahlira01
Sean Monahan,92,2024,29,TOT,C,75,23,30,53,-7,12,5.0,12,9,2,4,19,11,0,155,14.8,1359,18:07,39,29,632,522,54.8,monahse01
Yegor Sharangovich,93,2024,25,CGY,C,73,28,25,53,-20,6,5.1,21,4,3,4,13,9,3,160,17.5,1252,17:09,41,11,124,188,39.7,sharaye01
Mark Stone,94,2024,31,VEG,RW,56,16,37,53,1,22,4.9,10,4,2,5,25,10,2,117,13.7,1087,19:24,40,34,0,4,0.0,stonema01
Blake Coleman,95,2024,32,CGY,C,73,29,23,52,20,74,6.6,22,3,4,6,21,0,2,176,16.5,1255,17:11,54,120,30,37,44.8,colembl01
William Karlsson,96,2024,31,VEG,C,62,25,27,52,15,20,6.1,19,5,1,2,20,7,0,155,16.1,1101,17:45,42,32,484,390,55.4,karlswi01
Alexis Lafrenière,97,2024,22,NYR,LW,74,25,27,52,5,30,5.5,23,2,0,5,23,4,0,197,12.7,1280,17:18,19,71,16,46,25.8,lafreal01
Martin Nečas,98,2024,25,CAR,C,70,23,29,52,-6,42,5.1,16,7,0,3,24,5,0,207,11.1,1222,17:28,28,73,46,88,34.3,necasma01
Frank Vatrano,99,2024,29,ANA,LW,74,30,22,52,-25,79,4.8,16,12,2,7,14,7,1,247,12.1,1359,18:22,70,138,8,14,36.4,vatrafr01
Matias Maccelli,100,2024,23,ARI,LW,74,14,37,51,-7,6,4.2,12,2,0,1,27,9,1,133,10.5,1215,16:25,20,24,3,7,30.0,maccema01
Mason Marchment,101,2024,28,DAL,F,74,20,31,51,21,50,5.6,15,5,0,2,26,5,0,134,14.9,1116,15:05,29,102,4,5,44.4,marchma01
Mike Matheson,102,2024,29,MTL,D,73,10,41,51,-28,54,5.5,4,5,1,0,21,20,0,168,6.0,1864,25:32,156,59,0,0,,mathemi01
Morgan Rielly,103,2024,29,TOR,D,65,7,44,51,8,27,6.7,6,1,0,0,29,15,0,165,4.2,1548,23:49,122,90,0,0,,riellmo01
Alex Tuch,104,2024,27,BUF,RW,68,19,32,51,5,50,5.1,16,2,1,7,25,7,0,169,11.2,1311,19:17,73,67,32,52,38.1,tuchal01
Pavel Zacha,105,2024,26,BOS,C,71,18,33,51,12,16,5.0,13,5,0,6,24,9,0,133,13.5,1290,18:10,29,100,527,435,54.8,zachapa01
Oliver Bjorkstrand,106,2024,28,SEA,RW,73,19,31,50,-24,6,4.2,11,8,0,3,17,14,0,173,11.0,1187,16:16,24,64,9,16,36.0,bjorkol01
Kyle Connor,107,2024,27,WPG,LW,58,30,20,50,-9,4,5.5,25,5,0,9,8,12,0,204,14.7,1153,19:53,17,13,2,5,28.6,connoky01
Mikael Granlund,108,2024,31,SJS,C,60,12,38,50,-18,30,3.8,11,1,0,1,19,18,1,111,10.8,1243,20:43,52,57,428,483,47.0,granlmi01
Valeri Nichushkin,109,2024,28,COL,RW,48,26,24,50,9,20,5.8,11,15,0,6,17,5,2,147,17.7,1037,21:36,23,64,2,5,28.6,nichuva01
Tyler Toffoli,110,2024,31,TOT,C,72,30,20,50,-11,14,5.5,21,9,0,2,13,7,0,205,14.6,1240,17:13,10,72,26,41,38.8,toffoty01
Joel Farabee,111,2024,23,PHI,LW,75,21,28,49,-9,37,4.8,19,2,0,2,23,5,0,172,12.2,1233,16:27,48,63,30,46,39.5,farabjo01
Shayne Gostisbehere,112,2024,30,DET,D,73,10,39,49,-17,16,5.6,8,2,0,2,14,25,0,124,8.1,1390,19:02,67,27,0,0,,gostish01
Philipp Kurashev,113,2024,24,CHI,C,67,16,33,49,-40,17,3.3,11,5,0,3,21,12,0,122,13.1,1275,19:02,43,26,120,143,45.6,kurasph01
Trevor Moore,114,2024,28,LAK,LW,73,26,23,49,10,24,5.7,22,2,2,4,18,5,0,224,11.6,1318,18:04,53,77,13,32,28.9,mooretr01
Tyler Seguin,115,2024,32,DAL,C,63,22,27,49,10,24,5.3,21,1,0,3,20,5,2,140,15.7,1044,16:34,20,49,315,249,55.9,seguity01
Troy Terry,116,2024,26,ANA,C,68,19,30,49,-11,20,4.2,16,3,0,5,22,8,0,156,12.2,1239,18:13,25,14,6,12,33.3,terrytr01
Tage Thompson,117,2024,26,BUF,C,64,26,23,49,-4,38,5.5,16,8,2,3,17,6,0,230,11.3,1162,18:09,26,74,314,402,43.9,thompta01
Owen Tippett,118,2024,24,PHI,RW,71,27,22,49,-6,12,5.6,22,5,0,4,19,3,0,267,10.1,1176,16:33,42,139,18,26,40.9,tippeow01
Jonathan Drouin,119,2024,28,COL,LW,71,15,33,48,9,26,4.1,11,4,0,1,19,14,0,112,13.4,1267,17:51,28,39,29,31,48.3,drouijo01
Miro Heiskanen,120,2024,24,DAL,D,64,8,40,48,8,22,6.7,6,2,0,2,23,17,0,145,5.5,1568,24:30,87,47,0,0,,heiskmi01
Teuvo Teräväinen,121,2024,29,CAR,F,71,21,27,48,15,10,5.4,12,8,1,3,17,7,3,129,16.3,1172,16:30,26,15,64,74,46.4,teravte01
Zach Werenski,122,2024,26,CBJ,D,62,7,41,48,-1,20,6.4,6,1,0,0,32,9,0,181,3.9,1516,24:27,118,21,0,0,,werenza01
Adam Henrique,123,2024,33,TOT,C,72,22,25,47,7,37,4.9,15,5,2,4,17,5,3,124,17.7,1232,17:07,72,85,541,468,53.6,henriad01
Vladimir Tarasenko,124,2024,32,TOT,RW,68,21,26,47,11,12,5.2,18,3,0,5,20,6,0,130,16.2,1066,15:41,35,73,4,3,57.1,tarasvl01
John Carlson,125,2024,34,WSH,D,73,8,38,46,-7,40,7.1,3,5,0,3,24,14,0,150,5.3,1879,25:45,170,59,0,0,,carlsjo01
Jonathan Huberdeau,126,2024,30,CGY,LW,72,11,35,46,-25,41,2.6,7,4,0,2,24,11,0,124,8.9,1256,17:27,34,55,12,13,48.0,huberjo01
Erik Karlsson,127,2024,33,PIT,D,73,8,38,46,5,32,7.3,6,2,0,3,25,13,0,185,4.3,1776,24:20,84,34,0,0,,karlser01
Timo Meier,128,2024,27,NJD,RW,61,24,22,46,-23,41,4.4,17,7,0,4,16,6,0,180,13.3,1050,17:12,32,95,42,44,48.8,meierti01
John-Jason Peterka,129,2024,22,BUF,RW,75,26,20,46,10,26,5.7,24,2,0,4,17,3,0,203,12.8,1197,15:57,18,23,3,12,20.0,peterjo01
Bryan Rust,130,2024,31,PIT,RW,53,24,22,46,9,18,5.5,20,3,1,3,18,4,0,164,14.6,1030,19:26,39,45,2,4,33.3,rustbr01
Chandler Stephenson,131,2024,29,VEG,C,70,15,31,46,-9,25,3.4,9,4,2,4,23,7,1,95,15.8,1295,18:30,36,41,522,477,52.3,stephch02
Andrei Svechnikov,132,2024,23,CAR,RW,54,17,29,46,9,54,4.9,12,5,0,7,18,11,0,131,13.0,921,17:03,21,135,4,4,50.0,svechan01
Drew Doughty,133,2024,34,LAK,D,73,14,31,45,15,42,8.9,8,6,0,3,19,12,0,121,11.6,1884,25:49,131,95,0,0,,doughdr01
Vince Dunn,134,2024,27,SEA,D,57,11,34,45,8,58,7.8,7,4,0,0,21,12,1,118,9.3,1326,23:15,60,39,0,0,,dunnvi02
Filip Hronek,135,2024,26,VAN,D,73,5,40,45,33,36,8.1,3,2,0,0,32,8,0,138,3.6,1720,23:34,77,85,0,0,,hronefi01
Jeff Skinner,136,2024,31,BUF,LW,67,24,21,45,-3,32,5.1,16,8,0,3,17,4,0,198,12.1,1086,16:12,11,20,50,67,42.7,skinnje01
Devon Toews,137,2024,29,COL,D,74,12,33,45,25,18,8.1,12,0,0,2,26,5,2,146,8.2,1743,23:33,102,67,0,0,,toewsde01
Nick Bjugstad,138,2024,31,ARI,C,73,21,23,44,10,57,4.7,18,2,1,2,19,4,0,159,13.2,1272,17:25,47,113,591,610,49.2,bjugsni01
Charlie McAvoy,139,2024,26,BOS,D,67,10,34,44,6,80,7.0,9,1,0,3,22,12,0,117,8.5,1671,24:56,139,146,0,0,,mcavoch01
MacKenzie Weegar,140,2024,30,CGY,D,73,18,26,44,3,47,7.6,16,2,0,2,15,9,2,182,9.9,1649,22:35,184,172,0,0,,weegama01
Michael Bunting,141,2024,28,TOT,LW,72,16,27,43,-24,57,3.1,10,6,0,2,15,12,0,143,11.2,1112,15:27,18,40,6,16,27.3,buntimi01
Kris Letang,142,2024,36,PIT,D,73,8,35,43,9,60,7.3,8,0,0,2,29,5,1,149,5.4,1805,24:44,120,123,0,0,,letankr01
Kyle Palmieri,143,2024,32,NYI,RW,73,24,19,43,-23,26,3.6,16,8,0,5,10,9,0,189,12.7,1250,17:07,35,80,12,19,38.7,palmiky01
Ivan Barbashev,144,2024,28,VEG,C,74,18,24,42,16,42,4.4,15,3,0,3,22,2,0,110,16.4,1188,16:03,38,160,36,47,43.4,barbaiv01
Dylan Cozens,145,2024,22,BUF,C,72,15,27,42,-7,37,3.4,11,2,2,1,19,8,0,184,8.2,1248,17:20,25,99,480,564,46.0,cozendy01
Phillip Danault,146,2024,30,LAK,C,72,17,25,42,13,16,4.2,14,3,0,2,18,5,2,151,11.3,1302,18:05,57,78,548,523,51.2,danauph01
Ryan Hartman,147,2024,29,MIN,RW,68,19,23,42,5,72,4.2,14,5,0,2,19,4,0,158,12.0,1118,16:26,57,72,350,391,47.2,hartmry01
Brady Skjei,148,2024,29,CAR,D,75,13,29,42,16,38,8.2,11,1,1,2,18,9,2,169,7.7,1599,21:19,84,66,0,0,,skjeibr01
Max Domi,149,2024,28,TOR,LW,73,8,33,41,6,97,3.1,7,1,0,1,32,1,0,120,6.7,994,13:37,21,52,223,218,50.6,domima01
Jordan Eberle,150,2024,33,SEA,RW,69,17,24,41,2,13,4.1,11,6,0,3,18,6,0,154,11.0,1202,17:26,21,28,31,41,43.1,eberljo01
Brock Faber,151,2024,21,MIN,D,73,7,34,41,5,26,6.5,5,2,0,1,24,10,0,114,6.1,1828,25:03,138,60,0,0,,faberbr01
Luke Hughes,152,2024,20,NJD,D,74,9,32,41,-20,26,4.7,5,4,0,1,14,18,0,123,7.3,1573,21:15,46,22,0,0,,hughelu01
Patrick Kane,153,2024,35,DET,RW,42,17,24,41,-4,6,4.3,15,2,0,6,12,12,0,127,13.4,765,18:12,13,10,0,0,,kanepa01
Elias Lindholm,154,2024,29,TOT,C,71,14,27,41,-13,25,2.5,8,5,1,4,20,6,1,162,8.6,1406,19:48,56,85,721,552,56.6,lindhel01
Travis Sanheim,155,2024,27,PHI,D,74,9,32,41,-20,46,5.6,8,0,1,3,24,5,3,132,6.8,1762,23:49,138,84,0,0,,sanhetr01
Juraj Slafkovsky,156,2024,19,MTL,LW,73,15,26,41,-20,45,2.8,9,6,0,1,19,7,0,125,12.0,1297,17:46,66,130,9,10,47.4,slafkju01
Anthony Cirelli,157,2024,26,TBL,C,72,18,22,40,0,34,3.5,14,3,1,2,18,4,0,116,15.5,1339,18:36,68,62,417,431,49.2,cirelan01
J.T. Compher,158,2024,28,DET,LW,69,16,24,40,-4,34,3.1,9,5,2,0,20,4,0,92,17.4,1335,19:21,49,45,406,510,44.3,comphj.01
Morgan Frost,159,2024,24,PHI,C,64,12,28,40,7,22,3.9,9,3,0,1,20,8,0,124,9.7,1014,15:51,54,51,366,386,48.7,frostmo01
Noah Hanifin,160,2024,27,TOT,D,73,11,29,40,19,24,7.8,8,3,0,1,23,5,1,151,7.3,1722,23:36,106,61,0,0,,hanifno01
Thomas Harley,161,2024,22,DAL,D,72,15,25,40,23,18,7.7,13,1,1,3,20,5,0,137,10.9,1500,20:50,128,60,0,0,,harleth01
Anthony Mantha,162,2024,29,TOT,RW,68,21,19,40,10,23,4.8,18,3,0,0,15,4,0,106,19.8,966,14:13,28,49,3,7,30.0,manthan01
Mason McTavish,163,2024,21,ANA,C,62,17,23,40,-24,82,3.0,12,4,1,3,18,4,1,125,13.6,1017,16:25,32,67,431,401,51.8,mctavma01
Thomas Novak,164,2024,26,NSH,C,63,15,25,40,-2,6,3.7,9,6,0,1,20,5,0,95,15.8,895,14:12,26,5,193,254,43.2,novakth01
Daniel Sprong,165,2024,26,DET,RW,69,17,23,40,-5,22,4.0,14,3,0,1,14,9,0,150,11.3,849,12:19,15,28,8,4,66.7,spronda01
Brent Burns,166,2024,38,CAR,D,75,10,29,39,17,20,7.7,5,4,1,0,16,13,0,170,5.9,1628,21:42,80,38,0,0,,burnsbr01
