Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Daniel Sedin*,31,2012,31,VAN,LW,72,30,37,67,14,40,8.9,20,10,0,6,22,15,0,229,13.1,1355,18:49,15.0,21,6.0,13.0,31.6,sedinda01
Tyler Seguin,32,2012,20,BOS,C,81,29,38,67,34,30,9.7,24,5,0,7,28,10,0,242,12.0,1372,16:56,17.0,26,46.0,60.0,43.4,seguity01
Valtteri Filppula,33,2012,27,DET,C,81,23,43,66,18,14,7.9,19,3,1,1,35,8,0,144,16.0,1479,18:16,23.0,42,193.0,180.0,51.7,filppva01
Patrick Kane,34,2012,23,CHI,RW,82,23,43,66,7,40,6.9,19,4,0,5,35,8,0,253,9.1,1656,20:12,27.0,19,240.0,329.0,42.2,kanepa01
Brad Richards,35,2012,31,NYR,C,82,25,41,66,-1,22,7.5,18,7,0,9,24,17,0,229,10.9,1662,20:16,49.0,51,682.0,634.0,51.8,richabr01
Teemu Selänne*,36,2012,41,ANA,RW,82,26,40,66,-1,50,8.0,14,12,0,4,24,16,0,210,12.4,1466,17:53,20.0,23,144.0,153.0,48.5,selante01
Logan Couture,37,2012,22,SJS,C,80,31,34,65,2,16,8.2,18,11,2,5,19,15,0,245,12.7,1485,18:34,76.0,42,468.0,442.0,51.4,coutulo01
Alex Ovechkin,38,2012,26,WSH,LW,78,38,27,65,-8,26,8.7,25,13,0,3,17,10,0,303,12.5,1544,19:48,42.0,215,6.0,9.0,40.0,ovechal01
Max Pacioretty,39,2012,23,MTL,LW,79,33,32,65,2,56,9.0,29,4,0,5,23,9,0,286,11.5,1443,18:16,39.0,104,1.0,4.0,20.0,pacioma01
Teddy Purcell,40,2012,26,TBL,RW,81,24,41,65,9,16,7.9,16,8,0,3,30,11,0,152,15.8,1307,16:08,11.0,17,3.0,14.0,17.6,purcete01
Patrice Bergeron,41,2012,26,BOS,C,81,22,42,64,36,20,8.3,15,5,2,3,32,9,1,191,11.5,1505,18:35,67.0,73,973.0,668.0,59.3,bergepa01
Patrick Marleau,42,2012,32,SJS,C,82,30,34,64,10,26,8.0,20,10,0,8,19,15,0,251,12.0,1679,20:29,33.0,84,243.0,224.0,52.0,marlepa01
Blake Wheeler,43,2012,25,WPG,RW,80,17,47,64,3,55,6.4,11,6,0,3,38,9,0,208,8.2,1526,19:05,46.0,113,4.0,6.0,40.0,wheelbl01
Jamie Benn,44,2012,22,DAL,LW,71,26,37,63,15,55,8.2,23,2,1,7,29,8,0,203,12.8,1283,18:04,52.0,136,347.0,404.0,46.2,bennja01
Mike Ribeiro,45,2012,31,DAL,C,74,18,45,63,5,66,6.5,16,2,0,5,32,13,0,142,12.7,1484,20:03,46.0,113,341.0,467.0,42.2,ribeimi01
David Krejčí,46,2012,25,BOS,C,79,23,39,62,-5,36,6.6,21,2,0,2,30,9,0,145,15.9,1455,18:25,46.0,69,544.0,501.0,52.1,krejcda01
Michael Ryder,47,2012,31,DAL,RW,82,35,27,62,17,46,8.9,28,7,0,6,24,3,0,211,16.6,1425,17:23,50.0,86,34.0,37.0,47.9,rydermi01
Radim Vrbata,48,2012,30,PHX,RW,77,35,27,62,24,24,9.3,25,9,1,12,19,8,0,232,15.1,1435,18:39,16.0,57,27.0,40.0,40.3,vrbatra01
Erik Cole,49,2012,33,MTL,LW,82,35,26,61,11,48,9.0,24,11,0,6,23,3,0,241,14.5,1519,18:32,30.0,186,24.0,32.0,42.9,coleer01
Tomáš Fleischmann,50,2012,27,FLA,LW,82,27,34,61,-7,26,7.1,21,6,0,4,18,16,0,217,12.4,1566,19:06,33.0,32,14.0,13.0,51.9,fleisto01
Olli Jokinen,51,2012,33,CGY,C,82,23,38,61,-12,54,6.7,14,9,0,5,23,15,0,223,10.3,1555,18:58,31.0,53,620.0,713.0,46.5,jokinol01
Chris Kunitz,52,2012,32,PIT,LW,82,26,35,61,16,49,7.6,20,6,0,3,23,12,0,230,11.3,1502,18:19,28.0,180,20.0,18.0,52.6,kunitch01
Milan Lucic,53,2012,23,BOS,LW,81,26,35,61,7,135,7.5,19,7,0,1,31,4,0,149,17.4,1379,17:02,26.0,201,14.0,16.0,46.7,lucicmi01
Joe Pavelski,54,2012,27,SJS,C,82,31,30,61,18,31,8.1,22,8,1,2,20,10,0,269,11.5,1690,20:37,84.0,50,507.0,357.0,58.7,paveljo01
Thomas Vanek,55,2012,28,BUF,LW,78,26,35,61,-6,52,7.2,16,10,0,5,21,14,0,204,12.7,1321,16:56,22.0,34,3.0,3.0,50.0,vanekth01
David Desharnais,56,2012,25,MTL,C,81,16,44,60,10,24,6.7,13,3,0,2,27,17,0,98,16.3,1490,18:24,48.0,33,678.0,693.0,49.5,deshada01
Milan Michálek,57,2012,27,OTT,RW,77,35,25,60,4,32,7.8,24,10,1,3,19,5,1,212,16.5,1506,19:33,46.0,36,1.0,5.0,16.7,michami01
Corey Perry,58,2012,26,ANA,RW,80,37,23,60,-7,127,7.9,22,14,1,6,13,9,1,277,13.4,1710,21:23,45.0,65,19.0,29.0,39.6,perryco01
Daniel Alfredsson*,59,2012,39,OTT,RW,75,27,32,59,16,18,7.5,17,7,3,4,24,7,1,191,14.1,1421,18:57,31.0,52,20.0,26.0,43.5,alfreda01
Pascal Dupuis,60,2012,32,PIT,LW,82,25,34,59,18,34,7.6,22,0,3,8,33,1,0,214,11.7,1388,16:56,44.0,111,51.0,64.0,44.3,dupuipa01
Rick Nash,61,2012,27,CBJ,LW,82,30,29,59,-19,40,6.6,22,6,2,2,16,13,0,306,9.8,1565,19:05,21.0,104,6.0,13.0,31.6,nashri01
Justin Williams,62,2012,30,LAK,RW,82,22,37,59,10,44,7.6,13,9,0,2,27,10,0,241,9.1,1406,17:09,37.0,36,11.0,12.0,47.8,williju01
Martin Erat,63,2012,30,NSH,LW,71,19,39,58,12,30,6.8,13,5,1,3,26,13,0,107,17.8,1312,18:29,37.0,52,60.0,66.0,47.6,eratma01
Ryan Getzlaf,64,2012,26,ANA,C,82,11,46,57,-11,75,4.3,7,4,0,4,26,19,1,185,5.9,1771,21:36,72.0,177,628.0,709.0,47.0,getzlry01
Evander Kane,65,2012,20,WPG,C,74,30,27,57,11,53,7.8,24,6,0,4,24,3,0,287,10.5,1296,17:31,31.0,173,15.0,29.0,34.1,kaneev01
Bobby Ryan,66,2012,24,ANA,RW,82,31,26,57,1,53,7.5,26,3,2,3,18,8,0,204,15.2,1505,18:21,24.0,111,19.0,48.0,28.4,ryanbo01
Jonathan Toews,67,2012,23,CHI,C,59,29,28,57,17,28,7.9,23,5,1,4,19,7,2,185,15.7,1230,20:51,14.0,32,675.0,462.0,59.4,toewsjo01
Stephen Weiss,68,2012,28,FLA,C,80,20,37,57,5,60,6.2,14,5,1,6,25,12,0,149,13.4,1641,20:31,61.0,92,781.0,688.0,53.2,weissst01
Johan Franzén,69,2012,32,DET,C,77,29,27,56,23,40,7.9,18,11,0,10,25,2,0,211,13.7,1363,17:42,30.0,60,79.0,100.0,44.1,franzjo01
Brad Marchand,70,2012,23,BOS,C,76,28,27,55,31,87,8.1,22,5,1,3,24,1,2,167,16.8,1339,17:37,21.0,72,5.0,4.0,55.6,marchbr03
Ryan O'Reilly,71,2012,20,COL,C,81,18,37,55,-1,12,5.7,14,4,0,3,26,11,0,189,9.5,1582,19:32,50.0,62,762.0,681.0,52.8,oreilry01
Václav Prospal,72,2012,36,CBJ,C,82,16,39,55,-11,36,5.1,13,3,0,0,27,12,0,165,9.7,1467,17:53,39.0,59,9.0,13.0,40.9,prospva01
David Backes,73,2012,27,STL,RW,82,24,30,54,15,101,7.0,14,8,2,4,20,9,1,234,10.3,1640,20:00,72.0,226,658.0,695.0,48.6,backeda01
Dustin Brown,74,2012,27,LAK,RW,82,22,32,54,18,53,7.0,12,9,1,6,23,7,2,214,10.3,1654,20:10,32.0,291,17.0,22.0,43.6,browndu01
Ryan Callahan,75,2012,26,NYR,RW,76,29,25,54,-8,61,6.4,15,13,1,9,19,4,2,235,12.3,1599,21:02,88.0,271,10.0,10.0,50.0,callary01
Jaromír Jágr,76,2012,39,PHI,RW,73,19,35,54,5,30,6.0,11,8,0,2,23,12,0,170,11.2,1193,16:20,12.0,14,0.0,1.0,0.0,jagrja01
T.J. Oshie,77,2012,25,STL,C,80,19,35,54,15,50,6.6,15,3,1,3,21,13,1,188,10.1,1562,19:32,45.0,130,24.0,29.0,45.3,oshietj01
Alexander Semin,78,2012,27,WSH,LW,77,21,33,54,9,56,6.7,19,2,0,1,24,9,0,183,11.5,1293,16:47,19.0,31,1.0,10.0,9.1,seminal01
Kris Versteeg,79,2012,25,FLA,RW,71,23,31,54,4,49,6.6,14,8,1,5,21,10,0,181,12.7,1414,19:55,19.0,52,21.0,44.0,32.3,verstkr01
Dustin Byfuglien,80,2012,26,WPG,D,66,12,41,53,-8,72,7.6,8,4,0,3,25,15,1,223,5.4,1592,24:07,57.0,112,0.0,0.0,,byfugdu01
Brian Campbell,81,2012,32,FLA,D,82,4,49,53,-9,6,8.4,3,1,0,0,19,30,0,131,3.1,2206,26:54,118.0,46,0.0,0.0,,campbbr02
Taylor Hall,82,2012,20,EDM,LW,61,27,26,53,-3,36,7.1,14,13,0,7,18,8,0,207,13.0,1111,18:13,34.0,44,23.0,34.0,40.4,hallta02
Dany Heatley,83,2012,31,MIN,RW,82,24,29,53,2,28,6.3,16,8,0,3,18,11,0,238,10.1,1717,20:57,45.0,70,36.0,31.0,53.7,heatlda01
David Legwand,84,2012,31,NSH,C,78,19,34,53,3,26,5.7,14,5,0,2,19,14,1,140,13.6,1445,18:31,29.0,31,512.0,597.0,46.2,legwada01
Paul Stastny,85,2012,26,COL,C,79,21,32,53,-8,34,5.7,14,7,0,2,20,12,0,190,11.1,1488,18:50,49.0,40,789.0,635.0,55.4,stastpa01
Alexandre Burrows,86,2012,30,VAN,LW,80,28,24,52,24,90,7.2,23,3,2,7,20,4,0,198,14.1,1478,18:28,38.0,87,7.0,13.0,35.0,burroal01
Zdeno Chára,87,2012,34,BOS,D,79,12,40,52,33,86,10.9,4,8,0,0,29,10,1,224,5.4,1975,25:00,87.0,166,0.0,1.0,0.0,charazd01
Gabriel Landeskog,88,2012,19,COL,LW,82,22,30,52,20,51,6.8,16,6,0,5,22,6,2,270,8.1,1526,18:37,58.0,219,8.0,28.0,22.2,landega01
Ryan Nugent-Hopkins,89,2012,18,EDM,C,62,18,34,52,-2,16,6.0,15,3,0,2,14,20,0,134,13.4,1092,17:36,33.0,38,227.0,378.0,37.5,nugenry01
Tomáš Plekanec,90,2012,29,MTL,C,81,17,35,52,-15,56,4.5,9,5,3,2,19,13,3,220,7.7,1681,20:45,57.0,67,824.0,854.0,49.1,plekato01
Mike Fisher,91,2012,31,NSH,C,72,24,27,51,11,33,6.4,19,5,0,7,17,9,1,157,15.3,1389,19:18,76.0,116,588.0,629.0,48.3,fishemi01
Mikhail Grabovski,92,2012,28,TOR,C,74,23,28,51,0,51,5.9,18,5,0,2,23,5,0,163,14.1,1303,17:36,32.0,56,466.0,439.0,51.5,grabomi01
Adam Henrique,93,2012,21,NJD,C,74,16,35,51,8,7,6.0,12,0,4,3,24,8,3,130,12.3,1344,18:10,57.0,83,501.0,525.0,48.8,henriad01
Alex Pietrangelo,94,2012,22,STL,D,81,12,39,51,16,36,11.2,6,6,0,6,20,18,1,202,5.9,2003,24:44,133.0,90,0.0,0.0,,pietral01
Derek Stepan,95,2012,21,NYR,C,82,17,34,51,14,22,5.7,13,4,0,4,22,12,0,169,10.1,1554,18:57,44.0,137,386.0,481.0,44.5,stepade01
Shane Doan,96,2012,35,PHX,RW,79,22,28,50,-8,48,5.0,17,5,0,5,18,9,1,226,9.7,1548,19:36,27.0,205,33.0,26.0,55.9,doansh01
Jiří Hudler,97,2012,28,DET,C,81,25,25,50,10,42,6.4,23,2,0,2,17,8,0,127,19.7,1269,15:40,15.0,48,2.0,5.0,28.6,hudleji01
Andrew Ladd,98,2012,26,WPG,LW,82,28,22,50,-8,64,5.4,24,4,0,6,14,8,0,265,10.6,1604,19:34,25.0,76,32.0,27.0,54.2,laddan01
Jordan Staal,99,2012,23,PIT,C,62,25,25,50,11,34,6.6,17,5,3,0,21,2,2,149,16.8,1243,20:03,23.0,101,591.0,567.0,51.0,staaljo01
Drew Stafford,100,2012,26,BUF,RW,80,20,30,50,5,46,5.6,16,3,1,4,26,4,0,226,8.8,1412,17:39,22.0,102,45.0,41.0,52.3,staffdr01
Daniel Brière,101,2012,34,PHI,C,70,16,33,49,5,69,5.1,12,4,0,3,20,13,0,174,9.2,1215,17:22,16.0,48,406.0,425.0,48.9,brierda01
Alexander Edler,102,2012,25,VAN,D,82,11,38,49,0,34,8.3,5,5,1,0,21,17,0,228,4.8,1957,23:52,145.0,143,0.0,3.0,0.0,edleral01
Ryan Kesler,103,2012,27,VAN,C,77,22,27,49,11,56,5.5,13,8,1,1,15,11,1,222,9.9,1547,20:06,59.0,108,724.0,627.0,53.6,keslery01
Vincent Lecavalier,104,2012,31,TBL,C,64,22,27,49,-2,50,5.6,17,5,0,5,21,6,0,182,12.1,1212,18:56,31.0,103,556.0,606.0,47.8,lecavvi01
Wayne Simmonds,105,2012,23,PHI,RW,82,28,21,49,-1,114,6.0,17,11,0,4,16,5,0,197,14.2,1305,15:55,34.0,140,7.0,10.0,41.2,simmowa01
Alex Tanguay,106,2012,32,CGY,LW,64,13,36,49,7,28,5.5,11,1,1,3,21,14,1,84,15.5,1219,19:03,47.0,22,25.0,42.0,37.3,tangual01
Jakub Voráček,107,2012,22,PHI,RW,78,18,31,49,11,32,5.5,18,0,0,2,20,11,0,190,9.5,1271,16:17,18.0,44,7.0,16.0,30.4,voracja01
Shea Weber,108,2012,26,NSH,D,78,19,30,49,21,46,11.4,7,10,2,1,18,12,0,230,8.3,2041,26:10,140.0,177,0.0,0.0,,webersh01
Dan Boyle,109,2012,35,SJS,D,81,9,39,48,10,57,9.4,6,3,0,2,25,14,0,252,3.6,2072,25:35,137.0,58,0.0,0.0,,boyleda01
Curtis Glencross,110,2012,29,CGY,LW,67,26,22,48,-13,62,6.0,17,8,1,3,16,5,1,110,23.6,1208,18:01,49.0,81,41.0,41.0,50.0,glenccu01
Ryan Malone,111,2012,32,TBL,LW,68,20,28,48,-11,82,4.9,14,5,1,2,18,10,0,144,13.9,1203,17:41,36.0,142,29.0,50.0,36.7,malonry01
Steve Sullivan,112,2012,37,PIT,C,79,17,31,48,-3,20,4.9,12,5,0,1,15,16,0,140,12.1,1213,15:22,16.0,38,4.0,5.0,44.4,sullist01
Tyler Bozak,113,2012,25,TOR,C,73,18,29,47,-7,22,4.4,14,4,0,1,20,8,1,109,16.5,1375,18:51,34.0,117,631.0,567.0,52.7,bozakty01
Nick Foligno,114,2012,24,OTT,LW,82,15,32,47,2,124,4.6,14,1,0,3,29,3,0,153,9.8,1201,14:39,30.0,196,62.0,87.0,41.6,foligni01
Sam Gagner,115,2012,22,EDM,C,75,18,29,47,5,36,5.4,12,6,0,0,23,6,0,149,12.1,1289,17:11,23.0,21,334.0,367.0,47.6,gagnesa01
Frans Nielsen,116,2012,27,NYI,C,82,17,30,47,-3,6,4.8,12,5,0,1,20,10,0,133,12.8,1431,17:27,66.0,29,523.0,633.0,45.2,nielsfr01
Matt Read,117,2012,25,PHI,RW,79,24,23,47,13,12,5.9,18,4,2,6,15,7,1,155,15.5,1348,17:04,58.0,82,142.0,204.0,41.0,readma01
Mark Streit,118,2012,34,NYI,D,82,7,40,47,-27,46,6.3,4,3,0,1,20,20,0,149,4.7,1917,23:23,115.0,110,0.0,1.0,0.0,streima01
Kyle Wellwood,119,2012,28,WPG,C,77,18,29,47,3,4,5.3,14,4,0,1,23,6,0,93,19.4,1151,14:57,13.0,10,135.0,115.0,54.0,wellwky01
David Clarkson,120,2012,27,NJD,RW,80,30,16,46,-8,138,6.4,22,8,0,7,8,8,0,228,13.2,1309,16:22,19.0,169,102.0,141.0,42.0,clarkda03
Marcus Johansson,121,2012,21,WSH,C,80,14,32,46,-5,8,4.3,13,1,0,3,25,7,0,90,15.6,1344,16:48,28.0,61,307.0,403.0,43.2,johanma03
Jussi Jokinen,122,2012,28,CAR,LW,79,12,34,46,-2,54,4.3,7,3,2,3,19,15,0,118,10.2,1396,17:40,48.0,41,459.0,373.0,55.2,jokinju01
Bryan Little,123,2012,24,WPG,C,74,24,22,46,-11,26,4.6,18,6,0,6,14,7,1,162,14.8,1496,20:13,13.0,44,733.0,746.0,49.6,littlbr01
Ryan Smyth,124,2012,35,EDM,LW,82,19,27,46,-5,82,4.5,15,4,0,4,23,4,0,194,9.8,1565,19:05,31.0,53,66.0,84.0,44.0,smythry01
Ryan Suter,125,2012,27,NSH,D,79,7,39,46,15,30,9.2,3,3,1,1,16,22,1,134,5.2,2094,26:30,116.0,46,0.0,1.0,0.0,suterry01
Dennis Wideman,126,2012,28,WSH,D,82,11,35,46,-8,46,7.4,7,4,0,3,19,16,0,175,6.3,1960,23:54,132.0,113,0.0,0.0,,widemde01
Ryane Clowe,127,2012,29,SJS,LW,76,17,28,45,-5,97,4.3,13,4,0,2,17,11,0,180,9.4,1358,17:52,36.0,109,6.0,14.0,30.0,clowery01
Kyle Okposo,128,2012,23,NYI,RW,79,24,21,45,-15,46,5.0,21,3,0,2,18,3,0,152,15.8,1348,17:04,33.0,51,68.0,74.0,47.9,okposky01
Nicklas Bäckström,129,2012,24,WSH,C,42,14,30,44,-4,24,5.1,11,3,0,4,14,16,0,95,14.7,805,19:10,25.0,31,353.0,338.0,51.1,backsni02
Kevin Bieksa,130,2012,30,VAN,D,78,8,36,44,12,94,8.3,6,2,0,2,28,8,0,166,4.8,1844,23:38,106.0,159,0.0,1.0,0.0,biekske01
Kyle Brodziak,131,2012,27,MIN,C,82,22,22,44,-15,66,4.6,17,5,0,0,16,6,0,160,13.8,1563,19:04,62.0,81,707.0,722.0,49.5,brodzky01
Mikko Koivu,132,2012,28,MIN,C,55,12,32,44,10,28,5.1,9,2,1,2,16,13,3,129,9.3,1174,21:21,21.0,62,587.0,536.0,52.3,koivumi01
Dion Phaneuf,133,2012,26,TOR,D,82,12,32,44,-10,92,7.0,5,7,0,1,16,15,1,202,5.9,2074,25:17,127.0,214,0.0,0.0,,phanedi01
Mike Richards,134,2012,26,LAK,C,74,18,26,44,3,71,5.2,11,3,4,1,15,11,0,171,10.5,1398,18:53,38.0,111,532.0,520.0,50.6,richami02
Derek Roy,135,2012,28,BUF,C,80,17,27,44,-7,54,3.8,10,6,1,2,21,6,0,176,9.7,1546,19:19,50.0,35,672.0,657.0,50.6,royde01
Jeff Skinner,136,2012,19,CAR,RW,64,20,24,44,-8,56,5.1,16,4,0,5,15,9,0,210,9.5,1192,18:37,15.0,44,67.0,92.0,42.1,skinnje01
Petr Sýkora,137,2012,35,NJD,RW,82,21,23,44,4,40,5.6,17,4,0,6,21,2,0,170,12.4,1304,15:54,16.0,19,10.0,8.0,55.6,sykorpe01
Dainius Zubrus,138,2012,33,NJD,RW,82,17,27,44,7,34,5.0,10,4,3,2,23,2,2,109,15.6,1532,18:41,41.0,102,191.0,250.0,43.3,zubruda01
Chris Higgins,139,2012,28,VAN,C,71,18,25,43,11,16,5.1,16,1,1,4,18,7,0,165,10.9,1158,16:19,29.0,61,12.0,18.0,40.0,higgich01
Patric Hörnqvist,140,2012,25,NSH,RW,76,27,16,43,9,28,6.2,19,8,0,3,14,2,0,230,11.7,1165,15:20,28.0,62,6.0,3.0,66.7,hornqpa01
Sergei Kostitsyn,141,2012,24,NSH,LW,75,17,26,43,8,34,4.9,15,1,1,3,18,8,0,97,17.5,1235,16:28,27.0,44,0.0,6.0,0.0,kostise01
Clarke MacArthur,142,2012,26,TOR,LW,73,20,23,43,3,37,5.1,17,3,0,4,17,6,0,148,13.5,1157,15:51,21.0,60,5.0,6.0,45.5,macarcl01
Kevin Shattenkirk,143,2012,23,STL,D,81,9,34,43,20,60,10.0,4,5,0,2,20,13,1,178,5.1,1750,21:36,103.0,72,1.0,3.0,25.0,shattke01
Viktor Stålberg,144,2012,26,CHI,LW,79,22,21,43,6,34,5.3,22,0,0,6,21,0,0,215,10.2,1112,14:04,24.0,91,5.0,6.0,45.5,stalbvi01
Kimmo Timonen,145,2012,36,PHI,D,76,4,39,43,8,46,6.6,0,4,0,0,22,17,0,130,3.1,1614,21:14,129.0,68,1.0,0.0,100.0,timonki01
Keith Yandle,146,2012,25,PHX,D,82,11,32,43,5,51,8.1,11,0,0,2,21,11,0,196,5.6,1832,22:20,77.0,31,0.0,0.0,,yandlke01
Kris Letang,147,2012,24,PIT,D,51,10,32,42,21,34,8.1,5,4,1,3,20,11,1,142,7.0,1267,24:50,86.0,83,0.0,0.0,,letankr01
David Perron,148,2012,23,STL,LW,57,21,21,42,19,28,6.4,15,5,1,4,15,5,1,114,18.4,1042,18:17,13.0,32,2.0,8.0,20.0,perroda01
Rich Peverley,149,2012,29,BOS,C,57,11,31,42,20,22,5.0,10,1,0,1,19,10,2,112,9.8,963,16:54,13.0,23,203.0,129.0,61.1,peverri01
Derick Brassard,150,2012,24,CBJ,C,74,14,27,41,-20,42,3.3,9,5,0,3,17,10,0,125,11.2,1209,16:20,16.0,137,278.0,339.0,45.1,brassde01
Mike Cammalleri,151,2012,29,TOT,C,66,20,21,41,-10,26,4.7,17,3,0,4,12,9,0,175,11.4,1195,18:07,19.0,17,104.0,124.0,45.6,cammami01
Michael Del Zotto,152,2012,21,NYR,D,77,10,31,41,20,36,9.3,8,1,1,2,16,13,2,113,8.8,1728,22:26,95.0,156,0.0,0.0,,delzomi01
Steve Downie,153,2012,24,TOT,RW,75,14,27,41,-6,137,3.8,12,2,0,2,23,4,0,140,10.0,1195,15:56,25.0,105,40.0,47.0,46.0,downist01
Cody Hodgson,154,2012,21,TOT,C,83,19,22,41,1,10,4.7,12,7,0,3,15,7,0,154,12.3,1147,13:49,29.0,37,329.0,381.0,46.3,hodgsco01
