Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
P.K. Subban,90,2016,26,MTL,D,68,6,45,51,4,75,8.3,4,2,0,0,23,22,0,176,3.4,1793,26:22,80,102,0,0,,subbapk01
Ryan Suter,91,2016,31,MIN,D,82,8,43,51,10,30,10.0,4,3,1,2,24,18,1,188,4.3,2345,28:36,142,69,0,0,,suterry01
Shea Weber,92,2016,30,NSH,D,78,20,31,51,-7,27,9.5,6,14,0,1,18,12,1,189,10.6,1979,25:23,160,169,0,0,,webersh01
Mika Zibanejad,93,2016,22,OTT,C,81,21,30,51,-2,18,5.5,17,2,2,7,21,9,0,184,11.4,1439,17:46,43,111,659,647,50.5,zibanmi01
Adam Henrique,94,2016,25,NJD,C,80,30,20,50,10,23,7.6,21,7,2,8,14,5,1,149,20.1,1586,19:50,56,66,617,764,44.7,henriad01
Mike Ribeiro,95,2016,35,NSH,C,81,7,43,50,11,62,4.6,5,2,0,0,30,13,0,76,9.2,1413,17:27,20,61,288,472,37.9,ribeimi01
Reilly Smith,96,2016,24,FLA,RW,82,25,25,50,19,31,6.6,20,5,0,3,18,6,1,173,14.5,1526,18:37,39,85,0,2,0.0,smithre01
Henrik Zetterberg,97,2016,35,DET,C,82,13,37,50,-15,24,3.9,11,2,0,3,17,20,0,214,6.1,1592,19:25,26,54,539,536,50.1,zettehe01
Tyson Barrie,98,2016,24,COL,D,78,13,36,49,-16,31,7.2,9,3,1,5,17,18,1,172,7.6,1810,23:12,84,37,0,0,,barrity01
Pavel Datsyuk,99,2016,37,DET,C,66,16,33,49,7,14,5.6,8,8,0,1,21,12,0,181,8.8,1297,19:39,33,70,599,517,53.7,datsypa01
Scott Hartnell,100,2016,33,CBJ,LW,79,23,26,49,-11,112,5.6,13,10,0,1,24,2,0,150,15.3,1231,15:35,41,131,0,3,0.0,hartnsc01
Boone Jenner,101,2016,22,CBJ,C,82,30,19,49,-15,77,6.0,20,9,1,3,14,5,0,225,13.3,1346,16:25,71,213,156,138,53.1,jennebo01
Brent Seabrook,102,2016,30,CHI,D,81,14,35,49,6,32,9.2,8,6,0,3,16,19,0,167,8.4,1849,22:49,150,121,0,0,,seabrbr01
Ryan Spooner,103,2016,24,BOS,C,80,13,36,49,-9,35,4.5,7,6,0,4,25,11,0,162,8.0,1211,15:08,19,53,304,407,42.8,spoonry01
Paul Stastny,104,2016,30,STL,C,64,10,39,49,3,26,4.9,8,2,0,2,27,12,0,103,9.7,1226,19:09,40,32,684,536,56.1,stastpa01
Brandon Dubinsky,105,2016,29,CBJ,C,75,17,31,48,-16,71,4.3,12,5,0,3,26,5,0,158,10.8,1407,18:46,40,235,780,704,52.6,dubinbr01
Patrick Marleau,106,2016,36,SJS,LW,82,25,23,48,-22,10,4.7,13,11,1,5,9,14,0,216,11.6,1560,19:02,36,64,267,258,50.9,marlepa01
Connor McDavid,107,2016,19,EDM,C,45,16,32,48,-1,18,5.8,13,3,0,5,21,11,0,105,15.2,850,18:53,10,12,249,355,41.2,mcdavco01
Victor Rask,108,2016,22,CAR,C,80,21,27,48,-6,24,5.6,16,5,0,5,14,13,0,160,13.1,1359,16:59,34,32,479,456,51.2,raskvi01
Jordan Staal,109,2016,27,CAR,C,82,20,28,48,6,34,5.8,14,6,0,4,22,4,2,151,13.2,1501,18:18,31,165,806,589,57.8,staaljo01
Mikael Backlund,110,2016,26,CGY,C,82,21,26,47,10,28,5.5,15,3,3,4,19,6,1,155,13.5,1347,16:26,51,68,539,604,47.2,backlmi01
Shane Doan,111,2016,39,ARI,RW,72,28,19,47,4,98,6.5,16,12,0,4,14,5,0,170,16.5,1267,17:36,15,115,74,69,51.7,doansh01
Jordan Eberle,112,2016,25,EDM,RW,69,25,22,47,-12,14,5.7,18,7,0,4,18,4,0,173,14.5,1232,17:51,23,28,5,3,62.5,eberljo01
Victor Hedman,113,2016,25,TBL,D,78,10,37,47,21,46,10.1,9,1,0,0,26,10,1,180,5.6,1799,23:04,132,62,0,0,,hedmavi01
Jarome Iginla*,114,2016,38,COL,RW,82,22,25,47,-22,41,4.6,9,13,0,3,19,6,0,182,12.1,1301,15:52,45,70,61,54,53.0,iginlja01
Keith Yandle,115,2016,29,NYR,D,82,5,42,47,-4,40,6.3,3,2,0,1,22,20,0,160,3.1,1637,19:58,68,43,0,0,,yandlke01
Shayne Gostisbehere,116,2016,22,PHI,D,64,17,29,46,8,24,8.9,9,8,0,5,15,14,0,152,11.2,1286,20:05,59,27,1,0,100.0,gostish01
Tomáš Hertl,117,2016,22,SJS,C,81,21,25,46,16,26,6.1,18,3,0,3,21,4,0,202,10.4,1294,15:58,60,90,256,201,56.0,hertlto01
Jiří Hudler,118,2016,32,TOT,C,72,16,30,46,-1,27,4.8,13,3,0,1,23,7,0,109,14.7,1135,15:46,7,28,11,15,42.3,hudleji01
Marcus Johansson,119,2016,25,WSH,LW,74,17,29,46,12,16,5.4,11,6,0,7,21,8,0,132,12.9,1231,16:38,24,38,128,150,46.0,johanma03
Andrew Ladd,120,2016,30,TOT,LW,78,25,21,46,-13,45,4.9,13,10,2,3,17,4,0,181,13.8,1475,18:55,42,155,8,5,61.5,laddan01
David Backes,121,2016,31,STL,C,79,21,24,45,4,83,5.2,13,8,0,3,19,5,0,168,12.5,1519,19:14,63,239,620,572,52.0,backeda01
T.J. Brodie,122,2016,25,CGY,D,70,6,39,45,4,18,6.9,4,2,0,1,30,7,2,79,7.6,1768,25:15,104,15,0,0,,broditj01
Nazem Kadri,123,2016,25,TOR,C,76,17,28,45,-15,73,4.0,13,4,0,2,18,10,0,260,6.5,1389,18:16,43,148,641,663,49.2,kadrina01
Dylan Larkin,124,2016,19,DET,C,80,23,22,45,11,34,6.0,19,4,0,5,21,1,0,221,10.4,1324,16:33,25,65,41,59,41.0,larkidy01
Tomáš Tatar,125,2016,25,DET,LW,81,21,24,45,4,24,5.8,14,7,0,3,16,8,0,165,12.7,1162,14:21,18,74,6,18,25.0,tatarto01
Joe Colborne,126,2016,26,CGY,C,73,19,25,44,-9,27,4.6,16,3,0,2,23,2,0,100,19.0,1107,15:10,28,122,85,70,54.8,colbojo01
Anthony Duclair,127,2016,20,ARI,LW,81,20,24,44,12,49,5.8,12,8,0,2,20,4,0,105,19.0,1164,14:22,27,27,0,1,0.0,duclaan01
Mikael Granlund,128,2016,23,MIN,C,82,13,31,44,-12,20,3.6,10,2,1,3,22,9,0,160,8.1,1486,18:07,56,86,528,556,48.7,granlmi01
Torey Krug,129,2016,24,BOS,D,81,4,40,44,9,33,7.2,3,1,0,1,22,18,0,244,1.6,1751,21:37,94,61,2,0,100.0,krugto01
Andrei Markov,130,2016,37,MTL,D,82,5,39,44,-6,38,6.7,1,4,0,0,26,13,0,117,4.3,1955,23:50,142,57,0,0,,markoan01
Kevin Shattenkirk,131,2016,27,STL,D,72,14,30,44,-14,51,7.1,8,6,0,1,9,20,1,180,7.8,1614,22:25,113,82,0,0,,shattke01
Dougie Hamilton,132,2016,22,CGY,D,82,12,31,43,-14,46,5.7,7,5,0,3,20,11,0,190,6.3,1621,19:46,106,78,0,0,,hamildo01
Duncan Keith,133,2016,32,CHI,D,67,9,34,43,13,26,8.4,5,4,0,4,19,14,1,130,6.9,1691,25:14,116,16,0,1,0.0,keithdu01
Chris Kreider,134,2016,24,NYR,LW,79,21,22,43,10,58,5.4,16,5,0,3,19,3,0,158,13.3,1261,15:57,33,177,5,1,83.3,kreidch01
J.T. Miller,135,2016,22,NYR,C,82,22,21,43,10,46,5.5,20,2,0,5,19,2,0,135,16.3,1233,15:02,48,174,68,89,43.3,millejt01
Nino Niederreiter,136,2016,23,MIN,RW,82,20,23,43,9,36,5.5,18,2,0,1,20,3,0,159,12.6,1275,15:33,19,129,11,16,40.7,niedeni01
Gustav Nyquist,137,2016,26,DET,RW,82,17,26,43,-2,34,4.7,10,7,0,3,21,5,0,161,10.6,1244,15:10,19,58,0,2,0.0,nyquigu01
Jean-Gabriel Pageau,138,2016,23,OTT,C,82,19,24,43,17,26,5.3,11,1,7,2,21,1,2,133,14.3,1370,16:42,60,166,614,563,52.2,pageaje01
Teddy Purcell,139,2016,30,TOT,RW,76,14,29,43,-11,12,3.9,12,2,0,2,20,8,1,149,9.4,1279,16:50,15,31,2,4,33.3,purcete01
Rickard Rakell,140,2016,22,ANA,C,72,20,23,43,-1,19,5.4,16,4,0,7,17,6,0,169,11.8,1157,16:04,30,121,197,254,43.7,rakelri01
Joel Ward,141,2016,35,SJS,RW,79,21,22,43,-15,28,4.4,15,5,1,3,14,7,1,138,15.2,1341,16:58,53,68,237,255,48.2,wardjo02
Justin Abdelkader,142,2016,28,DET,LW,82,19,23,42,-16,120,3.8,13,6,0,4,16,7,0,155,12.3,1512,18:26,44,207,5,9,35.7,abdelju01
Artem Anisimov,143,2016,27,CHI,C,77,20,22,42,8,12,4.9,12,5,3,1,16,5,1,121,16.5,1393,18:05,40,53,507,641,44.2,anisiar01
Charlie Coyle,144,2016,23,MIN,C,82,21,21,42,1,16,4.9,19,2,0,4,16,4,1,140,15.0,1419,17:18,60,130,228,274,45.4,coylech01
Bryan Little,145,2016,28,WPG,C,57,17,25,42,-13,12,4.2,13,2,2,2,15,10,0,127,13.4,1117,19:36,22,48,674,640,51.3,littlbr01
Sam Reinhart,146,2016,20,BUF,C,79,23,19,42,-8,8,5.2,15,8,0,3,17,2,0,165,13.9,1330,16:50,26,26,36,72,33.3,reinhsa01
Travis Zajac,147,2016,30,NJD,C,74,14,28,42,3,25,4.7,6,6,2,2,16,11,1,111,12.6,1469,19:51,41,65,715,672,51.6,zajactr01
Martin Hanzal,148,2016,28,ARI,C,64,13,28,41,-5,77,4.0,9,3,1,2,18,10,0,141,9.2,1139,17:48,28,126,586,462,55.9,hanzama01
P.A. Parenteau,149,2016,32,TOR,RW,77,20,21,41,0,68,4.8,13,7,0,3,17,4,0,168,11.9,1252,16:16,26,48,4,14,22.2,parenpi01
Mathieu Perreault,150,2016,28,WPG,C,71,9,32,41,-11,36,3.2,3,6,0,1,23,9,0,133,6.8,1175,16:33,33,83,94,109,46.3,perrema01
Rasmus Ristolainen,151,2016,21,BUF,D,82,9,32,41,-21,33,6.7,5,4,0,1,15,17,0,202,4.5,2073,25:17,137,139,0,0,,ristora01
Thomas Vanek,152,2016,32,MIN,LW,74,18,23,41,-10,22,4.5,12,6,0,5,15,8,0,146,12.3,1155,15:37,17,18,12,26,31.6,vanekth01
Jason Chimera,153,2016,36,WSH,LW,82,20,20,40,0,22,4.7,14,4,2,3,15,5,0,165,12.1,1152,14:03,13,103,8,20,28.6,chimeja01
Brendan Gallagher,154,2016,23,MTL,RW,53,19,21,40,13,24,5.6,12,7,0,0,18,3,0,173,11.0,879,16:35,25,43,12,17,41.4,gallabr01
Bo Horvat,155,2016,20,VAN,C,82,16,24,40,-30,18,2.9,12,4,0,4,16,8,0,155,10.3,1405,17:08,53,69,760,733,50.9,horvabo01
Alex Killorn,156,2016,26,TBL,C,81,14,26,40,14,44,4.6,11,3,0,3,22,3,1,154,9.1,1360,16:48,23,76,31,49,38.8,killoal01
Chris Kunitz,157,2016,36,PIT,LW,80,17,23,40,29,41,5.2,15,2,0,1,19,4,0,150,11.3,1346,16:49,33,264,5,6,45.5,kunitch01
Nick Leddy,158,2016,24,NYI,D,81,5,35,40,-9,25,5.9,2,3,0,1,19,16,0,121,4.1,1832,22:37,87,83,0,0,,leddyni01
Jake Muzzin,159,2016,26,LAK,D,82,8,32,40,7,64,7.8,7,1,0,1,19,12,1,203,3.9,1891,23:04,135,197,0,0,,muzzija01
Brock Nelson,160,2016,24,NYI,LW,81,26,14,40,-3,30,5.2,23,3,0,3,12,2,0,165,15.8,1280,15:48,50,59,186,202,47.9,nelsobr01
Ondřej Palát,161,2016,24,TBL,LW,62,16,24,40,10,20,5.1,13,1,2,4,17,6,1,117,13.7,1111,17:55,39,108,2,6,25.0,palaton01
Alexander Wennberg,162,2016,21,CBJ,C,69,8,32,40,-1,2,3.5,7,1,0,1,21,11,0,97,8.2,1094,15:52,46,32,400,522,43.4,wennbal01
Troy Brouwer,163,2016,30,STL,RW,82,18,21,39,2,62,4.3,11,7,0,4,18,3,0,142,12.7,1394,17:00,52,200,65,49,57.0,brouwtr01
John Carlson,164,2016,26,WSH,D,56,8,31,39,16,14,7.7,6,2,0,4,18,12,1,124,6.5,1327,23:42,114,46,0,0,,carlsjo01
Sean Couturier,165,2016,23,PHI,C,63,11,28,39,8,30,4.0,9,2,0,1,22,5,1,119,9.2,1172,18:36,30,31,537,568,48.6,coutuse01
