Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Dustin Brown,62,2008,23,LAK,RW,78,33,27,60,-13,55,6.8,19,12,2,4,15,10,2,219,15.1,1583,20:18,23.0,311,20.0,20.0,50.0,browndu01
Dion Phaneuf,63,2008,22,CGY,D,82,17,43,60,12,182,11.2,6,10,1,4,20,23,0,263,6.5,2149,26:12,88.0,194,0.0,0.0,,phanedi01
Andrew Brunette,64,2008,34,COL,LW,82,19,40,59,5,14,6.2,12,7,0,2,31,9,0,125,15.2,1275,15:33,21.0,14,3.0,5.0,37.5,brunean01
Brian Rolston,65,2008,34,MIN,LW,81,31,28,59,-1,53,6.9,19,11,1,8,11,17,0,289,10.7,1626,20:04,24.0,59,67.0,98.0,40.6,rolstbr01
Chris Drury,66,2008,31,NYR,C,82,25,33,58,-3,45,6.2,13,12,0,7,14,17,2,220,11.4,1623,19:48,76.0,46,745.0,613.0,54.9,drurych01
Andrei Markov,67,2008,29,MTL,D,82,16,42,58,1,63,9.9,5,10,1,2,18,22,2,145,11.0,2048,24:58,127.0,59,0.0,0.0,,markoan01
Alexander Radulov,68,2008,21,NSH,RW,81,26,32,58,7,44,6.9,22,4,0,2,30,2,0,183,14.2,1328,16:24,36.0,17,0.0,1.0,0.0,radulal01
Alex Tanguay,69,2008,28,CGY,LW,78,18,40,58,11,48,6.1,13,3,2,3,27,12,1,121,14.9,1463,18:46,24.0,42,7.0,13.0,35.0,tangual01
Keith Tkachuk,70,2008,35,STL,C,79,27,31,58,-2,69,6.9,14,12,1,1,24,7,0,177,15.3,1331,16:51,17.0,92,552.0,566.0,49.4,tkachke01
Martin Erat,71,2008,26,NSH,RW,76,23,34,57,-3,40,5.9,19,4,0,6,23,11,0,163,14.1,1418,18:39,16.0,49,15.0,26.0,36.6,eratma01
Mike Modano*,72,2008,37,DAL,C,82,21,36,57,-11,48,5.4,15,5,1,4,17,18,1,200,10.5,1578,19:14,28.0,10,563.0,582.0,49.2,modanmi01
Nik Antropov,73,2008,27,TOR,C,72,26,30,56,10,92,6.5,14,12,0,5,25,4,1,165,15.8,1448,20:07,51.0,102,114.0,157.0,42.1,antroni01
Mike Green,74,2008,22,WSH,D,82,18,38,56,6,62,10.0,10,8,0,4,23,15,0,234,7.7,1922,23:27,68.0,94,0.0,1.0,0.0,greenmi03
Saku Koivu,75,2008,33,MTL,C,77,16,40,56,-4,93,5.1,8,8,0,3,19,19,2,150,10.7,1395,18:07,29.0,41,701.0,640.0,52.3,koivusa01
Marco Sturm,76,2008,29,BOS,LW,80,27,29,56,11,40,6.9,16,10,1,5,16,13,0,229,11.8,1440,18:00,25.0,50,7.0,24.0,22.6,sturmma01
Radim Vrbata,77,2008,26,PHX,RW,76,27,29,56,6,14,7.0,17,7,3,5,18,9,2,246,11.0,1383,18:12,19.0,13,7.0,12.0,36.8,vrbatra01
Patrik Eliáš,78,2008,31,NJD,LW,74,20,35,55,10,38,6.5,13,7,0,8,21,12,2,263,7.6,1367,18:28,20.0,51,354.0,422.0,45.6,eliaspa01
Mike Knuble,79,2008,35,PHI,RW,82,29,26,55,-3,72,6.4,13,15,1,3,11,15,0,177,16.4,1551,18:55,47.0,58,10.0,15.0,40.0,knublmi01
Milan Michálek,80,2008,23,SJS,LW,79,24,31,55,19,47,7.4,18,5,1,8,20,11,0,233,10.3,1428,18:05,31.0,70,6.0,4.0,60.0,michami01
Markus Näslund,81,2008,34,VAN,LW,82,25,30,55,-7,46,6.1,16,9,0,2,17,13,0,237,10.5,1425,17:23,24.0,13,0.0,1.0,0.0,nasluma02
Brian Rafalski,82,2008,34,DET,D,73,13,42,55,27,34,11.7,3,10,0,1,21,21,0,175,7.4,1757,24:04,70.0,38,0.0,0.0,,rafalbr01
Pavol Demitra,83,2008,33,MIN,LW,68,15,39,54,9,24,5.5,13,2,0,1,27,11,1,126,11.9,1340,19:42,48.0,17,403.0,487.0,45.3,demitpa01
Milan Hejduk,84,2008,31,COL,RW,77,29,25,54,8,36,6.5,20,8,1,4,18,7,0,205,14.1,1490,19:21,10.0,17,54.0,82.0,39.7,hejdumi01
Viktor Kozlov,85,2008,32,WSH,C,81,16,38,54,28,18,6.2,14,2,0,2,29,9,0,219,7.3,1424,17:35,32.0,51,203.0,239.0,45.9,kozlovi01
Robert Lang,86,2008,37,CHI,C,76,21,33,54,9,50,6.0,14,7,0,3,23,10,0,172,12.2,1400,18:25,22.0,25,591.0,524.0,53.0,langro01
Peter Mueller,87,2008,19,PHX,C,81,22,32,54,-13,32,5.4,15,7,0,3,17,15,0,201,10.9,1398,17:16,12.0,30,105.0,146.0,41.8,muellpe01
Corey Perry,88,2008,22,ANA,RW,70,29,25,54,12,108,7.5,18,11,0,4,19,6,0,200,14.5,1257,17:57,11.0,95,3.0,13.0,18.8,perryco01
Jonathan Toews,89,2008,19,CHI,C,64,24,30,54,11,44,6.8,17,7,0,4,13,15,2,144,16.7,1195,18:40,13.0,27,509.0,447.0,53.2,toewsjo01
Jeff Carter,90,2008,23,PHI,C,82,29,24,53,6,55,6.6,20,7,2,5,12,11,1,260,11.2,1545,18:51,53.0,52,657.0,721.0,47.7,carteje01
Brian Gionta,91,2008,29,NJD,RW,82,22,31,53,1,46,5.9,13,8,1,4,18,13,0,257,8.6,1498,18:16,14.0,52,30.0,25.0,54.5,giontbr01
Tomáš Kaberle,92,2008,29,TOR,D,82,8,45,53,-8,22,7.3,2,6,0,1,21,24,0,155,5.2,2039,24:52,99.0,41,1.0,1.0,50.0,kaberto01
Andrei Kostitsyn,93,2008,22,MTL,LW,78,26,27,53,15,29,7.0,14,12,0,5,23,4,0,156,16.7,1224,15:41,22.0,102,4.0,2.0,66.7,kostian01
Patrick O'Sullivan,94,2008,22,LAK,C,82,22,31,53,-8,36,5.1,16,3,3,2,22,7,2,220,10.0,1534,18:42,45.0,95,203.0,258.0,44.0,osullpa01
Antoine Vermette,95,2008,25,OTT,LW,81,24,29,53,3,51,5.5,17,4,3,3,20,6,3,175,13.7,1424,17:35,25.0,49,687.0,524.0,56.7,vermean01
Jason Blake,96,2008,34,TOR,LW,82,15,37,52,-4,28,4.2,13,2,0,0,27,10,0,332,4.5,1461,17:49,14.0,55,14.0,14.0,50.0,blakeja01
Chris Higgins,97,2008,24,MTL,LW,82,27,25,52,0,22,5.9,15,12,0,5,11,13,1,241,11.2,1472,17:57,65.0,76,22.0,40.0,35.5,higgich01
Andy McDonald,98,2008,30,TOT,C,82,18,34,52,-21,62,4.3,15,3,0,1,20,14,0,182,9.9,1465,17:52,20.0,46,527.0,421.0,55.6,mcdonan01
Rod Brind'Amour,99,2008,37,CAR,C,59,19,32,51,0,38,4.9,13,6,0,4,20,12,0,151,12.6,1325,22:27,38.0,55,851.0,609.0,58.3,brindro01
Zdeno Chára,100,2008,30,BOS,D,77,17,34,51,14,114,10.5,7,9,1,0,17,16,1,207,8.2,2034,26:25,78.0,222,0.0,0.0,,charazd01
Erik Cole,101,2008,29,CAR,RW,73,22,29,51,5,76,5.3,12,10,0,4,22,7,0,216,10.2,1413,19:22,24.0,186,9.0,29.0,23.7,coleer01
Ed Jovanovski,102,2008,31,PHX,D,80,12,39,51,-13,73,7.9,4,8,0,2,19,19,1,240,5.0,1804,22:33,63.0,114,0.0,0.0,,jovaned01
Ryan Malone,103,2008,28,PIT,LW,77,27,24,51,14,103,6.2,14,11,2,6,18,5,1,159,17.0,1469,19:05,34.0,138,12.0,26.0,31.6,malonry01
Shawn Horcoff,104,2008,29,EDM,C,53,21,29,50,1,30,5.7,15,6,0,2,19,10,0,115,18.3,1178,22:13,30.0,15,487.0,476.0,50.6,horcosh01
Chris Kunitz,105,2008,28,ANA,LW,82,21,29,50,8,80,5.8,13,7,1,6,22,6,1,196,10.7,1386,16:54,19.0,159,16.0,33.0,32.7,kunitch01
R.J. Umberger,106,2008,25,PHI,C,74,13,37,50,0,19,4.6,9,4,0,3,24,8,5,173,7.5,1322,17:52,59.0,64,45.0,72.0,38.5,umberrj01
Mike Comrie,107,2008,27,NYI,C,76,21,28,49,-21,87,4.5,17,4,0,3,11,17,0,194,10.8,1458,19:11,23.0,47,562.0,662.0,45.9,comrimi01
Matt Cullen,108,2008,31,CAR,C,59,13,36,49,2,32,4.8,5,8,0,1,20,15,1,137,9.5,996,16:52,30.0,33,364.0,285.0,56.1,cullema01
Sam Gagner,109,2008,18,EDM,C,79,13,36,49,-21,23,3.7,9,4,0,1,24,12,0,135,9.6,1239,15:41,31.0,18,125.0,174.0,41.8,gagnesa01
Jochen Hecht,110,2008,30,BUF,C,75,22,27,49,1,38,4.8,18,3,1,2,23,4,0,229,9.6,1449,19:19,39.0,45,378.0,518.0,42.2,hechtjo01
Joe Corvo,111,2008,30,TOT,D,74,13,35,48,17,26,8.5,7,6,0,3,13,22,0,167,7.8,1380,18:39,41.0,31,0.0,0.0,,corvojo01
Patrick Marleau,112,2008,28,SJS,C,78,19,29,48,-19,33,4.5,12,7,0,2,10,19,0,185,10.3,1422,18:14,10.0,83,317.0,288.0,52.4,marlepa01
Mark Recchi*,113,2008,39,TOT,RW,72,14,34,48,-18,32,3.8,7,7,0,0,18,16,0,121,11.6,1287,17:52,22.0,71,27.0,31.0,46.6,recchma01
Wojtek Wolski,114,2008,21,COL,LW,77,18,30,48,10,14,5.2,14,4,0,6,29,1,0,158,11.4,1227,15:56,21.0,54,24.0,24.0,50.0,wolskwo01
Mike Cammalleri,115,2008,25,LAK,LW,63,19,28,47,-16,30,4.5,9,10,0,1,19,9,0,210,9.0,1170,18:35,14.0,31,206.0,173.0,54.4,cammami01
Mike Fisher,116,2008,27,OTT,C,79,23,24,47,-10,82,3.9,15,6,2,4,20,1,3,215,10.7,1561,19:46,73.0,234,618.0,610.0,50.3,fishemi01
Dustin Penner,117,2008,25,EDM,LW,82,23,24,47,-12,45,4.7,10,13,0,4,15,9,0,201,11.4,1411,17:12,37.0,99,104.0,85.0,55.0,pennedu01
Joffrey Lupul,118,2008,24,PHI,RW,56,20,26,46,2,35,5.6,13,7,0,3,12,14,0,176,11.4,1020,18:13,20.0,79,3.0,1.0,75.0,lupuljo01
Steve Reinprecht,119,2008,31,PHX,C,81,16,30,46,-3,26,4.5,10,5,1,0,23,7,0,105,15.2,1272,15:42,42.0,28,516.0,504.0,50.6,reinpst01
Brendan Shanahan*,120,2008,39,NYR,LW,73,23,23,46,-2,35,5.2,12,11,0,3,14,8,1,265,8.7,1351,18:31,47.0,47,6.0,2.0,75.0,shanabr01
Andrew Cogliano,121,2008,20,EDM,C,82,18,27,45,1,20,5.0,15,1,2,5,20,6,1,98,18.4,1120,13:40,31.0,25,214.0,328.0,39.5,coglian01
Éric Perrin,122,2008,32,ATL,C,81,12,33,45,-5,26,3.5,8,2,2,0,21,4,8,121,9.9,1444,17:50,31.0,51,378.0,335.0,53.0,perrier01
Bill Guerin,123,2008,37,NYI,RW,81,23,21,44,-15,65,4.5,16,7,0,5,14,7,0,227,10.1,1408,17:23,20.0,62,12.0,6.0,66.7,gueribi01
David Legwand,124,2008,27,NSH,C,65,15,29,44,-4,38,4.1,11,4,0,1,19,9,1,144,10.4,1171,18:01,21.0,7,305.0,395.0,43.6,legwada01
Kimmo Timonen,125,2008,32,PHI,D,80,8,36,44,0,50,7.4,4,3,1,1,9,26,1,125,6.4,1886,23:35,129.0,64,0.0,0.0,,timonki01
Brent Burns,126,2008,22,MIN,D,82,15,28,43,12,80,9.6,7,8,0,4,16,11,1,158,9.5,1894,23:06,73.0,99,1.0,0.0,100.0,burnsbr01
Scott Hartnell,127,2008,25,PHI,LW,80,24,19,43,2,159,5.2,13,10,1,6,16,2,1,176,13.6,1294,16:11,32.0,110,13.0,19.0,40.6,hartnsc01
Aleš Kotalík,128,2008,29,BUF,RW,79,23,20,43,-5,58,4.5,11,12,0,1,8,12,0,207,11.1,1212,15:21,18.0,137,98.0,123.0,44.3,kotalal01
John Madden,129,2008,34,NJD,C,80,20,23,43,1,26,4.5,14,3,3,3,22,0,1,185,10.8,1556,19:27,50.0,49,786.0,677.0,53.7,maddejo01
Chris Pronger*,130,2008,33,ANA,D,72,12,31,43,-1,128,8.4,4,8,0,4,8,22,1,182,6.6,1856,25:46,99.0,74,4.0,3.0,57.1,prongch01
Marek Židlický,131,2008,30,NSH,D,79,5,38,43,-5,63,6.3,1,4,0,0,17,21,0,122,4.1,1645,20:50,84.0,83,0.0,0.0,,zidlima01
Daniel Cleary,132,2008,29,DET,RW,63,20,22,42,21,33,5.7,15,5,0,3,14,7,1,177,11.3,1095,17:23,14.0,82,56.0,54.0,50.9,clearda01
Jeff Halpern,133,2008,31,TOT,C,83,20,22,42,0,54,4.4,15,4,1,2,17,4,1,132,15.2,1393,16:47,46.0,81,381.0,352.0,52.0,halpeje01
Jiří Hudler,134,2008,24,DET,RW,81,13,29,42,11,26,4.6,10,3,0,2,17,12,0,131,9.9,1067,13:10,8.0,25,10.0,16.0,38.5,hudleji01
Jussi Jokinen,135,2008,24,TOT,LW,72,16,26,42,-14,18,4.0,10,6,0,2,18,8,0,131,12.2,1041,14:27,21.0,16,178.0,163.0,52.2,jokinju01
Mikko Koivu,136,2008,24,MIN,C,57,11,31,42,13,42,4.2,9,2,0,2,20,10,1,144,7.6,1191,20:53,21.0,40,542.0,490.0,52.5,koivumi01
Alexander Semin,137,2008,23,WSH,LW,63,26,16,42,-18,54,4.8,16,10,0,2,6,10,0,185,14.1,1065,16:55,14.0,20,4.0,7.0,36.4,seminal01
Alexander Steen,138,2008,23,TOR,LW,76,15,27,42,0,32,3.5,12,2,1,2,20,7,0,169,8.9,1375,18:05,36.0,62,59.0,120.0,33.0,steenal01
Stephen Weiss,139,2008,24,FLA,C,74,13,29,42,14,40,4.3,9,4,0,4,20,9,0,132,9.8,1301,17:35,26.0,26,613.0,585.0,51.2,weissst01
Sergei Fedorov*,140,2008,38,TOT,C,68,11,30,41,-5,38,3.6,5,6,0,2,15,11,4,128,8.6,1202,17:40,22.0,41,561.0,449.0,55.5,fedorse01
Niklas Hagman,141,2008,28,DAL,LW,82,27,14,41,4,51,5.4,19,4,4,8,10,3,1,178,15.2,1279,15:36,13.0,40,2.0,17.0,10.5,hagmani01
Trent Hunter,142,2008,27,NYI,RW,82,12,29,41,-17,43,2.7,10,2,0,1,20,7,2,222,5.4,1493,18:13,50.0,256,6.0,23.0,20.7,huntetr01
Vyacheslav Kozlov,143,2008,35,ATL,LW,82,17,24,41,-10,26,3.7,12,5,0,4,15,9,0,161,10.6,1307,15:56,16.0,27,31.0,37.0,45.6,kozlovy01
Jamie Langenbrunner,144,2008,32,NJD,RW,64,13,28,41,-1,30,4.0,7,5,1,2,16,11,1,152,8.6,1171,18:18,15.0,58,10.0,8.0,55.6,langeja01
Robert Nilsson,145,2008,23,EDM,LW,71,10,31,41,8,22,4.2,7,3,0,0,26,5,0,102,9.8,989,13:56,14.0,20,7.0,8.0,46.7,nilssro01
Miroslav Šatan,146,2008,33,NYI,RW,80,16,25,41,-11,39,3.5,11,5,0,4,17,8,0,171,9.4,1466,18:19,22.0,19,19.0,18.0,51.4,satanmi01
Martin Straka,147,2008,35,NYR,LW,65,14,27,41,5,22,4.2,10,3,1,2,21,6,0,116,12.1,1210,18:37,32.0,24,7.0,12.0,36.8,strakma01
Ľubomír Višňovský,148,2008,31,LAK,D,82,8,33,41,-18,34,5.6,5,3,0,1,13,19,1,153,5.2,1886,23:00,118.0,60,1.0,7.0,12.5,visnolu01
Todd Bertuzzi,149,2008,32,ANA,LW,68,14,26,40,8,97,4.4,10,4,0,2,21,5,0,121,11.6,1119,16:27,21.0,66,50.0,60.0,45.5,bertuto01
David Booth,150,2008,23,FLA,LW,73,22,18,40,13,26,5.3,21,1,0,6,17,1,0,228,9.6,1181,16:10,29.0,113,13.0,25.0,34.2,boothda01
Tim Connolly,151,2008,26,BUF,C,48,7,33,40,4,8,3.4,3,3,1,3,20,12,1,111,6.3,896,18:41,36.0,18,217.0,237.0,47.8,connoti01
Brandon Dubinsky,152,2008,21,NYR,C,82,14,26,40,8,79,4.2,13,1,0,0,20,6,0,157,8.9,1189,14:30,30.0,196,512.0,483.0,51.5,dubinbr01
Tomas Holmström,153,2008,35,DET,RW,59,20,20,40,9,58,5.1,9,11,0,5,13,7,0,137,14.6,1035,17:33,7.0,58,0.0,1.0,0.0,holmsto01
Pavel Kubina,154,2008,30,TOR,D,72,11,29,40,5,116,7.1,5,6,0,4,16,12,1,136,8.1,1722,23:55,166.0,121,0.0,1.0,0.0,kubinpa01
