Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Corey Perry,36,2009,23,ANA,RW,78,32,40,72,10,109,8.5,22,10,0,8,26,14,0,283,11.3,1451,18:36,13,109,9,22,29.0,perryco01
Marián Hossa*,37,2009,30,DET,RW,74,40,31,71,27,63,9.9,30,10,0,8,17,13,1,307,13.0,1317,17:48,9,69,4,15,21.1,hossama01
Patrick Marleau,38,2009,29,SJS,LW,76,38,33,71,16,18,9.2,22,11,5,10,24,7,2,251,15.1,1623,21:21,23,98,310,281,52.5,marlepa01
Patrick Kane,39,2009,20,CHI,RW,80,25,45,70,-2,42,6.9,12,13,0,4,23,22,0,254,9.8,1493,18:40,9,19,13,18,41.9,kanepa01
Derek Roy,40,2009,25,BUF,C,82,28,42,70,-5,38,7.1,18,9,1,9,21,21,0,221,12.7,1738,21:12,44,41,745,724,50.7,royde01
Jamie Langenbrunner,41,2009,33,NJD,RW,81,29,40,69,25,56,8.5,20,6,3,7,29,11,0,229,12.7,1466,18:06,28,88,10,15,40.0,langeja01
Jonathan Toews,42,2009,20,CHI,C,82,34,35,69,12,51,8.2,22,12,0,7,25,10,0,195,17.4,1527,18:38,26,43,704,583,54.7,toewsjo01
Mikko Koivu,43,2009,25,MIN,C,79,20,47,67,2,66,6.9,11,5,4,3,24,21,2,236,8.5,1697,21:29,36,45,857,768,52.7,koivumi01
Vincent Lecavalier,44,2009,28,TBL,C,77,29,38,67,-9,54,6.7,18,10,1,6,23,14,1,291,10.0,1559,20:15,29,110,710,684,50.9,lecavvi01
Aleš Hemský,45,2009,25,EDM,RW,72,23,43,66,1,32,6.7,19,4,0,2,16,27,0,185,12.4,1343,18:39,35,16,0,4,0.0,hemskal01
Anže Kopitar,46,2009,21,LAK,C,82,27,39,66,-17,32,6.9,19,7,1,3,23,16,0,234,11.5,1677,20:27,56,85,671,684,49.5,kopitan01
Jason Pominville,47,2009,26,BUF,RW,82,20,46,66,-4,18,6.1,13,6,1,2,28,18,0,239,8.4,1620,19:46,50,44,25,42,37.3,pominja01
J.P. Dumont,48,2009,30,NSH,RW,82,16,49,65,1,20,6.2,11,5,0,4,32,17,0,176,9.1,1435,17:30,13,33,3,3,50.0,dumonjp01
Alex Kovalev,49,2009,35,MTL,RW,78,26,39,65,-5,74,6.8,14,11,1,4,17,21,1,209,12.4,1515,19:26,20,56,16,34,32.0,kovalal01
Devin Setoguchi,50,2009,22,SJS,RW,81,31,34,65,16,25,8.4,20,11,0,3,22,12,0,246,12.6,1313,16:13,30,146,6,15,28.6,setogde01
Andrei Markov,51,2009,30,MTL,D,78,12,52,64,-2,36,9.7,5,7,0,3,19,32,1,165,7.3,1921,24:38,111,61,0,0,,markoan01
Thomas Vanek,52,2009,25,BUF,LW,73,40,24,64,-1,44,8.7,18,20,2,5,18,6,0,211,19.0,1255,17:12,27,34,1,5,16.7,vanekth01
Jason Blake,53,2009,35,TOR,LW,78,25,38,63,-2,40,6.2,19,5,1,5,24,13,1,302,8.3,1431,18:21,27,54,36,41,46.8,blakeja01
Loui Eriksson,54,2009,23,DAL,LW,82,36,27,63,14,14,7.9,28,7,1,4,22,5,0,178,20.2,1626,19:50,51,31,2,9,18.2,erikslo01
Travis Zajac,55,2009,23,NJD,C,82,20,42,62,33,29,7.0,14,5,1,2,29,10,3,185,10.8,1529,18:39,40,59,683,604,53.1,zajactr01
Alexei Ponikarovsky,56,2009,28,TOR,LW,82,23,38,61,6,38,6.4,18,5,0,3,30,8,0,185,12.4,1294,15:47,53,104,6,5,54.5,ponikal01
Mark Recchi*,57,2009,40,TOT,RW,80,23,38,61,-18,22,5.5,17,6,0,3,17,21,0,129,17.8,1342,16:46,27,104,24,32,42.9,recchma01
Stephen Weiss,58,2009,25,FLA,C,78,14,47,61,19,22,6.1,9,4,1,4,30,17,0,154,9.1,1389,17:48,52,30,650,627,50.9,weissst01
David Booth,59,2009,24,FLA,LW,72,31,29,60,10,38,7.7,20,11,0,5,23,5,1,246,12.6,1231,17:05,20,91,7,10,41.2,boothda01
Brian Gionta,60,2009,30,NJD,RW,81,20,40,60,12,32,6.3,14,3,3,1,31,8,1,248,8.1,1374,16:58,28,44,51,81,38.6,giontbr01
Scott Hartnell,61,2009,26,PHI,LW,82,30,30,60,14,143,7.5,23,6,1,5,23,7,0,210,14.3,1460,17:48,36,104,18,18,50.0,hartnsc01
Phil Kessel,62,2009,21,BOS,RW,70,36,24,60,23,16,8.8,28,8,0,6,17,7,0,232,15.5,1159,16:34,16,6,42,45,48.3,kesseph01
Nik Antropov,63,2009,28,TOT,RW,81,28,31,59,-14,30,5.9,20,8,0,4,21,9,1,224,12.5,1392,17:11,37,112,80,117,40.6,antroni01
Johan Franzén,64,2009,29,DET,RW,71,34,25,59,21,44,7.8,22,11,1,8,17,8,0,246,13.8,1285,18:06,22,90,132,105,55.7,franzjo01
Alex Frolov,65,2009,26,LAK,LW,77,32,27,59,-6,30,7.3,19,12,1,1,13,13,1,176,18.2,1534,19:55,20,49,5,6,45.5,froloal01
Milan Hejduk,66,2009,32,COL,RW,82,27,32,59,-19,16,5.8,16,10,1,2,23,9,0,211,12.8,1634,19:56,31,30,72,88,45.0,hejdumi01
Ryan Kesler,67,2009,24,VAN,C,82,26,33,59,8,61,6.2,14,10,2,2,23,8,2,179,14.5,1596,19:28,70,70,524,445,54.1,keslery01
Nicklas Lidström*,68,2009,38,DET,D,78,16,43,59,31,30,11.2,6,10,0,4,19,23,1,180,8.9,1936,24:49,66,43,0,0,,lidstni01
Scott Niedermayer*,69,2009,35,ANA,D,82,14,45,59,-8,70,8.7,5,9,0,2,18,23,4,178,7.9,2207,26:55,77,68,0,1,0.0,niedesc01
Joe Pavelski,70,2009,24,SJS,C,80,25,34,59,5,46,6.4,14,8,3,3,18,15,1,266,9.4,1517,18:58,74,82,718,556,56.4,paveljo01
Brian Rafalski,71,2009,35,DET,D,78,10,49,59,17,20,9.4,5,5,0,1,26,23,0,141,7.1,1808,23:10,64,31,0,0,,rafalbr01
Ryan Smyth,72,2009,32,COL,LW,77,26,33,59,-15,62,6.0,15,10,1,3,23,10,0,257,10.1,1562,20:17,31,46,89,85,51.1,smythry01
Scott Gomez,73,2009,29,NYR,C,77,16,42,58,-2,60,5.3,12,3,1,7,28,14,0,271,5.9,1622,21:04,23,61,687,625,52.4,gomezsc01
Nikolai Zherdev,74,2009,24,NYR,RW,82,23,35,58,6,39,6.7,18,4,1,3,28,7,0,219,10.5,1380,16:50,15,49,1,10,9.1,zherdni01
Jason Arnott,75,2009,34,NSH,C,65,33,24,57,2,49,7.5,24,9,0,5,16,8,0,196,16.8,1229,18:55,18,34,525,512,50.6,arnotja01
Dan Boyle,76,2009,32,SJS,D,77,16,41,57,6,52,10.6,8,8,0,4,16,24,1,213,7.5,1908,24:46,95,51,0,1,0.0,boyleda01
Jiří Hudler,77,2009,25,DET,RW,82,23,34,57,7,16,6.3,17,6,0,2,12,22,0,155,14.8,1119,13:39,8,20,12,16,42.9,hudleji01
Olli Jokinen,78,2009,30,TOT,C,76,29,28,57,-12,67,6.0,18,9,2,3,17,11,0,236,12.3,1435,18:53,23,72,413,539,43.4,jokinol01
Milan Michálek,79,2009,24,SJS,LW,77,23,34,57,11,52,6.4,17,6,0,6,19,13,2,179,12.8,1421,18:27,33,92,14,16,46.7,michami01
Bobby Ryan,80,2009,21,ANA,RW,64,31,26,57,13,33,7.8,19,12,0,3,15,11,0,174,17.8,988,15:26,10,78,6,7,46.2,ryanbo01
Chris Drury,81,2009,32,NYR,C,81,22,34,56,-8,32,5.4,11,10,1,2,23,10,1,219,10.0,1640,20:15,90,42,603,580,51.0,drurych01
Kristian Huselius,82,2009,30,CBJ,LW,74,21,35,56,1,44,5.6,16,5,0,2,26,9,0,212,9.9,1444,19:31,16,21,13,32,28.9,huselkr01
Mark Streit,83,2009,31,NYI,D,74,16,40,56,5,62,10.1,5,10,1,1,20,19,1,150,10.7,1866,25:13,113,114,0,0,,streima01
Matt Stajan,84,2009,25,TOR,C,76,15,40,55,-4,54,4.5,9,5,1,1,32,6,2,114,13.2,1287,16:56,46,112,598,564,51.5,stajama01
David Backes,85,2009,24,STL,RW,82,31,23,54,-3,165,6.6,23,6,2,1,17,5,1,208,14.9,1451,17:41,52,204,212,265,44.4,backeda01
Tuomo Ruutu,86,2009,25,CAR,LW,79,26,28,54,0,79,6.0,16,10,0,4,21,7,0,190,13.7,1447,18:19,44,228,19,18,51.4,ruututu01
Teemu Selänne*,87,2009,38,ANA,RW,65,27,27,54,-3,36,6.3,11,16,0,5,15,12,0,186,14.5,1072,16:29,5,18,110,114,49.1,selante01
Dustin Brown,88,2009,24,LAK,RW,80,24,29,53,-15,64,5.4,17,7,0,6,18,11,0,292,8.2,1552,19:24,22,285,25,29,46.3,browndu01
Pavol Demitra,89,2009,34,VAN,C,69,20,33,53,6,20,5.6,16,4,0,1,21,12,0,143,14.0,1206,17:29,31,21,130,109,54.4,demitpa01
Shawn Horcoff,90,2009,30,EDM,C,80,17,36,53,7,39,4.3,9,8,0,2,23,13,0,178,9.6,1709,21:22,45,30,947,808,54.0,horcosh01
Chris Kunitz,91,2009,29,TOT,LW,82,23,30,53,12,71,5.9,17,6,0,3,23,6,1,178,12.9,1348,16:26,25,207,13,14,48.1,kunitch01
Brooks Laich,92,2009,25,WSH,C,82,23,30,53,-1,31,5.3,13,9,1,3,14,15,1,185,12.4,1417,17:17,42,99,261,250,51.1,laichbr01
Michael Ryder,93,2009,28,BOS,RW,74,27,26,53,28,26,7.4,17,10,0,7,19,7,0,185,14.6,1104,14:55,19,103,7,8,46.7,rydermi01
Sheldon Souray,94,2009,32,EDM,D,81,23,30,53,1,98,9.4,10,12,1,5,19,11,0,268,8.6,2012,24:51,69,82,0,0,,sourash01
Kris Versteeg,95,2009,22,CHI,LW,78,22,31,53,15,55,5.8,12,6,4,3,18,10,3,139,15.8,1329,17:02,23,43,124,142,46.6,verstkr01
Shea Weber,96,2009,23,NSH,D,81,23,30,53,1,80,10.5,12,10,1,4,20,9,1,251,9.2,1942,23:58,95,192,0,0,,webersh01
Brian Campbell,97,2009,29,CHI,D,82,7,45,52,5,22,7.8,3,4,0,1,25,20,0,108,6.5,1851,22:34,72,34,0,0,,campbbr02
Ryane Clowe,98,2009,26,SJS,LW,71,22,30,52,8,51,5.9,11,11,0,1,17,13,0,161,13.7,1262,17:47,22,135,49,71,40.8,clowery01
Rod Brind'Amour,99,2009,38,CAR,C,80,16,35,51,-23,36,3.6,9,6,1,1,16,18,1,135,11.9,1518,18:58,35,76,908,580,61.0,brindro01
Alexandre Burrows,100,2009,27,VAN,LW,82,28,23,51,23,150,6.6,24,0,4,3,22,0,1,175,16.0,1382,16:51,38,67,37,43,46.3,burroal01
Niklas Kronwall,101,2009,28,DET,D,80,6,45,51,2,50,7.0,2,4,0,1,26,18,1,121,5.0,1832,22:54,106,94,1,0,100.0,kronwni01
Bryan Little,102,2009,21,ATL,RW,79,31,20,51,-5,24,5.8,19,12,0,4,12,8,0,172,18.0,1337,16:55,17,40,93,121,43.5,littlbr01
Andrew Brunette,103,2009,35,MIN,LW,80,22,28,50,-5,18,5.5,13,9,0,3,19,9,0,118,18.6,1356,16:57,13,22,2,7,22.2,brunean01
Zdeno Chára,104,2009,31,BOS,D,80,19,31,50,23,95,10.5,8,11,0,3,12,17,2,216,8.8,2085,26:04,121,166,1,3,25.0,charazd01
Martin Erat,105,2009,27,NSH,RW,71,17,33,50,-7,48,4.6,14,3,0,3,18,13,2,149,11.4,1318,18:34,17,36,11,27,28.9,eratma01
Saku Koivu,106,2009,34,MTL,C,65,16,34,50,4,44,5.2,11,5,0,5,20,12,2,123,13.0,1108,17:03,21,43,607,515,54.1,koivusa01
Joffrey Lupul,107,2009,25,PHI,RW,79,25,25,50,1,58,5.7,19,6,0,4,16,9,0,194,12.9,1239,15:41,38,79,10,11,47.6,lupuljo01
David Perron,108,2009,20,STL,LW,81,15,35,50,13,50,5.6,11,4,0,3,24,11,0,161,9.3,1177,14:32,18,78,1,5,16.7,perroda01
Dennis Wideman,109,2009,25,BOS,D,79,13,37,50,32,34,10.5,6,6,1,2,18,19,0,169,7.7,1947,24:39,127,66,0,0,,widemde01
Andrew Ladd,110,2009,23,CHI,LW,82,15,34,49,26,28,5.4,15,0,0,2,32,1,1,195,7.7,1180,14:24,22,117,10,32,23.8,laddan01
Daymond Langkow,111,2009,32,CGY,C,73,21,28,49,1,20,5.0,17,4,0,3,16,12,0,161,13.0,1255,17:11,30,41,344,385,47.2,langkda01
Jordan Staal,112,2009,20,PIT,C,82,22,27,49,5,37,4.5,19,2,1,3,20,4,3,166,13.3,1627,19:51,55,156,567,639,47.0,staaljo01
Cory Stillman,113,2009,35,FLA,LW,63,17,32,49,1,37,5.1,9,8,0,2,19,13,0,115,14.8,1045,16:35,20,67,11,19,36.7,stillco01
Keith Tkachuk,114,2009,36,STL,LW,79,25,24,49,-11,61,5.3,11,14,0,4,17,7,0,185,13.5,1340,16:57,23,122,472,446,51.4,tkachke01
Craig Conroy,115,2009,37,CGY,C,82,12,36,48,20,28,4.7,11,0,1,1,35,0,1,104,11.5,1261,15:22,49,42,722,645,52.8,conrocr01
Mikhail Grabovski,116,2009,25,TOR,C,78,20,28,48,-8,92,4.2,14,6,0,2,19,9,0,120,16.7,1265,16:13,30,45,418,524,44.4,grabomi01
Bill Guerin,117,2009,38,TOT,RW,78,21,27,48,-12,81,4.5,16,5,0,4,14,13,0,226,9.3,1300,16:40,29,72,30,34,46.9,gueribi01
Chris Pronger*,118,2009,34,ANA,D,82,11,37,48,0,88,7.9,7,4,0,2,12,24,1,196,5.6,2209,26:56,122,78,2,5,28.6,prongch01
Brad Richards,119,2009,28,DAL,C,56,16,32,48,-4,6,4.4,11,5,0,2,16,14,2,180,8.9,1147,20:29,22,11,461,450,50.6,richabr01
Sergei Samsonov,120,2009,30,CAR,LW,81,16,32,48,-8,28,4.1,13,3,0,3,16,16,0,155,10.3,1403,17:19,28,32,4,3,57.1,samsose01
Patrik Berglund,121,2009,20,STL,C,76,21,26,47,19,16,6.2,14,7,0,1,11,15,0,143,14.7,1119,14:43,14,58,215,325,39.8,berglpa01
Dave Bolland,122,2009,22,CHI,C,81,19,28,47,19,52,5.1,15,2,2,4,25,1,2,111,17.1,1333,16:27,40,67,521,655,44.3,bollada01
Tim Connolly,123,2009,27,BUF,C,48,18,29,47,12,22,5.7,12,5,1,5,16,13,0,126,14.3,918,19:07,37,17,229,315,42.1,connoti01
Mike Knuble,124,2009,36,PHI,RW,82,27,20,47,5,62,5.3,16,11,0,6,10,9,1,173,15.6,1490,18:10,48,89,18,33,35.3,knublmi01
Dion Phaneuf,125,2009,23,CGY,D,80,11,36,47,-11,100,6.9,7,4,0,4,19,17,0,277,4.0,2122,26:32,85,157,0,0,,phanedi01
Jason Williams,126,2009,28,TOT,RW,80,19,28,47,-4,24,4.4,12,7,0,4,21,7,0,153,12.4,1269,15:51,32,45,284,334,46.0,willija01
Pierre-Marc Bouchard,127,2009,24,MIN,LW,71,16,30,46,-5,20,4.7,14,2,0,1,16,14,0,142,11.3,1205,16:59,12,7,11,8,57.9,bouchpi02
Matthew Lombardi,128,2009,26,TOT,C,69,14,32,46,13,44,4.6,12,1,1,2,25,7,0,177,7.9,1220,17:41,38,43,432,391,52.5,lombama01
Mike Modano*,129,2009,38,DAL,C,80,15,31,46,-13,46,3.1,11,4,0,4,17,14,0,197,7.6,1464,18:18,24,35,617,559,52.5,modanmi01
Markus Näslund,130,2009,35,NYR,LW,82,24,22,46,-10,57,4.9,16,8,0,0,16,6,0,215,11.2,1409,17:11,28,55,1,1,50.0,nasluma02
Steve Ott,131,2009,26,DAL,C,64,19,27,46,3,135,4.8,14,5,0,0,20,7,0,132,14.4,1125,17:35,23,220,80,92,46.5,ottst01
Steven Stamkos,132,2009,18,TBL,C,79,23,23,46,-13,39,4.5,14,9,0,1,15,8,0,181,12.7,1180,14:56,17,75,253,304,45.4,stamkst01
Petr Sýkora,133,2009,32,PIT,RW,76,25,21,46,3,36,5.2,12,13,0,10,15,6,0,180,13.9,1238,16:17,20,14,5,7,41.7,sykorpe01
R.J. Umberger,134,2009,26,CBJ,C,82,26,20,46,-10,53,4.5,17,9,0,2,17,2,1,234,11.1,1539,18:46,52,92,404,437,48.0,umberrj01
Rob Blake*,135,2009,39,SJS,D,73,10,35,45,15,110,9.0,4,6,0,1,19,16,0,198,5.1,1553,21:16,114,66,0,0,,blakero01
Michael Frolík,136,2009,20,FLA,C,79,21,24,45,10,22,5.2,20,1,0,2,13,11,0,158,13.3,1170,14:48,24,46,27,40,40.3,frolimi01
Tom Gilbert,137,2009,26,EDM,D,82,5,40,45,6,26,6.9,3,2,0,1,25,14,1,107,4.7,1802,21:58,136,47,0,0,,gilbeto01
Nathan Horton,138,2009,23,FLA,C,67,22,23,45,-5,48,4.6,16,5,1,5,14,9,0,131,16.8,1196,17:51,14,95,377,486,43.7,hortona01
Ryan Malone,139,2009,29,TBL,LW,70,26,19,45,4,98,5.2,19,7,0,3,15,4,0,124,21.0,1243,17:45,23,173,14,33,29.8,malonry01
Dominic Moore,140,2009,28,TOT,C,81,13,32,45,-2,92,3.3,8,4,1,1,27,5,0,165,7.9,1364,16:50,37,72,665,567,54.0,mooredo01
Owen Nolan,141,2009,36,MIN,RW,59,25,20,45,5,26,6.2,13,12,0,5,15,5,0,148,16.9,967,16:24,12,37,75,86,46.6,nolanow01
Václav Prospal,142,2009,33,TBL,LW,82,19,26,45,-20,52,3.2,12,7,0,2,18,8,0,194,9.8,1450,17:41,28,126,107,95,53.0,prospva01
Jaroslav Špaček,143,2009,34,BUF,D,80,8,37,45,2,38,7.5,4,4,0,0,19,18,0,130,6.2,1782,22:17,126,78,0,0,,spaceja01
Drew Stafford,144,2009,23,BUF,RW,79,20,25,45,3,29,4.8,11,9,0,0,17,8,0,183,10.9,1235,15:38,18,80,4,16,20.0,staffdr01
Ryan Suter,145,2009,24,NSH,D,82,7,38,45,-16,73,6.7,4,3,0,3,23,15,0,143,4.9,1989,24:16,93,87,0,0,,suterry01
Blake Wheeler,146,2009,22,BOS,RW,81,21,24,45,36,46,6.2,16,3,2,3,21,2,1,150,14.0,1109,13:41,26,47,13,21,38.2,wheelbl01
Todd Bertuzzi,147,2009,33,CGY,LW,66,15,29,44,-13,74,3.3,9,6,0,4,19,10,0,127,11.8,1228,18:36,20,59,21,24,46.7,bertuto01
Duncan Keith,148,2009,25,CHI,D,77,8,36,44,33,60,9.4,5,2,1,1,27,9,0,173,4.6,1969,25:34,92,40,0,0,,keithdu01
Andy McDonald,149,2009,31,STL,C,46,15,29,44,-13,24,4.4,8,6,1,1,16,13,0,128,11.7,877,19:05,18,24,213,154,58.0,mcdonan01
Antti Miettinen,150,2009,28,MIN,RW,82,15,29,44,-1,32,4.1,9,4,2,3,19,9,1,186,8.1,1499,18:17,27,69,28,32,46.7,miettan01
Rich Peverley,151,2009,26,TOT,C,66,15,29,44,13,33,4.8,12,2,1,5,23,5,1,117,12.8,1062,16:05,24,25,354,330,51.8,peverri01
Patrick Sharp,152,2009,27,CHI,C,61,26,18,44,6,41,5.4,17,9,0,4,8,9,1,184,14.1,1095,17:57,21,44,258,307,45.7,sharppa01
Lee Stempniak,153,2009,25,TOT,RW,75,14,30,44,-12,33,3.2,11,3,0,1,19,10,1,171,8.2,1240,16:32,37,107,4,9,30.8,stemple01
Kevin Bieksa,154,2009,27,VAN,D,72,11,32,43,-4,97,6.7,6,5,0,2,10,20,2,153,7.2,1691,23:29,59,112,0,0,,biekske01
Matt Cullen,155,2009,32,CAR,C,69,22,21,43,11,20,5.3,16,4,2,2,15,3,3,139,15.8,1159,16:48,44,41,457,427,51.7,cullema01
Aleš Kotalík,156,2009,30,TOT,RW,75,20,23,43,-5,34,4.3,11,9,0,1,11,12,0,208,9.6,1159,15:27,22,121,36,49,42.4,kotalal01
Patrick O'Sullivan,157,2009,23,TOT,LW,81,16,27,43,-6,28,3.7,13,2,1,1,20,7,0,259,6.2,1551,19:09,36,66,41,58,41.4,osullpa01
Kimmo Timonen,158,2009,33,PHI,D,77,3,40,43,19,54,7.6,1,2,0,0,13,26,1,104,2.9,1888,24:31,164,65,0,2,0.0,timonki01
Jay Bouwmeester,159,2009,25,FLA,D,82,15,27,42,-2,68,7.7,6,9,0,2,15,11,1,182,8.2,2213,26:59,128,115,0,0,,bouwmja01
Erik Cole,160,2009,30,TOT,LW,80,18,24,42,0,73,3.6,13,5,0,1,20,4,0,178,10.1,1409,17:37,43,180,20,29,40.8,coleer01
Christian Ehrhoff,161,2009,26,SJS,D,77,8,34,42,-12,63,6.4,3,5,0,2,14,20,0,165,4.8,1635,21:14,90,79,0,0,,ehrhoch01
Niklas Hagman,162,2009,29,TOR,LW,65,22,20,42,-5,4,4.2,16,6,0,3,13,7,0,168,13.1,1110,17:05,24,22,0,1,0.0,hagmani01
Michal Handzuš,163,2009,31,LAK,C,82,18,24,42,-7,32,3.9,10,7,1,4,14,9,1,143,12.6,1550,18:54,69,75,719,601,54.5,handzmi01
Chuck Kobasew,164,2009,26,BOS,RW,68,21,21,42,5,56,4.9,15,6,0,3,18,3,0,129,16.3,999,14:41,27,100,5,20,20.0,kobasch01
David Legwand,165,2009,28,NSH,C,73,20,22,42,-3,32,4.1,16,1,3,1,15,6,1,175,11.4,1419,19:27,23,25,509,514,49.8,legwada01
Milan Lucic,166,2009,20,BOS,LW,72,17,25,42,17,136,4.8,15,2,0,3,19,6,0,97,17.5,1076,14:57,32,259,5,4,55.6,lucicmi01
