Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Ryan Nugent-Hopkins,37,2020,26,EDM,C,65,22,39,61,1,33,6.4,15,7,0,4,22,17,0,172,12.8,1330,20:28,44,33,205,199,50.7,nugenry01
David Perron,38,2020,31,STL,LW,71,25,35,60,2,52,6.6,16,9,0,9,17,18,0,166,15.1,1300,18:19,19,67,3,5,37.5,perroda01
Jonathan Toews,39,2020,31,CHI,C,70,18,42,60,-2,48,5.4,16,1,1,3,35,7,0,172,10.5,1384,19:47,35,56,856,638,57.3,toewsjo01
Mathew Barzal,40,2020,22,NYI,C,68,19,41,60,5,44,6.0,15,4,0,2,33,8,0,171,11.1,1363,20:03,43,22,228,320,41.6,barzama01
John Tavares,41,2020,29,TOR,C,63,26,34,60,-7,24,6.1,19,7,0,4,20,14,0,197,13.2,1232,19:33,31,32,617,499,55.3,tavarjo01
Ryan Strome,42,2020,26,NYR,C,70,18,41,59,21,48,5.9,15,3,0,3,26,14,1,154,11.7,1371,19:35,32,45,496,548,47.5,stromry01
Sean Couturier,43,2020,27,PHI,C,69,22,37,59,21,30,6.6,18,4,0,4,28,9,0,185,11.9,1368,19:50,26,60,543,367,59.7,coutuse01
Mike Hoffman,44,2020,30,FLA,C,69,29,30,59,-5,28,6.6,18,11,0,3,20,10,0,214,13.6,1162,16:50,22,33,7,8,46.7,hoffmmi02
William Nylander,45,2020,23,TOR,C,68,31,28,59,-2,12,6.7,22,9,0,7,20,8,0,197,15.7,1238,18:13,14,9,106,106,50.0,nylanwi01
Nikolaj Ehlers,46,2020,23,WPG,LW,71,25,33,58,14,30,6.8,21,3,1,5,31,2,0,203,12.3,1173,16:31,28,36,0,2,0.0,ehlerni01
Brayden Schenn,47,2020,28,STL,C,71,25,33,58,3,44,6.4,15,10,0,4,22,11,0,138,18.1,1311,18:28,21,119,350,364,49.0,schenbr01
Johnny Gaudreau,48,2020,26,CGY,LW,70,18,40,58,-10,12,5.4,12,6,0,2,28,12,0,209,8.6,1315,18:47,11,1,1,3,25.0,gaudrjo01
Jaden Schwartz,49,2020,27,STL,C,71,22,35,57,3,18,6.0,13,9,0,4,24,11,0,162,13.6,1291,18:11,28,60,9,11,45.0,schwaja01
Jakub Voráček,50,2020,30,PHI,RW,69,12,44,56,14,31,5.4,8,4,0,3,31,13,0,132,9.1,1176,17:03,21,17,7,13,35.0,voracja01
Patrice Bergeron,51,2020,34,BOS,C,61,31,25,56,23,28,7.9,19,11,1,5,16,9,0,203,15.3,1143,18:44,46,46,758,553,57.8,bergepa01
Bryan Rust,52,2020,27,PIT,RW,55,27,29,56,14,30,7.1,18,8,1,4,19,9,1,151,17.9,1087,19:46,35,71,2,8,20.0,rustbr01
Victor Hedman,53,2020,29,TBL,D,66,11,44,55,27,31,9.5,7,4,0,3,26,18,0,155,7.1,1588,24:04,98,73,0,0,,hedmavi01
Reilly Smith,54,2020,28,VEG,RW,71,27,27,54,17,20,6.8,22,3,2,6,23,2,2,169,16.0,1272,17:55,30,55,3,9,25.0,smithre01
Elias Lindholm,55,2020,25,CGY,C,70,29,25,54,-8,22,6.1,21,8,0,7,14,11,0,169,17.2,1381,19:43,41,93,395,406,49.3,lindhel01
Brock Nelson,56,2020,28,NYI,C,68,26,28,54,6,32,6.3,22,4,0,5,25,3,0,175,14.9,1282,18:52,44,49,615,573,51.8,nelsobr01
Kevin Fiala,57,2020,23,MIN,LW,64,23,31,54,-1,42,6.0,14,9,0,4,22,9,0,175,13.1,986,15:24,18,25,2,7,22.2,fialake01
Nicklas Bäckström,58,2020,32,WSH,C,61,12,42,54,-1,14,4.6,10,2,0,0,26,16,0,132,9.1,1160,19:01,45,30,516,532,49.2,backsni02
Dylan Larkin,59,2020,23,DET,C,71,19,34,53,-21,39,4.5,14,5,0,0,25,9,0,223,8.5,1509,21:15,45,52,715,647,52.5,larkidy01
Claude Giroux,60,2020,32,PHI,C,69,21,32,53,7,28,5.5,13,7,1,6,18,13,1,197,10.7,1310,18:59,16,45,663,460,59.0,giroucl01
Bo Horvat,61,2020,24,VAN,C,69,22,31,53,-15,21,4.6,10,12,0,2,27,4,0,178,12.4,1362,19:44,66,55,850,633,57.3,horvabo01
Tony DeAngelo,62,2020,24,NYR,D,68,15,38,53,12,47,8.4,12,3,0,3,22,16,0,149,10.1,1312,19:17,57,48,0,0,,deangan01
Quinn Hughes,63,2020,20,VAN,D,68,8,45,53,-10,22,6.5,5,3,0,2,23,22,0,126,6.3,1488,21:53,46,7,0,0,,hughequ01
Alex Pietrangelo,64,2020,30,STL,D,70,16,36,52,11,20,9.1,10,6,0,3,19,16,1,225,7.1,1693,24:11,89,47,0,0,,pietral01
Jakub Vrána,65,2020,23,WSH,LW,69,25,27,52,3,18,6.1,24,1,0,6,16,11,0,187,13.4,1027,14:53,16,29,6,5,54.5,vranaja01
Taylor Hall,66,2020,28,TOT,LW,65,16,36,52,-14,34,4.6,12,4,0,1,22,14,0,232,6.9,1246,19:10,29,47,20,31,39.2,hallta02
Evgeny Kuznetsov,67,2020,27,WSH,C,63,19,33,52,-2,40,5.1,13,6,0,0,27,6,0,129,14.7,1124,17:51,16,35,348,455,43.3,kuzneev01
Sam Reinhart,68,2020,24,BUF,C,69,22,28,50,-15,20,4.5,17,5,0,2,21,7,0,144,15.3,1423,20:38,27,36,40,72,35.7,reinhsa01
Tyler Seguin,69,2020,28,DAL,C,69,17,33,50,-2,22,4.9,14,3,0,6,21,12,0,245,6.9,1321,19:09,31,90,538,387,58.2,seguity01
Cale Makar,70,2020,21,COL,D,57,12,38,50,12,12,7.7,8,4,0,4,23,15,0,121,9.9,1198,21:01,47,45,0,0,,makarca01
Pierre-Luc Dubois,71,2020,21,CBJ,LW,70,18,31,49,-2,49,5.0,17,1,0,4,22,9,0,158,11.4,1255,17:56,50,85,359,446,44.6,duboipi01
Timo Meier,72,2020,23,SJS,RW,70,22,27,49,-22,42,4.6,20,2,0,2,20,7,0,199,11.1,1210,17:17,38,155,12,25,32.4,meierti01
T.J. Oshie,73,2020,33,WSH,C,69,26,23,49,4,26,5.5,16,10,0,4,21,2,0,133,19.5,1262,18:18,58,90,119,119,50.0,oshietj01
Alex Killorn,74,2020,30,TBL,C,68,26,23,49,19,20,6.0,18,8,0,7,18,5,0,130,20.0,1219,17:56,15,59,5,14,26.3,killoal01
Torey Krug,75,2020,28,BOS,D,61,9,40,49,-4,33,6.7,7,2,0,4,14,26,0,144,6.3,1250,20:29,48,36,0,0,,krugto01
Tyler Bertuzzi,76,2020,24,DET,LW,71,21,27,48,-23,40,4.3,18,3,0,1,16,11,0,129,16.3,1371,19:19,30,71,4,2,66.7,bertuty01
Sean Monahan,77,2020,25,CGY,C,70,22,26,48,-16,25,4.6,14,8,0,5,18,8,0,166,13.3,1267,18:06,22,65,549,495,52.6,monahse01
Ryan Suter,78,2020,35,MIN,D,69,8,40,48,-6,12,6.4,6,2,0,2,24,16,0,111,7.2,1700,24:38,93,48,0,0,,suterry01
Filip Forsberg,79,2020,25,NSH,C,63,21,27,48,-7,29,4.8,14,7,0,2,20,7,0,198,10.6,1093,17:21,27,82,1,2,33.3,forsbfi01
Phillip Danault,80,2020,26,MTL,LW,71,13,34,47,18,32,4.7,12,1,0,1,31,3,0,131,9.9,1338,18:51,37,119,728,608,54.5,danauph01
Evgenii Dadonov,81,2020,30,FLA,RW,69,25,22,47,-7,10,4.8,14,11,0,2,16,6,0,167,15.0,1180,17:06,24,29,0,0,,dadonev01
Jonathan Marchessault,82,2020,29,VEG,C,66,22,25,47,6,28,5.4,16,6,0,3,19,6,0,235,9.4,1141,17:17,12,99,58,78,42.6,audymjo01
Eric Staal,83,2020,35,MIN,C,66,19,28,47,-9,28,4.4,14,5,0,5,19,9,0,113,16.8,1131,17:08,22,24,495,504,49.5,staaler01
Evander Kane,84,2020,28,SJS,LW,64,26,21,47,-12,122,5.1,10,14,2,6,17,4,0,216,12.0,1250,19:32,25,135,106,95,52.7,kaneev01
Sidney Crosby,85,2020,32,PIT,C,41,16,31,47,-8,15,4.7,12,4,0,4,18,13,0,109,14.7,831,20:16,17,28,494,394,55.6,crosbsi01
Shea Theodore,86,2020,24,VEG,D,71,13,33,46,12,25,8.1,11,1,1,4,18,15,0,219,5.9,1579,22:14,69,20,0,0,,theodsh01
Zach Parise,87,2020,35,MIN,LW,69,25,21,46,-11,8,4.7,12,12,1,4,15,6,0,155,16.1,1187,17:12,38,27,41,36,53.2,parisza01
Pavel Buchnevich,88,2020,24,NYR,LW,68,16,30,46,2,24,4.1,12,4,0,1,25,5,0,148,10.8,1151,16:56,22,80,4,19,17.4,buchnpa01
Dominik Kubalík,89,2020,24,CHI,LW,68,30,16,46,2,16,6.1,26,4,0,3,12,4,0,157,19.1,977,14:22,17,79,6,13,31.6,kubaldo01
William Karlsson,90,2020,27,VEG,C,63,15,31,46,11,16,4.6,11,2,2,1,22,6,3,138,10.9,1189,18:52,38,40,491,455,51.9,karlswi01
Neal Pionk,91,2020,24,WPG,D,71,6,39,45,10,32,7.3,3,3,0,1,17,22,0,177,3.4,1660,23:23,78,165,0,0,,pionkne01
Mikael Backlund,92,2020,30,CGY,C,70,16,29,45,3,26,4.4,10,3,3,3,22,7,0,157,10.2,1256,17:57,11,44,368,410,47.3,backlmi01
Brent Burns,93,2020,34,SJS,D,70,12,33,45,-22,34,6.7,7,5,0,1,20,12,1,225,5.3,1779,25:25,115,72,0,0,,burnsbr01
Alex DeBrincat,94,2020,22,CHI,RW,70,18,27,45,-10,15,3.9,8,10,0,4,21,6,0,207,8.7,1225,17:30,19,58,7,13,35.0,debrial01
Nick Schmaltz,95,2020,23,ARI,C,70,11,34,45,3,20,4.3,9,2,0,2,23,11,0,95,11.6,1087,15:32,35,12,160,216,42.6,schmani01
Tanner Pearson,96,2020,27,VAN,LW,69,21,24,45,-4,27,4.5,16,3,2,3,16,7,1,164,12.8,1139,16:31,40,96,3,14,17.6,pearsta01
Keith Yandle,97,2020,33,FLA,D,69,5,40,45,0,20,5.6,3,2,0,0,21,19,0,129,3.9,1359,19:42,51,18,0,1,0.0,yandlke01
Kyle Palmieri,98,2020,28,NJD,RW,65,25,20,45,-4,41,5.3,14,11,0,3,13,7,0,155,16.1,1112,17:07,36,74,12,25,32.4,palmiky01
Chris Kreider,99,2020,28,NYR,LW,63,24,21,45,13,58,5.4,15,9,0,5,17,4,0,156,15.4,1087,17:15,42,116,53,70,43.1,kreidch01
André Burakovsky,100,2020,24,COL,LW,58,20,25,45,11,22,5.4,18,2,0,6,16,9,0,103,19.4,882,15:12,34,26,5,9,35.7,burakan01
Brock Boeser,101,2020,22,VAN,RW,57,16,29,45,4,14,4.4,11,5,0,3,20,9,0,169,9.5,1059,18:34,14,28,11,19,36.7,boesebr01
Max Domi,102,2020,24,MTL,LW,71,17,27,44,-3,35,4.2,16,1,0,3,17,10,0,179,9.5,1214,17:06,13,32,385,403,48.9,domima01
Brady Tkachuk,103,2020,20,OTT,LW,71,21,23,44,-14,106,3.9,19,2,0,3,17,6,0,259,8.1,1344,18:56,43,303,144,168,46.2,tkachbr01
Clayton Keller,104,2020,21,ARI,C,70,17,27,44,-6,28,4.4,15,2,0,2,14,13,0,184,9.2,1141,16:18,13,20,8,13,38.1,kellecl01
Anthony Cirelli,105,2020,22,TBL,C,68,16,28,44,28,30,4.7,14,1,1,3,23,4,1,113,14.2,1255,18:28,47,89,434,480,47.5,cirelan01
Tyler Toffoli,106,2020,27,TOT,C,68,24,20,44,-1,20,5.1,19,5,0,4,15,5,0,203,11.8,1146,16:51,16,48,4,10,28.6,toffoty01
Tom Wilson,107,2020,25,WSH,RW,68,21,23,44,-3,93,4.2,15,5,1,5,20,2,1,154,13.6,1242,18:16,58,253,18,39,31.6,wilsoto01
Nikita Gusev,108,2020,27,NJD,LW,66,13,31,44,-15,12,3.8,8,5,0,2,21,10,0,158,8.2,970,14:42,7,12,1,2,33.3,gusevni01
Kris Letang,109,2020,32,PIT,D,61,15,29,44,0,38,7.4,9,6,0,2,20,9,0,177,8.5,1569,25:44,91,101,0,0,,letankr01
Gabriel Landeskog,110,2020,27,COL,LW,54,21,23,44,-2,47,4.6,15,6,0,4,14,9,0,145,14.5,1082,20:02,35,86,274,212,56.4,landega01
Connor Brown,111,2020,26,OTT,RW,71,16,27,43,-6,24,3.4,13,3,0,1,24,1,2,173,9.2,1428,20:07,35,39,29,39,42.6,brownco02
Adam Henrique,112,2020,29,ANA,C,71,26,17,43,-3,22,5.2,21,5,0,1,13,4,0,169,15.4,1198,16:52,32,75,512,419,55.0,henriad01
Alex Iafallo,113,2020,26,LAK,C,70,17,26,43,1,14,4.2,11,6,0,3,23,3,0,142,12.0,1325,18:56,47,49,11,12,47.8,iafalal01
Josh Bailey,114,2020,30,NYI,C,68,14,29,43,-12,10,3.5,11,2,1,2,22,7,0,94,14.9,1149,16:54,48,20,128,129,49.8,bailejo01
Anders Lee,115,2020,29,NYI,LW,68,20,23,43,8,47,4.7,18,2,0,6,18,5,0,195,10.3,1244,18:18,50,102,90,109,45.2,leean01
David Krejčí,116,2020,33,BOS,C,61,13,30,43,14,23,4.5,10,3,0,3,19,11,0,83,15.7,1048,17:10,32,37,370,367,50.2,krejcda01
Brendan Gallagher,117,2020,27,MTL,RW,59,22,21,43,9,29,5.5,21,1,0,1,17,4,0,226,9.7,998,16:55,29,53,12,17,41.4,gallabr01
Jake Guentzel,118,2020,25,PIT,C,39,20,23,43,11,14,5.5,14,6,0,4,19,4,0,127,15.7,805,20:38,19,46,22,24,47.8,guentja01
Adam Fox,119,2020,21,NYR,D,70,8,34,42,22,32,7.4,7,1,0,4,22,12,0,125,6.4,1323,18:54,92,35,0,0,,foxad01
Gustav Nyquist,120,2020,30,CBJ,RW,70,15,27,42,4,16,4.2,11,3,1,3,21,6,0,151,9.9,1262,18:02,26,37,17,16,51.5,nyquigu01
Ryan Getzlaf,121,2020,34,ANA,C,69,13,29,42,-16,58,3.1,10,3,0,5,23,6,0,143,9.1,1292,18:44,69,125,530,504,51.3,getzlry01
Jean-Gabriel Pageau,122,2020,27,TOT,C,67,26,16,42,4,49,5.0,18,5,3,5,8,5,3,151,17.2,1284,19:09,53,128,615,534,53.5,pageaje01
Matt Duchene,123,2020,29,NSH,C,66,13,29,42,-4,24,3.5,8,5,0,1,23,6,0,136,9.6,1114,16:53,22,40,390,305,56.1,duchema01
Robert Thomas,124,2020,20,STL,C,66,10,32,42,9,18,4.1,9,1,0,2,26,6,0,87,11.5,961,14:34,13,13,136,181,42.9,thomaro01
Rickard Rakell,125,2020,26,ANA,RW,65,15,27,42,-5,12,3.9,12,3,0,2,18,6,3,186,8.1,1180,18:10,29,81,10,3,76.9,rakelri01
Victor Olofsson,126,2020,24,BUF,RW,54,20,22,42,-1,6,4.7,9,11,0,4,16,6,0,127,15.7,993,18:23,16,10,1,1,50.0,olofsvi01
Nick Suzuki,127,2020,20,MTL,C,71,13,28,41,-15,6,3.2,7,6,0,1,20,8,0,138,9.4,1135,15:59,32,64,305,354,46.3,suzukni01
Kevin Hayes,128,2020,27,PHI,RW,69,23,18,41,-6,34,4.1,15,4,4,5,15,3,0,175,13.1,1223,17:44,22,88,415,411,50.2,hayeske01
Ondřej Palát,129,2020,28,TBL,LW,69,17,24,41,25,22,4.7,12,4,1,2,20,4,0,128,13.3,1117,16:11,61,145,7,14,33.3,palaton01
Aaron Ekblad,130,2020,23,FLA,D,67,5,36,41,12,26,6.2,5,0,0,1,29,6,1,147,3.4,1539,22:59,84,34,0,0,,ekblaaa01
Zach Werenski,131,2020,22,CBJ,D,63,20,21,41,9,10,9.1,14,5,1,4,13,8,0,187,10.7,1511,23:59,58,36,0,0,,werenza01
Jason Zucker,132,2020,28,TOT,LW,60,20,21,41,-4,21,4.3,13,7,0,4,16,5,0,111,18.0,980,16:20,23,53,12,29,29.3,zuckeja01
Mikko Rantanen,133,2020,23,COL,RW,42,19,22,41,-2,14,4.6,11,8,0,5,16,6,0,107,17.8,796,18:57,23,28,44,31,58.7,rantami01
Jeff Petry,134,2020,32,MTL,D,71,11,29,40,-10,26,6.0,7,3,1,3,20,9,0,158,7.0,1679,23:39,79,177,0,0,,petryje01
Anthony Duclair,135,2020,24,OTT,LW,66,23,17,40,-5,18,4.5,16,5,2,2,14,3,0,184,12.5,1073,16:16,39,53,3,3,50.0,duclaan01
James van Riemsdyk,136,2020,30,PHI,LW,66,19,21,40,5,8,4.5,15,4,0,2,16,5,0,151,12.6,983,14:54,18,25,8,15,34.8,vanrija01
Rasmus Dahlin,137,2020,19,BUF,D,59,4,36,40,-7,38,5.1,2,2,0,1,19,17,0,90,4.4,1138,19:18,51,72,0,0,,dahlira01
Jordan Eberle,138,2020,29,NYI,RW,58,16,24,40,1,12,4.1,12,4,0,1,17,7,0,136,11.8,1033,17:49,39,37,3,6,33.3,eberljo01
Erik Karlsson,139,2020,29,SJS,D,56,6,34,40,-15,16,5.5,4,1,1,0,22,12,0,120,5.0,1373,24:31,74,26,0,0,,karlser01
Dougie Hamilton,140,2020,26,CAR,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,23:17,63,52,0,0,,hamildo01
Thomas Chabot,141,2020,23,OTT,D,71,6,33,39,-18,42,4.6,6,0,0,0,22,11,0,186,3.2,1846,26:00,85,79,0,0,,chaboth01
Tyson Barrie,142,2020,28,TOR,D,70,5,34,39,-7,16,4.5,4,1,0,0,23,11,0,169,3.0,1531,21:53,76,47,0,0,,barrity01
Jamie Benn,143,2020,30,DAL,LW,69,19,20,39,-4,53,4.2,11,8,0,4,14,6,0,163,11.7,1134,16:26,57,167,244,193,55.8,bennja01
Lars Eller,144,2020,30,WSH,C,69,16,23,39,3,48,3.6,13,2,1,1,18,4,1,151,10.6,1174,17:01,44,59,536,497,51.9,ellerla01
Anthony Beauvillier,145,2020,22,NYI,LW,68,18,21,39,-11,15,3.5,14,3,1,3,17,4,0,132,13.6,1174,17:16,36,86,9,4,69.2,beauvan01
Conor Garland,146,2020,23,ARI,RW,68,22,17,39,1,20,4.9,18,4,0,5,11,6,0,158,13.9,962,14:09,20,26,4,7,36.4,garlaco01
Jakob Silfverberg,147,2020,29,ANA,LW,66,21,18,39,0,14,4.4,15,4,2,1,15,3,0,155,13.5,1167,17:41,41,28,8,33,19.5,silfvja01
Logan Couture,148,2020,30,SJS,C,52,16,23,39,0,18,4.2,16,0,0,3,12,9,2,126,12.7,963,18:32,45,54,195,248,44.0,coutulo01
Paul Stastny,149,2020,34,VEG,C,71,17,21,38,6,24,3.8,12,5,0,3,15,5,1,136,12.5,1216,17:08,32,63,624,515,54.8,stastpa01
Christian Dvorak,150,2020,23,ARI,C,70,18,20,38,6,12,4.3,12,6,0,2,16,4,0,134,13.4,1169,16:42,36,39,523,426,55.1,dvorach01
Phil Kessel,151,2020,32,ARI,RW,70,14,24,38,-21,22,2.8,5,9,0,2,16,8,0,153,9.2,1200,17:09,20,11,2,7,22.2,kesseph01
Vincent Trocheck,152,2020,26,TOT,C,62,11,27,38,-8,49,2.7,9,1,1,2,21,6,0,141,7.8,1037,16:44,37,101,434,398,52.2,trochvi01
Dylan Strome,153,2020,22,CHI,C,58,12,26,38,1,16,3.5,10,2,0,2,20,6,0,97,12.4,925,15:56,29,23,277,304,47.7,stromdy01
Ryan Ellis,154,2020,29,NSH,D,49,8,30,38,16,19,6.5,6,2,0,3,23,7,0,114,7.0,1152,23:30,96,48,0,0,,ellisry01
Anthony Mantha,155,2020,25,DET,RW,43,16,22,38,-7,34,4.1,10,6,0,3,19,3,0,137,11.7,812,18:54,25,49,16,22,42.1,manthan01
Chris Tierney,156,2020,25,OTT,C,71,11,26,37,-6,20,2.6,6,1,4,2,24,1,1,102,10.8,1220,17:11,37,44,521,497,51.2,tiernch01
Charlie Coyle,157,2020,27,BOS,C,70,16,21,37,9,21,3.8,13,1,2,3,17,4,0,145,11.0,1175,16:47,34,83,326,373,46.6,coylech01
Tyler Ennis,158,2020,30,TOT,C,70,16,21,37,-6,20,3.5,11,5,0,1,16,5,0,159,10.1,1030,14:43,26,96,7,8,46.7,ennisty01
Mats Zuccarello,159,2020,32,MIN,LW,65,15,22,37,-9,18,3.1,12,3,0,2,18,4,0,96,15.6,1036,15:56,36,13,9,5,64.3,zuccama01
Zach Hyman,160,2020,27,TOR,C,51,21,16,37,13,23,4.5,17,3,1,1,13,3,0,106,19.8,974,19:06,23,52,70,90,43.8,hymanza01
Kasperi Kapanen,161,2020,23,TOR,RW,69,13,23,36,0,22,2.9,11,0,2,2,20,3,0,121,10.7,1090,15:47,17,73,2,13,13.3,kapanka01
Ivan Provorov,162,2020,23,PHI,D,69,13,23,36,11,24,7.1,6,7,0,3,13,9,1,150,8.7,1714,24:51,111,84,0,0,,provoiv01
Jake Virtanen,163,2020,23,VAN,RW,69,18,18,36,-4,41,3.7,12,6,0,6,15,3,0,150,12.0,903,13:05,28,102,5,13,27.8,virtaja01
Ryan Johansen,164,2020,27,NSH,C,68,14,22,36,-5,45,2.8,10,3,1,2,16,6,0,101,13.9,1160,17:03,34,39,549,483,53.2,johanry01
Jaccob Slavin,165,2020,25,CAR,D,68,6,30,36,30,10,7.9,6,0,0,3,26,3,1,145,4.1,1592,23:24,107,43,0,0,,slavija01
Shea Weber,166,2020,34,MTL,D,65,15,21,36,8,33,7.3,12,3,0,2,16,5,0,185,8.1,1561,24:00,114,112,0,0,,webersh01
