Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Jarome Iginla*,32,2010,32,CGY,RW,82,32,37,69,-2,58,8.2,22,10,0,5,26,11,0,257,12.5,1689,20:36,36.0,86,151.0,170.0,47.0,iginlja01
Duncan Keith,33,2010,26,CHI,D,82,14,55,69,21,51,12.6,10,3,1,1,38,13,4,213,6.6,2181,26:36,143.0,46,0.0,0.0,,keithdu01
Derek Roy,34,2010,26,BUF,C,80,26,43,69,9,48,7.9,15,10,1,6,28,15,0,215,12.1,1551,19:23,47.0,27,610.0,603.0,50.3,royde01
Jonathan Toews,35,2010,21,CHI,C,76,25,43,68,22,47,8.0,15,9,1,3,27,13,3,202,12.4,1520,20:00,33.0,56,801.0,596.0,57.3,toewsjo01
Nik Antropov,36,2010,29,ATL,C,76,24,43,67,13,44,7.6,16,8,0,4,30,13,0,126,19.0,1385,18:14,35.0,82,481.0,627.0,43.4,antroni01
Alexandre Burrows,37,2010,28,VAN,LW,82,35,32,67,34,121,9.5,26,4,5,3,28,2,2,209,16.7,1465,17:52,54.0,97,14.0,20.0,41.2,burroal01
Rick Nash,38,2010,25,CBJ,LW,76,33,34,67,-2,58,7.8,21,10,2,6,20,12,2,254,13.0,1591,20:56,25.0,121,11.0,11.0,50.0,nashri01
Travis Zajac,39,2010,24,NJD,C,82,25,42,67,22,24,8.3,19,6,0,4,26,15,1,210,11.9,1658,20:13,29.0,64,726.0,647.0,52.9,zajactr01
Patrick Sharp,40,2010,28,CHI,C,82,25,41,66,24,28,7.9,19,4,2,4,28,12,1,266,9.4,1486,18:07,24.0,45,241.0,225.0,51.7,sharppa01
Tim Connolly,41,2010,28,BUF,C,73,17,48,65,10,28,6.9,9,7,1,5,27,20,1,206,8.3,1359,18:37,46.0,23,349.0,398.0,46.7,connoti01
Jussi Jokinen,42,2010,26,CAR,LW,81,30,35,65,3,36,8.0,20,10,0,6,21,14,0,160,18.8,1362,16:49,24.0,55,136.0,129.0,51.3,jokinju01
Antoine Vermette,43,2010,27,CBJ,C,82,27,38,65,2,32,7.0,19,6,2,1,32,6,0,156,17.3,1652,20:09,40.0,91,852.0,721.0,54.2,vermean01
Wojtek Wolski,44,2010,23,TOT,LW,80,23,42,65,21,27,7.6,21,2,0,5,34,8,0,195,11.8,1499,18:44,29.0,33,16.0,20.0,44.4,wolskwo01
Bobby Ryan,45,2010,22,ANA,RW,81,35,29,64,9,81,8.4,24,11,0,3,19,10,0,258,13.6,1498,18:29,17.0,127,41.0,52.0,44.1,ryanbo01
Chris Stewart,46,2010,22,COL,RW,77,28,36,64,4,73,7.6,25,3,0,5,26,10,0,221,12.7,1286,16:42,11.0,100,3.0,5.0,37.5,stewach02
Kristian Huselius,47,2010,31,CBJ,LW,74,23,40,63,-4,36,6.6,14,8,1,5,25,15,0,162,14.2,1361,18:24,16.0,15,4.0,10.0,28.6,huselkr01
Dustin Penner,48,2010,27,EDM,RW,82,32,31,63,6,38,8.0,23,9,0,1,23,8,0,203,15.8,1507,18:23,43.0,53,199.0,219.0,47.6,pennedu01
Jason Pominville,49,2010,27,BUF,RW,82,24,38,62,13,22,7.1,16,8,0,2,26,12,0,252,9.5,1537,18:45,41.0,45,42.0,78.0,35.0,pominja01
Mike Richards,50,2010,24,PHI,C,82,31,31,62,-2,79,7.3,17,13,1,3,12,18,1,237,13.1,1673,20:24,64.0,145,696.0,677.0,50.7,richami02
Maxim Afinogenov,51,2010,30,ATL,RW,82,24,37,61,-17,46,5.7,18,6,0,3,25,12,0,181,13.3,1426,17:24,21.0,32,1.0,2.0,33.3,afinoma01
Andrew Brunette,52,2010,36,MIN,LW,82,25,36,61,-5,12,6.9,13,12,0,3,23,13,0,129,19.4,1396,17:02,20.0,33,5.0,5.0,50.0,brunean01
Jeff Carter,53,2010,25,PHI,C,74,33,28,61,2,38,8.0,20,11,2,6,17,11,0,319,10.3,1428,19:18,34.0,60,688.0,626.0,52.4,carteje01
Jamie Langenbrunner,54,2010,34,NJD,RW,81,19,42,61,6,44,6.5,11,6,2,4,27,13,2,228,8.3,1584,19:33,21.0,108,29.0,31.0,48.3,langeja01
Stephen Weiss,55,2010,26,FLA,C,80,28,32,60,-7,40,6.4,16,12,0,2,21,10,1,180,15.6,1600,20:00,59.0,43,813.0,738.0,52.4,weissst01
Drew Doughty,56,2010,20,LAK,D,82,16,43,59,20,54,11.9,7,9,0,5,21,22,0,142,11.3,2048,24:59,75.0,155,0.0,0.0,,doughdr01
Scott Gomez,57,2010,30,MTL,C,78,12,47,59,1,60,5.3,7,5,0,1,33,14,0,180,6.7,1555,19:56,34.0,30,698.0,677.0,50.8,gomezsc01
Brooks Laich,58,2010,26,WSH,C,78,25,34,59,16,34,6.4,12,12,1,4,24,9,1,222,11.3,1426,18:17,39.0,92,149.0,178.0,45.6,laichbr01
Rene Bourque,59,2010,28,CGY,LW,73,27,31,58,7,88,7.4,17,6,4,5,24,7,0,215,12.6,1337,18:19,44.0,91,8.0,17.0,32.0,bourqre01
Dan Boyle,60,2010,33,SJS,D,76,15,43,58,6,70,9.9,9,6,0,3,20,23,0,180,8.3,1992,26:13,130.0,51,0.0,3.0,0.0,boyleda01
Václav Prospal,61,2010,34,NYR,C,75,20,38,58,8,32,6.4,13,6,1,4,25,13,0,180,11.1,1508,20:06,29.0,95,327.0,312.0,51.2,prospva01
Ray Whitney,62,2010,37,CAR,LW,80,21,37,58,-6,26,5.6,14,7,0,5,25,12,0,171,12.3,1532,19:09,27.0,24,3.0,6.0,33.3,whitnra01
Ryane Clowe,63,2010,27,SJS,LW,82,19,38,57,0,131,5.6,17,2,0,2,25,13,0,189,10.1,1408,17:10,33.0,157,35.0,38.0,47.9,clowery01
Nathan Horton,64,2010,24,FLA,C,65,20,37,57,-1,42,5.9,11,7,2,4,33,4,0,159,12.6,1358,20:53,20.0,34,48.0,37.0,56.5,hortona01
Andy McDonald,65,2010,32,STL,C,79,24,33,57,-9,18,6.1,18,6,0,3,17,16,0,191,12.6,1432,18:08,28.0,46,241.0,206.0,53.9,mcdonan01
Jason Spezza,66,2010,26,OTT,C,60,23,34,57,0,20,6.8,12,11,0,5,21,13,0,165,13.9,1144,19:04,11.0,23,503.0,491.0,50.6,spezzja01
Matt Stajan,67,2010,26,TOT,C,82,19,38,57,-6,32,5.2,12,7,0,4,28,8,2,132,14.4,1551,18:55,41.0,75,680.0,637.0,51.6,stajama01
Dustin Brown,68,2010,25,LAK,RW,82,24,32,56,-6,41,5.6,17,7,0,3,22,10,0,248,9.7,1579,19:15,25.0,283,17.0,22.0,43.6,browndu01
Shane Doan,69,2010,33,PHX,RW,82,18,37,55,3,41,5.5,13,5,0,4,26,11,0,234,7.7,1571,19:10,25.0,154,70.0,83.0,45.8,doansh01
Matt Duchene,70,2010,19,COL,C,81,24,31,55,1,16,5.8,13,10,1,2,20,11,0,180,13.3,1436,17:44,28.0,51,479.0,609.0,44.0,duchema01
Phil Kessel,71,2010,22,TOR,RW,70,30,25,55,-8,21,6.3,22,8,0,5,17,8,0,297,10.1,1368,19:33,13.0,13,59.0,63.0,48.4,kesseph01
James Neal,72,2010,22,DAL,LW,78,27,28,55,-5,64,6.1,24,2,1,4,19,8,1,200,13.5,1419,18:12,32.0,174,19.0,41.0,31.7,nealja01
Rich Peverley,73,2010,27,ATL,C,82,22,33,55,-14,36,4.7,13,7,2,7,21,9,3,166,13.3,1530,18:40,34.0,23,647.0,546.0,54.2,peverri01
Chris Pronger*,74,2010,35,PHI,D,82,10,45,55,22,79,11.4,5,5,0,2,23,21,1,175,5.7,2126,25:56,189.0,104,0.0,0.0,,prongch01
R.J. Umberger,75,2010,27,CBJ,C,82,23,32,55,-16,40,4.9,14,8,1,4,20,12,0,221,10.4,1572,19:10,60.0,107,372.0,332.0,52.8,umberrj01
Martin Havlát,76,2010,28,MIN,LW,73,18,36,54,-19,34,5.0,14,4,0,3,22,14,0,169,10.7,1309,17:56,17.0,21,6.0,6.0,50.0,havlama01
John Tavares,77,2010,19,NYI,C,82,24,30,54,-15,22,5.1,13,11,0,2,16,14,0,186,12.9,1477,18:00,28.0,42,536.0,593.0,47.5,tavarjo01
Daniel Brière,78,2010,32,PHI,C,75,26,27,53,-2,71,6.5,18,8,0,1,18,9,0,193,13.5,1244,16:35,17.0,53,53.0,67.0,44.2,brierda01
Mike Fisher,79,2010,29,OTT,C,79,25,28,53,1,59,6.0,15,10,0,6,23,3,2,212,11.8,1498,18:58,79.0,208,673.0,618.0,52.1,fishemi01
Mike Knuble,80,2010,37,WSH,RW,69,29,24,53,23,59,7.1,23,6,0,5,17,7,0,151,19.2,1164,16:53,34.0,71,0.0,6.0,0.0,knublmi01
Matthew Lombardi,81,2010,27,PHX,C,78,19,34,53,8,36,5.8,15,4,0,2,22,12,0,174,10.9,1399,17:56,27.0,62,445.0,454.0,49.5,lombama01
Mason Raymond,82,2010,24,VAN,LW,82,25,28,53,0,48,5.6,17,8,0,4,18,10,0,217,11.5,1421,17:20,19.0,64,8.0,15.0,34.8,raymoma01
Mike Ribeiro,83,2010,29,DAL,C,66,19,34,53,-5,38,5.2,9,8,2,0,17,15,2,155,12.3,1289,19:32,27.0,93,493.0,609.0,44.7,ribeimi01
Mikael Samuelsson,84,2010,33,VAN,RW,74,30,23,53,10,64,6.9,23,7,0,4,16,7,0,219,13.7,1271,17:10,16.0,50,11.0,20.0,35.5,samuemi01
Ryan Smyth,85,2010,33,LAK,LW,67,22,31,53,8,42,6.1,11,11,0,3,18,13,0,206,10.7,1319,19:41,24.0,41,30.0,30.0,50.0,smythry01
Thomas Vanek,86,2010,26,BUF,LW,71,28,25,53,9,42,7.0,18,10,0,6,17,8,0,182,15.4,1190,16:46,15.0,45,0.0,7.0,0.0,vanekth01
Patrice Bergeron,87,2010,24,BOS,C,73,19,33,52,6,28,5.8,18,0,1,4,24,8,1,184,10.3,1380,18:54,45.0,49,768.0,557.0,58.0,bergepa01
Saku Koivu,88,2010,35,ANA,C,71,19,33,52,14,36,5.9,13,5,1,6,20,11,2,124,15.3,1319,18:35,17.0,59,571.0,538.0,51.5,koivusa01
David Krejčí,89,2010,23,BOS,C,79,17,35,52,8,26,5.6,11,6,0,3,25,8,2,156,10.9,1441,18:15,37.0,81,547.0,538.0,50.4,krejcda01
Kyle Okposo,90,2010,21,NYI,RW,80,19,33,52,-22,34,3.7,15,4,0,4,14,18,1,249,7.6,1643,20:32,44.0,62,33.0,36.0,47.8,okposky01
Tomáš Fleischmann,91,2010,25,WSH,LW,69,23,28,51,9,28,5.8,16,7,0,4,15,13,0,121,19.0,1106,16:02,17.0,36,152.0,204.0,42.7,fleisto01
Alex Frolov,92,2010,27,LAK,LW,81,19,32,51,-1,26,4.9,14,5,0,1,24,8,0,182,10.4,1493,18:26,14.0,58,7.0,5.0,58.3,froloal01
Patric Hörnqvist,93,2010,23,NSH,RW,80,30,21,51,18,40,7.4,20,10,0,8,19,2,0,275,10.9,1255,15:41,26.0,69,5.0,13.0,27.8,hornqpa01
Marián Hossa*,94,2010,31,CHI,RW,57,24,27,51,24,18,7.0,17,2,5,2,21,5,1,199,12.1,1067,18:44,14.0,41,0.0,1.0,0.0,hossama01
Joe Pavelski,95,2010,25,SJS,C,67,25,26,51,1,26,5.8,21,3,1,5,15,10,1,228,11.0,1305,19:29,60.0,58,478.0,343.0,58.2,paveljo01
Steve Sullivan,96,2010,35,NSH,C,82,17,34,51,2,35,5.0,12,5,0,4,26,8,0,152,11.2,1470,17:55,13.0,26,1.0,9.0,10.0,sullist01
Mike Cammalleri,97,2010,27,MTL,C,65,26,24,50,7,16,6.5,22,4,0,4,13,11,0,218,11.9,1269,19:31,27.0,18,26.0,25.0,51.0,cammami01
Toby Enström,98,2010,25,ATL,D,82,6,44,50,-5,30,6.9,4,2,0,0,26,17,1,109,5.5,1826,22:16,99.0,20,0.0,0.0,,enstrto01
Sergei Gonchar,99,2010,35,PIT,D,62,11,39,50,-4,49,7.4,5,6,0,3,14,24,1,138,8.0,1513,24:24,90.0,64,0.0,0.0,,gonchse01
Olli Jokinen,100,2010,31,TOT,C,82,15,35,50,3,75,4.8,12,3,0,3,23,12,0,236,6.4,1465,17:52,38.0,110,480.0,493.0,49.3,jokinol01
Alexei Ponikarovsky,101,2010,29,TOT,LW,77,21,29,50,-1,61,5.2,16,5,0,1,22,7,0,184,11.4,1268,16:28,43.0,146,12.0,26.0,31.6,ponikal01
Jakub Voráček,102,2010,20,CBJ,RW,81,16,34,50,-7,26,4.5,12,4,0,1,25,9,0,154,10.4,1265,15:37,17.0,63,2.0,4.0,33.3,voracja01
Martin Erat,103,2010,28,NSH,LW,74,21,28,49,-7,50,5.1,16,5,0,2,18,9,1,168,12.5,1331,17:59,36.0,48,24.0,49.0,32.9,eratma01
Tomáš Kaberle,104,2010,31,TOR,D,82,7,42,49,-16,24,6.2,4,3,0,1,19,22,1,158,4.4,1833,22:21,98.0,44,0.0,0.0,,kaberto01
Alex Kovalev,105,2010,36,OTT,RW,77,18,31,49,-8,54,4.6,14,4,0,5,21,10,0,165,10.9,1398,18:10,19.0,33,1.0,2.0,33.3,kovalal01
Nicklas Lidström*,106,2010,39,DET,D,82,9,40,49,22,24,10.7,4,5,0,1,22,15,3,194,4.6,2085,25:26,82.0,56,0.0,0.0,,lidstni01
Jordan Staal,107,2010,21,PIT,C,82,21,28,49,19,57,5.4,18,1,2,1,23,4,1,195,10.8,1590,19:24,41.0,117,633.0,679.0,48.2,staaljo01
Mark Streit,108,2010,32,NYI,D,82,11,38,49,0,48,8.1,2,9,0,2,25,13,0,187,5.9,2107,25:42,132.0,78,0.0,1.0,0.0,streima01
David Backes,109,2010,25,STL,RW,79,17,31,48,-4,106,4.6,12,5,0,3,27,3,1,163,10.4,1446,18:18,60.0,266,504.0,561.0,47.3,backeda01
Matt Cullen,110,2010,33,TOT,C,81,16,32,48,-7,34,4.0,12,2,2,2,21,10,1,195,8.2,1519,18:45,48.0,70,568.0,542.0,51.2,cullema01
Patrik Eliáš,111,2010,33,NJD,LW,58,19,29,48,18,40,6.4,15,3,1,4,21,8,0,145,13.1,1022,17:37,16.0,30,205.0,252.0,44.9,eliaspa01
Matt Moulson,112,2010,26,NYI,LW,82,30,18,48,-1,16,5.9,22,8,0,5,11,7,0,208,14.4,1364,16:38,52.0,113,3.0,1.0,75.0,moulsma01
Tyler Myers,113,2010,19,BUF,D,82,11,37,48,13,32,9.8,8,3,0,1,23,13,1,104,10.6,1947,23:44,133.0,89,0.0,0.0,,myersty01
Scott Niedermayer*,114,2010,36,ANA,D,80,10,38,48,-9,38,7.2,5,5,0,2,15,22,1,168,6.0,2120,26:30,80.0,58,0.0,1.0,0.0,niedesc01
T.J. Oshie,115,2010,23,STL,C,76,18,30,48,-1,36,4.9,16,1,1,3,16,14,0,158,11.4,1392,18:19,65.0,149,64.0,89.0,41.8,oshietj01
Teemu Selänne*,116,2010,39,ANA,RW,54,27,21,48,3,16,6.6,13,14,0,5,8,13,0,173,15.6,935,17:19,13.0,14,62.0,69.0,47.3,selante01
Lee Stempniak,117,2010,26,TOT,RW,80,28,20,48,0,26,5.7,18,9,1,2,13,7,0,212,13.2,1386,17:19,25.0,87,17.0,22.0,43.6,stemple01
Claude Giroux,118,2010,22,PHI,RW,82,16,31,47,-9,23,4.3,8,8,0,2,18,13,0,145,11.0,1362,16:37,48.0,76,297.0,303.0,49.5,giroucl01
Ryan Malone,119,2010,30,TBL,LW,69,21,26,47,-8,68,4.8,14,7,0,7,17,8,1,172,12.2,1295,18:46,22.0,174,37.0,57.0,39.4,malonry01
David Perron,120,2010,21,STL,LW,82,20,27,47,-10,60,4.7,14,5,1,2,18,8,1,166,12.0,1325,16:09,12.0,78,8.0,13.0,38.1,perroda01
Alexander Steen,121,2010,25,STL,C,68,24,23,47,6,30,6.2,15,7,2,4,14,9,0,189,12.7,1107,16:17,39.0,45,30.0,43.0,41.1,steenal01
Jarret Stoll,122,2010,27,LAK,C,73,16,31,47,13,40,5.1,12,4,0,4,13,17,1,164,9.8,1272,17:25,34.0,189,610.0,481.0,55.9,stollja01
Jason Arnott,123,2010,35,NSH,C,63,19,27,46,0,26,5.1,13,6,0,3,15,12,0,216,8.8,1178,18:42,17.0,24,526.0,551.0,48.8,arnotja01
Steve Downie,124,2010,22,TBL,RW,79,22,24,46,14,208,5.9,15,7,0,1,20,4,0,116,19.0,1162,14:43,20.0,139,17.0,17.0,50.0,downist01
Brian Gionta,125,2010,31,MTL,RW,61,28,18,46,3,26,6.2,18,10,0,3,12,6,0,237,11.8,1266,20:45,33.0,36,7.0,6.0,53.8,giontbr01
Brenden Morrow,126,2010,31,DAL,LW,76,20,26,46,-3,69,4.3,10,9,1,2,16,10,0,155,12.9,1457,19:10,48.0,230,9.0,22.0,29.0,morrobr01
Joni Pitkänen,127,2010,26,CAR,D,71,6,40,46,-11,72,6.6,5,1,0,1,22,18,0,161,3.7,1944,27:23,122.0,66,0.0,0.0,,pitkajo01
J.P. Dumont,128,2010,31,NSH,RW,74,17,28,45,8,20,5.2,13,3,1,3,18,10,0,112,15.2,1093,14:46,19.0,20,0.0,0.0,,dumonjp01
Bill Guerin,129,2010,39,PIT,RW,78,21,24,45,-9,75,4.2,10,11,0,4,17,7,0,227,9.3,1367,17:32,13.0,77,14.0,14.0,50.0,gueribi01
Tomas Holmström,130,2010,37,DET,LW,68,25,20,45,5,60,6.1,12,13,0,5,11,9,0,131,19.1,1075,15:49,6.0,69,0.0,1.0,0.0,holmsto01
Ľubomír Višňovský,131,2010,33,TOT,D,73,15,30,45,-10,20,7.2,10,5,0,2,12,18,0,131,11.5,1599,21:54,105.0,37,0.0,0.0,,visnolu01
Niclas Bergfors,132,2010,22,TOT,RW,81,21,23,44,-10,10,4.5,12,9,0,6,17,6,0,217,9.7,1249,15:25,6.0,18,9.0,10.0,47.4,bergfni01
Todd Bertuzzi,133,2010,34,DET,RW,82,18,26,44,-7,80,4.2,14,4,0,4,19,7,0,216,8.3,1375,16:46,19.0,104,11.0,12.0,47.8,bertuto01
Zdeno Chára,134,2010,32,BOS,D,80,7,37,44,19,87,10.2,3,4,0,1,24,12,1,242,2.9,2030,25:22,102.0,149,1.0,1.0,50.0,charazd01
Brandon Dubinsky,135,2010,23,NYR,C,69,20,24,44,9,54,5.2,12,6,2,5,20,4,0,165,12.1,1349,19:33,36.0,129,347.0,328.0,51.4,dubinbr01
Christian Ehrhoff,136,2010,27,VAN,D,80,14,30,44,36,42,10.2,8,6,0,3,13,17,0,181,7.7,1823,22:47,82.0,54,0.0,0.0,,ehrhoch01
Niklas Hagman,137,2010,30,TOT,LW,82,25,19,44,-4,25,4.9,21,4,0,2,15,4,0,216,11.6,1322,16:07,29.0,34,11.0,26.0,29.7,hagmani01
Scott Hartnell,138,2010,27,PHI,RW,81,14,30,44,-6,155,4.0,6,8,0,4,24,6,0,171,8.2,1273,15:43,30.0,138,1.0,4.0,20.0,hartnsc01
Milan Hejduk,139,2010,33,COL,RW,56,23,21,44,6,10,5.4,15,8,0,4,12,9,0,153,15.0,1065,19:01,21.0,30,4.0,10.0,28.6,hejdumi01
Kris Versteeg,140,2010,23,CHI,RW,79,20,24,44,8,35,4.8,13,4,3,4,16,7,1,184,10.9,1242,15:44,26.0,35,77.0,106.0,42.1,verstkr01
Michael Frolík,141,2010,21,FLA,C,82,21,22,43,-4,43,4.3,16,5,0,1,17,5,0,219,9.6,1433,17:29,32.0,72,13.0,22.0,37.1,frolimi01
Paul Kariya*,142,2010,35,STL,LW,75,18,25,43,-7,36,4.3,15,3,0,2,16,9,0,221,8.1,1287,17:09,25.0,36,4.0,6.0,40.0,kariypa01
Bryan McCabe,143,2010,34,FLA,D,82,8,35,43,-4,83,7.1,5,3,0,1,19,16,0,169,4.7,1913,23:20,106.0,113,0.0,0.0,,mccabbr01
Mark Recchi*,144,2010,41,BOS,RW,81,18,25,43,4,34,4.6,10,8,0,2,20,5,0,152,11.8,1381,17:03,22.0,84,54.0,92.0,37.0,recchma01
Radim Vrbata,145,2010,28,PHX,RW,82,24,19,43,6,24,5.3,17,7,0,4,12,7,0,266,9.0,1330,16:13,22.0,17,2.0,5.0,28.6,vrbatra01
Shea Weber,146,2010,24,NSH,D,78,16,27,43,0,36,8.2,9,7,0,3,14,13,0,222,7.2,1807,23:10,106.0,165,0.0,0.0,,webersh01
Marek Židlický,147,2010,32,MIN,D,78,6,37,43,-16,67,6.3,2,4,0,3,17,20,0,116,5.2,1885,24:10,128.0,80,0.0,0.0,,zidlima01
Brad Boyes,148,2010,27,STL,C,82,14,28,42,1,26,3.9,12,2,0,3,20,8,0,197,7.1,1377,16:47,18.0,76,138.0,173.0,44.4,boyesbr01
Alexander Edler,149,2010,23,VAN,D,76,5,37,42,0,40,5.9,3,2,0,0,20,17,0,161,3.1,1721,22:39,115.0,84,0.0,2.0,0.0,edleral01
Kurtis Foster,150,2010,28,TBL,D,71,8,34,42,-5,48,6.2,5,3,0,1,11,23,0,165,4.8,1220,17:11,68.0,59,0.0,0.0,,fosteku01
Michal Handzuš,151,2010,32,LAK,C,81,20,22,42,4,38,4.2,14,5,1,6,16,5,1,117,17.1,1483,18:18,60.0,75,691.0,661.0,51.1,handzmi01
Jochen Hecht,152,2010,32,BUF,C,79,21,21,42,14,35,5.0,18,3,0,2,21,0,0,224,9.4,1358,17:11,43.0,44,143.0,172.0,45.4,hechtjo01
Antti Miettinen,153,2010,29,MIN,RW,79,20,22,42,-2,44,4.4,15,5,0,4,15,6,1,175,11.4,1426,18:03,30.0,87,35.0,48.0,42.2,miettan01
Brendan Morrison,154,2010,34,WSH,C,74,12,30,42,23,40,4.0,9,3,0,3,25,5,0,105,11.4,1164,15:44,31.0,33,499.0,471.0,51.4,morribr01
