Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Gabriel Landeskog,31,2014,21,COL,LW,81,26,39,65,21,71,8.1,21,5,0,4,34,5,0,222,11.7,1513,18:41,52.0,176,13.0,5.0,72.2,landega01
Bryan Little,32,2014,26,WPG,RW,82,23,41,64,8,58,7.2,13,8,2,1,32,7,2,170,13.5,1640,20:00,38.0,84,785.0,868.0,47.5,littlbr01
Ryan O'Reilly,33,2014,22,COL,C,80,28,36,64,-1,2,7.1,19,9,0,6,23,13,0,201,13.9,1586,19:49,43.0,22,192.0,179.0,51.8,oreilry01
Ryan Johansen,34,2014,21,CBJ,C,82,33,30,63,3,43,8.6,26,7,0,5,17,13,0,237,13.9,1447,17:39,37.0,114,682.0,611.0,52.7,johanry01
Nathan MacKinnon,35,2014,18,COL,C,82,24,39,63,20,26,7.7,16,8,0,5,30,9,0,241,10.0,1422,17:21,45.0,57,194.0,258.0,42.9,mackina01
Patrice Bergeron,36,2014,28,BOS,C,80,30,32,62,38,43,9.2,22,7,1,7,25,4,3,243,12.3,1439,17:59,57.0,52,1015.0,717.0,58.6,bergepa01
Alexander Steen,37,2014,29,STL,LW,68,33,29,62,17,46,9.1,25,7,1,9,17,10,2,211,15.6,1379,20:17,28.0,43,265.0,276.0,49.0,steenal01
Jakub Voráček,38,2014,24,PHI,RW,82,23,39,62,11,22,7.6,15,8,0,2,24,15,0,235,9.8,1415,17:15,20.0,19,4.0,2.0,66.7,voracja01
Jarome Iginla*,39,2014,36,BOS,RW,78,30,31,61,34,47,8.9,26,4,0,8,21,10,0,209,14.4,1421,18:13,27.0,142,8.0,29.0,21.6,iginlja01
Duncan Keith,40,2014,30,CHI,D,79,6,55,61,22,28,10.0,3,3,0,3,36,18,1,198,3.0,1947,24:39,89.0,36,0.0,0.0,,keithdu01
James Neal,41,2014,26,PIT,LW,59,27,34,61,15,55,8.7,16,11,0,4,19,15,0,238,11.3,1089,18:27,23.0,58,5.0,13.0,27.8,nealja01
Eric Staal,42,2014,29,CAR,C,79,21,40,61,-13,74,6.4,18,1,2,0,27,11,2,230,9.1,1603,20:17,28.0,67,754.0,676.0,52.7,staaler01
James van Riemsdyk,43,2014,24,TOR,LW,80,30,31,61,-9,50,7.1,19,9,2,3,23,6,2,279,10.8,1685,21:03,29.0,118,46.0,67.0,40.7,vanrija01
Marián Hossa*,44,2014,35,CHI,RW,72,30,30,60,28,20,8.6,23,4,3,4,20,9,1,241,12.4,1316,18:16,26.0,43,1.0,2.0,33.3,hossama01
T.J. Oshie,45,2014,27,STL,RW,79,21,39,60,19,42,7.4,14,5,2,5,28,10,1,152,13.8,1500,18:59,54.0,77,28.0,38.0,42.4,oshietj01
Max Pacioretty,46,2014,25,MTL,LW,73,39,21,60,8,35,9.6,28,10,1,11,14,7,0,270,14.4,1350,18:29,33.0,69,6.0,4.0,60.0,pacioma01
Jason Pominville,47,2014,31,MIN,RW,82,30,30,60,3,16,7.6,23,7,0,5,20,10,0,226,13.3,1524,18:35,31.0,23,87.0,72.0,54.7,pominja01
Wayne Simmonds,48,2014,25,PHI,RW,82,29,31,60,-4,106,7.5,14,15,0,4,22,9,0,209,13.9,1375,16:46,35.0,132,1.0,1.0,50.0,simmowa01
Paul Stastny,49,2014,28,COL,C,71,25,35,60,9,22,7.3,21,4,0,4,23,11,1,150,16.7,1306,18:24,46.0,54,655.0,555.0,54.1,stastpa01
Milan Lucic,50,2014,25,BOS,LW,80,24,35,59,30,91,7.9,21,3,0,5,26,9,0,153,15.7,1390,17:23,22.0,240,61.0,70.0,46.6,lucicmi01
Ondřej Palát,51,2014,22,TBL,LW,81,23,36,59,32,20,7.9,18,3,2,3,26,8,2,165,13.9,1461,18:02,64.0,146,5.0,32.0,13.5,palaton01
Mats Zuccarello,52,2014,26,NYR,LW,77,19,40,59,11,32,7.3,14,4,1,4,27,13,0,170,11.2,1320,17:08,41.0,116,3.0,5.0,37.5,zuccama01
Valtteri Filppula,53,2014,29,TBL,C,75,25,33,58,5,20,6.8,19,6,0,2,19,14,0,131,19.1,1499,19:59,33.0,33,693.0,633.0,52.3,filppva01
Frans Nielsen,54,2014,29,NYI,C,80,25,33,58,-11,8,6.3,18,5,2,0,17,15,1,167,15.0,1467,18:20,47.0,39,534.0,550.0,49.3,nielsfr01
Kyle Turris,55,2014,24,OTT,C,82,26,32,58,22,39,7.5,18,6,2,5,23,8,1,215,12.1,1536,18:44,33.0,45,724.0,705.0,50.7,turriky01
David Backes,56,2014,29,STL,C,74,27,30,57,14,119,7.6,17,10,0,5,24,6,0,165,16.4,1447,19:33,56.0,273,621.0,580.0,51.7,backeda01
Jussi Jokinen,57,2014,30,PIT,LW,81,21,36,57,12,18,7.1,15,6,0,4,21,15,0,172,12.2,1272,15:42,31.0,34,160.0,139.0,53.5,jokinju01
David Perron,58,2014,25,EDM,LW,78,28,29,57,-16,90,6.5,19,8,1,2,24,5,0,220,12.7,1492,19:08,20.0,116,13.0,26.0,33.3,perroda01
Derek Stepan,59,2014,23,NYR,C,82,17,40,57,12,18,6.6,12,5,0,2,24,13,3,199,8.5,1481,18:03,46.0,30,683.0,829.0,45.2,stepade01
Dustin Byfuglien,60,2014,28,WPG,D,78,20,36,56,-20,86,8.3,12,8,0,1,18,18,0,256,7.8,1801,23:05,80.0,213,0.0,2.0,0.0,byfugdu01
Ryan Nugent-Hopkins,61,2014,20,EDM,C,80,19,37,56,-12,26,5.4,13,6,0,4,23,14,0,178,10.7,1632,20:24,35.0,72,543.0,737.0,42.4,nugenry01
Zach Parise,62,2014,29,MIN,LW,67,29,27,56,10,30,7.6,14,14,1,5,21,6,0,245,11.8,1369,20:26,45.0,70,10.0,14.0,41.7,parisza01
Jaden Schwartz,63,2014,21,STL,LW,80,25,31,56,28,27,7.9,17,5,3,1,26,5,0,188,13.3,1402,17:32,32.0,54,44.0,34.0,56.4,schwaja01
Shea Weber,64,2014,28,NSH,D,79,23,33,56,-2,52,10.8,11,12,0,4,19,14,0,195,11.8,2125,26:54,173.0,169,0.0,0.0,,webersh01
Victor Hedman,65,2014,23,TBL,D,75,13,42,55,5,53,9.0,10,3,0,2,25,11,6,170,7.6,1683,22:26,101.0,86,0.0,0.0,,hedmavi01
Clarke MacArthur,66,2014,28,OTT,LW,79,24,31,55,12,78,6.8,15,8,1,5,22,7,2,159,15.1,1393,17:38,20.0,108,15.0,17.0,46.9,macarcl01
Logan Couture,67,2014,24,SJS,C,65,23,31,54,21,20,7.3,17,4,2,6,20,8,2,233,9.9,1231,18:56,68.0,16,479.0,471.0,50.4,coutulo01
Jiří Hudler,68,2014,30,CGY,C,75,17,37,54,4,16,5.9,15,2,0,1,26,11,0,109,15.6,1413,18:51,15.0,35,4.0,18.0,18.2,hudleji01
Mikko Koivu,69,2014,30,MIN,C,65,11,43,54,0,24,5.0,9,2,0,4,25,16,2,147,7.5,1361,20:56,32.0,33,719.0,592.0,54.8,koivumi01
Andrew Ladd,70,2014,28,WPG,LW,78,23,31,54,8,57,6.2,19,4,0,2,21,8,2,189,12.2,1539,19:44,42.0,154,24.0,38.0,38.7,laddan01
Jeff Skinner,71,2014,21,CAR,LW,71,33,21,54,-14,22,7.6,22,11,0,6,12,9,0,274,12.0,1221,17:12,8.0,22,23.0,28.0,45.1,skinnje01
Patrik Eliáš,72,2014,37,NJD,LW,65,18,35,53,-4,30,6.1,12,4,2,1,18,13,4,116,15.5,1162,17:53,19.0,26,276.0,401.0,40.8,eliaspa01
Patric Hörnqvist,73,2014,27,NSH,RW,76,22,31,53,1,28,6.3,15,7,0,6,21,10,0,248,8.9,1281,16:52,34.0,77,0.0,6.0,0.0,hornqpa01
Brad Marchand,74,2014,25,BOS,LW,82,25,28,53,36,64,7.8,19,1,5,5,27,1,0,149,16.8,1308,15:57,23.0,73,6.0,17.0,26.1,marchbr03
P.K. Subban,75,2014,24,MTL,D,82,10,43,53,-4,81,9.3,6,4,0,1,24,19,0,204,4.9,2019,24:37,125.0,135,0.0,0.0,,subbapk01
Keith Yandle,76,2014,27,PHX,D,82,8,45,53,-23,63,6.8,5,3,0,2,17,28,0,241,3.3,1980,24:09,105.0,22,0.0,0.0,,yandlke01
David Desharnais,77,2014,27,MTL,C,79,16,36,52,11,24,6.1,13,3,0,2,24,12,0,96,16.7,1359,17:12,35.0,23,611.0,591.0,50.8,deshada01
Scott Hartnell,78,2014,31,PHI,LW,78,20,32,52,11,103,6.3,11,9,0,3,21,11,0,207,9.7,1317,16:53,39.0,155,4.0,14.0,22.2,hartnsc01
Craig Smith,79,2014,24,NSH,C,79,24,28,52,16,22,7.0,17,7,0,4,25,3,0,215,11.2,1296,16:24,21.0,54,3.0,16.0,15.8,smithcr01
Mikkel Bødker,80,2014,24,PHX,LW,82,19,32,51,-9,20,5.0,14,5,0,1,21,11,0,166,11.4,1428,17:25,16.0,105,3.0,4.0,42.9,boedkmi01
David Legwand,81,2014,33,TOT,C,83,14,37,51,-17,61,4.2,8,6,0,4,24,13,0,146,9.6,1409,16:59,38.0,49,585.0,571.0,50.6,legwada01
Matt Moulson,82,2014,30,TOT,LW,75,23,28,51,2,34,6.5,14,9,0,5,18,10,0,176,13.1,1348,17:58,43.0,46,2.0,7.0,22.2,moulsma01
Alex Pietrangelo,83,2014,24,STL,D,81,8,43,51,20,32,10.4,6,2,0,1,26,16,1,164,4.9,2054,25:22,164.0,24,0.0,0.0,,pietral01
Brad Richards,84,2014,33,NYR,C,82,20,31,51,-8,18,5.4,15,5,0,2,17,14,0,259,7.7,1531,18:40,43.0,24,512.0,517.0,49.8,richabr01
Reilly Smith,85,2014,22,BOS,RW,82,20,31,51,28,14,6.9,14,6,0,3,23,8,0,146,13.7,1206,14:42,14.0,63,0.0,2.0,0.0,smithre01
Radim Vrbata,86,2014,32,PHX,RW,80,20,31,51,-6,22,5.2,10,10,0,2,20,11,0,263,7.6,1437,17:57,27.0,68,17.0,26.0,39.5,vrbatra01
James Wisniewski,87,2014,29,CBJ,D,75,7,44,51,0,61,8.3,4,3,0,1,19,25,0,166,4.2,1697,22:37,73.0,100,0.0,0.0,,wisnija01
Jeff Carter,88,2014,29,LAK,C,72,27,23,50,8,44,7.0,18,8,1,5,17,6,0,256,10.5,1365,18:57,29.0,68,336.0,308.0,52.2,carteje01
Brandon Dubinsky,89,2014,27,CBJ,C,76,16,34,50,5,98,5.3,10,4,2,2,26,6,2,189,8.5,1427,18:47,37.0,234,578.0,512.0,53.0,dubinbr01
Tyler Johnson,90,2014,23,TBL,C,82,24,26,50,23,26,6.5,14,5,5,4,20,5,1,181,13.3,1540,18:47,37.0,55,614.0,661.0,48.2,johnsty01
Nazem Kadri,91,2014,23,TOR,C,78,20,30,50,-11,67,5.2,13,7,0,2,19,11,0,148,13.5,1356,17:23,34.0,141,510.0,617.0,45.3,kadrina01
Henrik Sedin*,92,2014,33,VAN,C,70,11,39,50,3,42,4.9,7,4,0,1,25,14,0,97,11.3,1447,20:40,19.0,43,574.0,523.0,52.3,sedinhe01
Daniel Alfredsson*,93,2014,41,DET,RW,68,18,31,49,2,10,5.8,14,4,0,4,17,14,0,151,11.9,1151,16:56,25.0,59,5.0,9.0,35.7,alfreda01
Nick Bonino,94,2014,25,ANA,C,77,22,27,49,14,22,6.0,15,7,0,2,14,13,0,159,13.8,1250,16:14,68.0,28,583.0,611.0,48.8,boninni01
Tyler Bozak,95,2014,27,TOR,C,58,19,30,49,2,14,5.7,13,5,1,1,27,3,0,90,21.1,1215,20:57,42.0,62,681.0,718.0,48.7,bozakty01
Mike Fisher,96,2014,33,NSH,C,75,20,29,49,-4,60,5.0,16,4,0,4,22,7,0,177,11.3,1482,19:45,73.0,144,596.0,550.0,52.0,fishemi01
Niklas Kronwall,97,2014,33,DET,D,79,8,41,49,0,44,8.1,3,5,0,0,20,20,1,110,7.3,1921,24:19,154.0,93,0.0,0.0,,kronwni01
Joel Ward,98,2014,33,WSH,RW,82,24,25,49,7,32,6.2,16,6,2,4,21,4,0,133,18.0,1318,16:04,67.0,54,90.0,109.0,45.2,wardjo02
Brent Burns,99,2014,28,SJS,RW,69,22,26,48,26,34,6.9,20,2,0,3,17,9,0,245,9.0,1160,16:49,24.0,145,61.0,70.0,46.6,burnsbr01
Gustav Nyquist,100,2014,24,DET,RW,57,28,20,48,16,10,7.7,22,6,0,6,17,3,0,153,18.3,961,16:51,14.0,18,5.0,4.0,55.6,nyquigu01
Bobby Ryan,101,2014,26,OTT,RW,70,23,25,48,7,45,6.1,17,6,0,2,22,3,0,190,12.1,1181,16:52,30.0,104,8.0,5.0,61.5,ryanbo01
Carl Söderberg,102,2014,28,BOS,C,73,16,32,48,4,36,5.4,11,5,0,3,21,11,0,129,12.4,1041,14:16,36.0,52,139.0,189.0,42.4,soderca01
Travis Zajac,103,2014,28,NJD,C,80,18,30,48,3,28,5.2,15,3,0,3,18,12,0,165,10.9,1625,20:19,25.0,53,761.0,633.0,54.6,zajactr01
Henrik Zetterberg,104,2014,33,DET,C,45,16,32,48,19,20,6.5,13,3,0,1,18,14,0,151,10.6,925,20:33,15.0,23,259.0,230.0,53.0,zettehe01
Shane Doan,105,2014,37,PHX,RW,69,23,24,47,-7,34,5.3,13,10,0,4,15,9,0,167,13.8,1307,18:56,22.0,135,6.0,6.0,50.0,doansh01
Mark Giordano,106,2014,30,CGY,D,64,14,33,47,12,63,9.8,7,7,0,2,17,13,3,180,7.8,1615,25:14,103.0,73,0.0,0.0,,giordma01
Mike Ribeiro,107,2014,33,PHX,C,80,16,31,47,-13,52,4.0,12,4,0,3,20,11,0,110,14.5,1440,18:00,18.0,72,391.0,512.0,43.3,ribeimi01
Brandon Saad,108,2014,21,CHI,LW,78,19,28,47,20,20,5.7,16,3,0,2,20,6,2,159,11.9,1271,16:17,20.0,48,50.0,72.0,41.0,saadbr01
Daniel Sedin*,109,2014,33,VAN,LW,73,16,31,47,0,38,4.9,11,5,0,4,18,13,0,224,7.1,1504,20:36,21.0,37,8.0,19.0,29.6,sedinda01
Matt Niskanen,110,2014,27,PIT,D,81,10,36,46,33,51,11.1,7,3,0,6,24,12,0,162,6.2,1725,21:18,76.0,124,0.0,0.0,,niskama01
Derick Brassard,111,2014,26,NYR,C,81,18,27,45,2,46,5.3,11,7,0,4,16,11,0,159,11.3,1280,15:48,19.0,124,469.0,508.0,48.0,brassde01
Mike Cammalleri,112,2014,31,CGY,C,63,26,19,45,-13,26,5.5,20,6,0,8,11,8,0,191,13.6,1250,19:51,29.0,26,88.0,103.0,46.1,cammami01
Mason Raymond,113,2014,28,TOR,LW,82,19,26,45,-6,22,4.6,12,6,1,4,20,5,1,178,10.7,1421,17:20,24.0,38,7.0,9.0,43.8,raymoma01
Kevin Shattenkirk,114,2014,25,STL,D,81,10,35,45,1,38,7.9,3,7,0,5,15,19,1,188,5.3,1666,20:34,101.0,72,0.0,0.0,,shattke01
Antoine Vermette,115,2014,31,PHX,C,82,24,21,45,0,44,5.0,14,7,3,4,15,6,0,160,15.0,1575,19:13,71.0,90,1005.0,778.0,56.4,vermean01
Oliver Ekman-Larsson,116,2014,22,PHX,D,80,15,29,44,-4,50,8.3,7,8,0,6,15,14,0,199,7.5,2072,25:54,80.0,134,0.0,1.0,0.0,ekmanol01
Cody Hodgson,117,2014,23,BUF,C,72,20,24,44,-26,20,4.5,11,9,0,0,14,10,0,182,11.0,1306,18:09,22.0,47,453.0,516.0,46.7,hodgsco01
Marcus Johansson,118,2014,23,WSH,C,80,8,36,44,-21,4,2.5,2,6,0,1,21,15,0,107,7.5,1403,17:32,27.0,49,95.0,179.0,34.7,johanma03
Joffrey Lupul,119,2014,30,TOR,LW,69,22,22,44,-15,44,4.7,16,6,0,1,16,6,0,191,11.5,1274,18:28,35.0,118,24.0,31.0,43.6,lupuljo01
Andrej Sekera,120,2014,27,CAR,D,74,11,33,44,4,20,8.6,6,4,1,1,22,11,0,142,7.7,1752,23:41,127.0,54,0.0,0.0,,sekeran01
Mark Streit,121,2014,36,PHI,D,82,10,34,44,3,44,7.5,6,4,0,2,23,11,0,121,8.3,1693,20:39,108.0,41,0.0,0.0,,streima01
Troy Brouwer,122,2014,28,WSH,RW,82,25,18,43,-6,92,4.7,13,12,0,3,9,9,0,161,15.5,1546,18:51,39.0,210,223.0,213.0,51.1,brouwtr01
Tyler Ennis,123,2014,24,BUF,C,80,21,22,43,-25,42,4.3,15,6,0,0,12,10,0,210,10.0,1508,18:51,53.0,89,242.0,383.0,38.7,ennisty01
Aleš Hemský,124,2014,30,TOT,RW,75,13,30,43,-15,24,3.7,11,2,0,1,19,11,0,138,9.4,1197,15:58,33.0,37,1.0,3.0,25.0,hemskal01
Adam Henrique,125,2014,23,NJD,C,77,25,18,43,3,20,5.8,15,7,3,4,11,5,2,137,18.2,1390,18:03,50.0,73,407.0,511.0,44.3,henriad01
Olli Jokinen,126,2014,35,WPG,C,82,18,25,43,-8,62,4.0,16,2,0,1,19,6,0,171,10.5,1396,17:01,45.0,120,612.0,718.0,46.0,jokinol01
Ryan Kesler,127,2014,29,VAN,C,77,25,18,43,-15,81,4.6,15,9,1,5,11,7,0,239,10.5,1680,21:49,68.0,133,740.0,666.0,52.6,keslery01
Andrei Markov,128,2014,35,MTL,D,81,7,36,43,12,34,9.2,4,2,1,1,17,19,0,131,5.3,2044,25:14,180.0,49,0.0,0.0,,markoan01
Ryan McDonagh,129,2014,24,NYR,D,77,14,29,43,11,36,9.8,9,2,3,4,17,11,1,177,7.9,1911,24:49,131.0,88,0.0,0.0,,mcdonry01
Mathieu Perreault,130,2014,26,ANA,C,69,18,25,43,13,36,5.5,14,4,0,1,20,5,0,120,15.0,957,13:52,15.0,73,437.0,393.0,52.7,perrema01
Tomáš Plekanec,131,2014,31,MTL,C,81,20,23,43,11,38,5.2,14,3,3,5,16,7,0,199,10.1,1602,19:47,45.0,44,822.0,891.0,48.0,plekato01
Ryan Suter,132,2014,29,MIN,D,82,8,35,43,15,34,9.5,5,3,0,0,20,14,1,150,5.3,2412,29:25,132.0,72,1.0,0.0,100.0,suterry01
Vladimir Tarasenko,133,2014,22,STL,RW,64,21,22,43,20,16,6.4,16,5,0,3,20,2,0,136,15.4,971,15:10,9.0,22,2.0,4.0,33.3,tarasvl01
Justin Williams,134,2014,32,LAK,RW,82,19,24,43,14,48,5.5,15,4,0,1,21,3,0,239,7.9,1390,16:57,21.0,44,2.0,8.0,20.0,williju01
Jason Chimera,135,2014,34,WSH,LW,82,15,27,42,4,36,4.4,14,1,0,0,22,4,1,167,9.0,1264,15:25,30.0,140,38.0,49.0,43.7,chimeja01
Andrew Cogliano,136,2014,26,ANA,C,82,21,21,42,13,26,5.2,18,0,3,5,18,0,2,157,13.4,1262,15:24,36.0,94,11.0,16.0,40.7,coglian01
Michael Frolík,137,2014,25,WPG,RW,81,15,27,42,8,12,4.3,14,1,0,2,25,1,1,189,7.9,1351,16:40,51.0,41,43.0,25.0,63.2,frolimi01
Alex Goligoski,138,2014,28,DAL,D,81,6,36,42,9,28,7.4,3,3,0,0,24,12,0,141,4.3,1969,24:19,153.0,92,0.0,1.0,0.0,goligal01
Teddy Purcell,139,2014,28,TBL,RW,81,12,30,42,-3,14,3.5,9,3,0,4,16,14,0,157,7.6,1334,16:28,12.0,13,4.0,12.0,25.0,purcete01
Alexander Semin,140,2014,29,CAR,RW,65,22,20,42,1,42,5.4,15,6,1,3,14,6,0,210,10.5,1294,19:55,30.0,22,1.0,9.0,10.0,seminal01
Marek Židlický,141,2014,36,NJD,D,81,12,30,42,-3,60,8.3,4,8,0,2,18,10,2,128,9.4,1754,21:39,81.0,124,0.0,0.0,,zidlima01
Johan Franzén,142,2014,34,DET,RW,54,16,25,41,6,40,5.1,9,7,0,4,15,10,0,149,10.7,954,17:39,23.0,66,119.0,106.0,52.9,franzjo01
Brendan Gallagher,143,2014,21,MTL,RW,81,19,22,41,4,73,5.0,11,8,0,0,21,1,0,211,9.0,1293,15:58,36.0,38,47.0,81.0,36.7,gallabr01
Mikael Granlund,144,2014,21,MIN,C,63,8,33,41,-3,22,3.5,6,2,0,2,23,10,0,104,7.7,1091,17:19,46.0,38,415.0,374.0,52.6,granlmi01
Evander Kane,145,2014,22,WPG,LW,63,19,22,41,-7,66,4.1,16,1,2,4,18,4,0,250,7.6,1278,20:17,36.0,173,45.0,60.0,42.9,kaneev01
Alex Killorn,146,2014,24,TBL,C,82,17,24,41,8,63,4.3,14,3,0,2,19,5,0,173,9.8,1376,16:47,31.0,77,74.0,98.0,43.0,killoal01
Mike Richards,147,2014,28,LAK,C,82,11,30,41,-6,28,3.5,6,4,1,3,21,8,1,157,7.0,1392,16:59,21.0,73,489.0,418.0,53.9,richami02
Brayden Schenn,148,2014,22,PHI,C,82,20,21,41,0,54,4.6,16,4,0,6,16,5,0,178,11.2,1291,15:45,37.0,200,296.0,389.0,43.2,schenbr01
Brent Seabrook,149,2014,28,CHI,D,82,7,34,41,23,22,7.9,3,3,1,0,28,6,0,149,4.7,1826,22:16,142.0,171,0.0,0.0,,seabrbr01
Cam Atkinson,150,2014,24,CBJ,RW,79,21,19,40,-4,18,4.6,16,4,1,5,14,5,0,216,9.7,1247,15:47,38.0,55,0.0,0.0,,atkinca01
Zdeno Chára,151,2014,36,BOS,D,77,17,23,40,25,66,9.2,7,10,0,3,17,5,1,168,10.1,1898,24:39,104.0,163,0.0,0.0,,charazd01
Brian Gionta,152,2014,35,MTL,RW,81,18,22,40,1,22,4.4,16,2,0,3,16,5,1,184,9.8,1446,17:51,52.0,46,23.0,37.0,38.3,giontbr01
Martin Hanzal,153,2014,26,PHX,C,65,15,25,40,-9,73,3.7,10,5,0,2,17,8,0,169,8.9,1214,18:41,37.0,200,599.0,500.0,54.5,hanzama01
Roman Josi,154,2014,23,NSH,D,72,13,27,40,-2,18,7.6,10,3,0,2,17,10,0,168,7.7,1902,26:25,150.0,32,0.0,0.0,,josiro01
Torey Krug,155,2014,22,BOS,D,79,14,26,40,18,28,8.1,8,6,0,2,13,13,0,183,7.7,1383,17:31,77.0,50,1.0,1.0,50.0,krugto01
