Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
P.A. Parenteau,79,2011,27,NYI,LW,81,20,33,53,-8,46,5.2,11,9,0,2,22,11,0,161,12.4,1476,18:13,28,117,11,19,36.7,parenpi01
Chris Stewart,80,2011,23,TOT,RW,62,28,25,53,-6,53,6.7,16,12,0,5,21,4,0,162,17.3,1084,17:29,18,56,13,19,40.6,stewach02
Patrik Berglund,81,2011,22,STL,C,81,22,30,52,-3,26,5.6,14,8,0,1,20,9,1,175,12.6,1392,17:11,33,116,450,524,46.2,berglpa01
Erik Cole,82,2011,32,CAR,LW,82,26,26,52,-1,49,5.9,22,3,1,9,20,5,1,201,12.9,1514,18:27,34,223,7,27,20.6,coleer01
Michael Grabner,83,2011,23,NYI,RW,76,34,18,52,13,10,8.1,26,2,6,3,15,2,1,228,14.9,1146,15:05,24,22,2,4,33.3,grabnmi01
Jussi Jokinen,84,2011,27,CAR,LW,70,19,33,52,3,24,5.8,11,8,0,1,23,10,0,136,14.0,1206,17:13,36,43,166,148,52.9,jokinju01
Jason Pominville,85,2011,28,BUF,RW,73,22,30,52,1,15,5.8,16,5,1,2,21,9,0,215,10.2,1325,18:09,50,35,67,88,43.2,pominja01
Drew Stafford,86,2011,25,BUF,RW,62,31,21,52,13,34,7.8,20,11,0,4,13,8,0,179,17.3,1025,16:32,5,53,17,39,30.4,staffdr01
Toby Enström,87,2011,26,ATL,D,72,10,41,51,-10,54,7.4,4,6,0,0,18,22,1,113,8.8,1705,23:41,137,30,0,0,,enstrto01
Teddy Purcell,88,2011,25,TBL,RW,81,17,34,51,5,10,5.7,14,3,0,1,16,18,0,196,8.7,1142,14:06,16,21,12,25,32.4,purcete01
Alexander Steen,89,2011,26,STL,C,72,20,31,51,-3,26,5.3,17,1,2,5,22,9,0,218,9.2,1408,19:33,28,39,41,65,38.7,steenal01
James Wisniewski,90,2011,26,TOT,D,75,10,41,51,-14,38,7.6,3,7,0,2,19,22,0,158,6.3,1721,22:56,119,105,0,0,,wisnija01
Rene Bourque,91,2011,29,CGY,LW,80,27,23,50,-17,42,5.1,20,6,1,6,12,9,2,218,12.4,1420,17:45,26,90,7,17,29.2,bourqre01
Dan Boyle,92,2011,34,SJS,D,76,9,41,50,2,67,8.3,5,4,0,2,18,23,0,199,4.5,1994,26:14,139,55,0,2,0.0,boyleda01
Christian Ehrhoff,93,2011,28,VAN,D,79,14,36,50,19,52,10.4,8,6,0,3,13,22,1,209,6.7,1895,23:59,108,54,0,0,,ehrhoch01
Martin Erat,94,2011,29,NSH,LW,64,17,33,50,14,22,5.9,10,7,0,3,25,8,0,135,12.6,1158,18:06,21,57,19,25,43.2,eratma01
Sergei Kostitsyn,95,2011,23,NSH,LW,77,23,27,50,10,20,6.4,18,4,1,2,18,9,0,93,24.7,1170,15:11,15,41,1,5,16.7,kostise01
Kris Letang,96,2011,23,PIT,D,82,8,42,50,15,101,9.8,4,4,0,2,21,20,1,236,3.4,1971,24:02,109,167,1,0,100.0,letankr01
Andy McDonald,97,2011,33,STL,C,58,20,30,50,18,26,6.5,14,5,1,3,18,12,0,180,11.1,1162,20:02,27,40,207,142,59.3,mcdonan01
Mikael Samuelsson,98,2011,34,VAN,RW,75,18,32,50,8,36,5.5,13,5,0,2,18,14,0,215,8.4,1247,16:38,21,76,9,19,32.1,samuemi01
Tyler Ennis,99,2011,21,BUF,C,82,20,29,49,0,30,5.3,15,5,0,1,20,9,0,210,9.5,1285,15:40,27,42,2,7,22.2,ennisty01
Scott Hartnell,100,2011,28,PHI,RW,82,24,25,49,14,142,5.9,20,4,0,4,19,6,0,177,13.6,1362,16:36,38,168,5,5,50.0,hartnsc01
Stephen Weiss,101,2011,27,FLA,C,76,21,28,49,-9,49,4.9,16,3,2,1,12,16,0,172,12.2,1528,20:06,44,52,689,590,53.9,weissst01
Alexandre Burrows,102,2011,29,VAN,LW,72,26,22,48,26,77,6.9,24,1,1,4,21,0,1,152,17.1,1226,17:02,24,84,6,8,42.9,burroal01
Ryan Callahan,103,2011,25,NYR,RW,60,23,25,48,-7,46,5.6,13,10,0,5,18,5,2,179,12.8,1194,19:54,77,224,2,15,11.8,callary01
Marián Gáborík,104,2011,28,NYR,RW,62,22,26,48,8,18,6.2,15,7,0,4,17,9,0,192,11.5,1121,18:05,22,46,0,0,,gaborma01
Patric Hörnqvist,105,2011,24,NSH,RW,79,21,27,48,11,47,5.9,15,6,0,5,19,8,0,265,7.9,1242,15:44,36,86,22,23,48.9,hornqpa01
Chris Kunitz,106,2011,31,PIT,LW,66,23,25,48,18,47,6.5,15,7,1,2,20,4,1,133,17.3,1206,18:17,14,155,4,4,50.0,kunitch01
Brooks Laich,107,2011,27,WSH,C,82,16,32,48,14,46,5.1,11,4,1,3,21,9,2,207,7.7,1511,18:25,54,112,268,254,51.3,laichbr01
Bryan Little,108,2011,23,ATL,C,76,18,30,48,11,33,5.3,14,2,2,1,21,8,1,158,11.4,1403,18:27,30,40,607,704,46.3,littlbr01
Brian Rafalski,109,2011,37,DET,D,63,4,44,48,11,22,7.4,4,0,0,0,27,17,0,106,3.8,1287,20:25,54,49,0,0,,rafalbr01
Mark Recchi*,110,2011,42,BOS,RW,81,14,34,48,13,35,4.8,8,6,0,6,22,11,1,132,10.6,1304,16:06,25,81,52,45,53.6,recchma01
Brent Seabrook,111,2011,25,CHI,D,82,9,39,48,0,47,7.7,4,5,0,1,22,15,2,135,6.7,2000,24:23,154,227,0,0,,seabrbr01
Radim Vrbata,112,2011,29,PHX,RW,79,19,29,48,5,20,5.0,9,10,0,2,22,7,0,240,7.9,1293,16:22,22,42,2,5,28.6,vrbatra01
Shea Weber,113,2011,25,NSH,D,82,16,32,48,7,56,10.1,9,6,1,3,21,11,0,254,6.3,2076,25:19,113,211,0,0,,webersh01
Derick Brassard,114,2011,23,CBJ,C,74,17,30,47,-11,55,4.1,11,6,0,3,20,10,0,183,9.3,1260,17:02,14,121,414,474,46.6,brassde01
Mike Cammalleri,115,2011,28,MTL,C,67,19,28,47,2,33,5.4,12,7,0,2,14,14,0,193,9.8,1238,18:29,19,17,33,41,44.6,cammami01
Tomáš Kaberle,116,2011,32,TOT,D,82,4,43,47,4,18,7.5,4,0,0,1,18,25,0,130,3.1,1813,22:07,140,37,0,0,,kaberto01
Ryan Smyth,117,2011,34,LAK,LW,82,23,24,47,-1,35,5.3,14,9,0,2,19,5,0,195,11.8,1479,18:02,18,25,57,75,43.2,smythry01
Antoine Vermette,118,2011,28,CBJ,C,82,19,28,47,0,60,4.3,15,3,1,3,21,7,0,183,10.4,1543,18:49,47,123,856,684,55.6,vermean01
Andrew Brunette,119,2011,37,MIN,LW,82,18,28,46,-7,16,4.5,10,8,0,3,18,10,0,117,15.4,1378,16:48,31,27,7,11,38.9,brunean01
Brent Burns,120,2011,25,MIN,D,80,17,29,46,-10,98,8.6,9,8,0,3,22,6,1,170,10.0,2004,25:03,106,133,1,1,50.0,burnsbr01
Daniel Cleary,121,2011,32,DET,LW,68,26,20,46,-1,20,5.6,21,5,0,8,17,3,0,192,13.5,1131,16:38,25,112,35,56,38.5,clearda01
Blake Comeau,122,2011,24,NYI,RW,77,24,22,46,-17,43,4.6,18,5,1,3,15,7,0,182,13.2,1439,18:41,32,118,34,77,30.6,comeabl01
Matt D'Agostini,123,2011,24,STL,RW,82,21,25,46,8,40,5.6,15,6,0,5,17,8,0,163,12.9,1210,14:46,36,70,21,34,38.2,dagosma01
Brian Gionta,124,2011,32,MTL,RW,82,29,17,46,3,24,5.8,20,7,2,6,13,4,0,298,9.7,1609,19:37,31,87,19,40,32.2,giontbr01
Alex Goligoski,125,2011,25,TOT,D,83,14,32,46,20,40,10.2,7,7,0,4,15,17,0,162,8.6,1846,22:14,106,75,0,0,,goligal01
John-Michael Liles,126,2011,30,COL,D,76,6,40,46,-9,35,6.1,3,3,0,0,25,15,0,163,3.7,1673,22:01,153,59,0,0,,lilesjo01
Kris Versteeg,127,2011,24,TOT,RW,80,21,25,46,-9,53,4.4,14,6,1,0,17,8,0,180,11.7,1418,17:44,56,45,63,67,48.5,verstkr01
Jakub Voráček,128,2011,21,CBJ,RW,80,14,32,46,-3,26,3.9,12,2,0,2,26,6,0,183,7.7,1358,16:58,22,55,24,41,36.9,voracja01
Todd Bertuzzi,129,2011,35,DET,RW,81,16,29,45,-7,71,3.8,14,2,0,2,24,5,0,138,11.6,1293,15:57,21,110,18,22,45.0,bertuto01
David Jones,130,2011,26,COL,RW,77,27,18,45,-2,28,5.2,21,6,0,4,14,3,1,153,17.6,1361,17:41,38,93,10,11,47.6,jonesda01
Erik Karlsson,131,2011,20,OTT,D,75,13,32,45,-30,50,6.7,9,4,0,4,14,17,1,182,7.1,1764,23:31,74,32,0,0,,karlser01
Duncan Keith,132,2011,27,CHI,D,82,7,38,45,-1,22,7.2,3,3,1,1,19,19,0,173,4.0,2205,26:53,149,45,0,0,,keithdu01
Tyler Kennedy,133,2011,24,PIT,C,80,21,24,45,1,37,5.4,14,7,0,2,17,7,0,234,9.0,1162,14:32,23,95,27,33,45.0,kennety01
Saku Koivu,134,2011,36,ANA,C,75,15,30,45,-8,36,3.7,11,4,0,3,19,11,0,104,14.4,1435,19:08,35,48,707,632,52.8,koivusa01
Andrei Kostitsyn,135,2011,25,MTL,LW,81,20,25,45,3,36,5.2,15,5,0,6,19,6,0,196,10.2,1287,15:53,26,140,0,2,0.0,kostian01
James Neal,136,2011,23,TOT,LW,79,22,23,45,7,66,5.4,17,5,0,3,18,5,0,212,10.4,1382,17:30,26,159,8,15,34.8,nealja01
Dustin Penner,137,2011,28,TOT,RW,81,23,22,45,-12,47,4.4,16,6,1,3,20,2,0,173,13.3,1468,18:07,30,90,131,175,42.8,pennedu01
Derek Stepan,138,2011,20,NYR,C,82,21,24,45,8,20,5.4,18,3,0,3,17,7,0,166,12.7,1348,16:27,26,83,277,442,38.5,stepade01
Artem Anisimov,139,2011,22,NYR,C,82,18,26,44,3,20,4.8,15,3,0,2,21,5,0,190,9.5,1329,16:12,45,74,306,382,44.5,anisiar01
Zdeno Chára,140,2011,33,BOS,D,81,14,30,44,33,88,10.0,5,8,1,2,22,7,1,264,5.3,2060,25:26,111,153,0,0,,charazd01
Frans Nielsen,141,2011,26,NYI,C,71,13,31,44,13,38,4.7,6,0,7,1,22,8,1,156,8.3,1261,17:46,62,22,439,512,46.2,nielsfr01
Blake Wheeler,142,2011,24,TOT,RW,81,18,26,44,10,46,4.8,18,0,0,2,21,5,0,179,10.1,1316,16:15,47,74,52,96,35.1,wheelbl01
Travis Zajac,143,2011,25,NJD,C,82,13,31,44,-6,24,4.1,10,2,1,1,22,8,1,173,7.5,1622,19:47,31,55,707,571,55.3,zajactr01
Jordan Eberle,144,2011,20,EDM,C,69,18,25,43,-12,22,4.0,12,4,2,5,18,7,0,158,11.4,1220,17:41,17,32,11,15,42.3,eberljo01
Mark Giordano,145,2011,27,CGY,D,82,8,35,43,-8,67,6.4,3,5,0,1,15,20,0,165,4.8,1898,23:08,193,140,0,0,,giordma01
Curtis Glencross,146,2011,28,CGY,LW,79,24,19,43,6,59,5.3,19,3,2,4,16,2,1,149,16.1,1283,16:15,54,105,57,84,40.4,glenccu01
Evander Kane,147,2011,19,ATL,C,73,19,24,43,-12,68,4.1,15,4,0,2,20,4,0,234,8.1,1304,17:52,30,151,26,38,40.6,kaneev01
Brendan Morrison,148,2011,35,CGY,C,66,9,34,43,13,16,4.2,5,3,1,1,24,9,1,89,10.1,1102,16:42,18,22,378,384,49.6,morribr01
Alex Pietrangelo,149,2011,21,STL,D,79,11,32,43,18,19,8.9,7,4,0,1,21,10,1,161,6.8,1738,22:00,121,57,0,0,,pietral01
Kevin Shattenkirk,150,2011,22,TOT,D,72,9,34,43,-4,36,6.5,6,3,0,2,22,12,0,108,8.3,1429,19:50,96,66,0,0,,shattke01
Jarret Stoll,151,2011,28,LAK,C,82,20,23,43,-6,42,4.5,15,4,1,5,13,8,2,187,10.7,1407,17:10,41,164,753,557,57.5,stollja01
Tim Connolly,152,2011,29,BUF,C,68,13,29,42,-10,20,3.5,7,6,0,3,16,13,0,151,8.6,1150,16:55,53,24,445,524,45.9,connoti01
Sam Gagner,153,2011,21,EDM,C,68,15,27,42,-17,37,3.4,11,3,1,2,21,6,0,138,10.9,1207,17:45,29,24,410,525,43.9,gagnesa01
Taylor Hall,154,2011,19,EDM,LW,65,22,20,42,-9,27,4.5,14,8,0,4,17,3,0,186,11.8,1184,18:13,37,48,42,63,40.0,hallta02
Aleš Hemský,155,2011,27,EDM,RW,47,14,28,42,3,18,4.7,12,1,1,1,19,8,1,100,14.0,859,18:17,18,29,1,6,14.3,hemskal01
Jack Johnson,156,2011,24,LAK,D,82,5,37,42,-21,44,6.2,2,3,0,0,11,25,1,153,3.3,1902,23:12,133,84,0,0,,johnsja02
Tomáš Kopecký,157,2011,28,CHI,RW,81,15,27,42,-13,60,3.4,12,3,0,2,17,10,0,178,8.4,1241,15:19,24,77,120,164,42.3,kopecto01
Nik Antropov,158,2011,30,ATL,C,76,16,25,41,-17,42,3.5,11,5,0,2,14,11,0,105,15.2,1189,15:39,38,61,260,273,48.8,antroni01
David Legwand,159,2011,30,NSH,C,64,17,24,41,13,24,4.8,15,0,2,3,20,4,0,130,13.1,1204,18:48,20,36,395,442,47.2,legwada01
Brad Marchand,160,2011,22,BOS,C,77,21,20,41,25,51,5.8,14,2,5,2,18,1,1,149,14.1,1077,13:59,30,89,8,17,32.0,marchbr03
Rich Peverley,161,2011,28,TOT,C,82,18,23,41,-17,37,3.1,10,6,2,3,16,6,1,201,9.0,1497,18:15,40,32,643,512,55.7,peverri01
Michael Ryder,162,2011,30,BOS,RW,79,18,23,41,-1,26,4.2,10,8,0,6,17,6,0,165,10.9,1144,14:29,19,70,5,3,62.5,rydermi01
Mike Santorelli,163,2011,25,FLA,C,82,20,21,41,-17,20,3.8,14,5,1,1,14,7,0,193,10.4,1368,16:41,22,60,518,514,50.2,santomi01
Devin Setoguchi,164,2011,24,SJS,RW,72,22,19,41,-2,37,4.8,18,4,0,5,13,6,0,199,11.1,1095,15:12,25,138,5,6,45.5,setogde01
Éric Bélanger,165,2011,33,PHX,C,82,13,27,40,11,36,3.5,11,1,1,2,23,4,0,127,10.2,1422,17:21,45,71,717,580,55.3,belaner01
David Booth,166,2011,26,FLA,LW,82,23,17,40,-31,26,3.1,15,8,0,3,15,2,0,280,8.2,1550,18:54,25,129,24,24,50.0,boothda01
