Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
Anže Kopitar,46,2023,35.0,LAK,C,82,28,46,74,20,4,7.6,21,7,0,4,32,13,1,169,16.6,1665,20:18,87,68,899,709,55.9,kopitan01
Andrei Kuzmenko,47,2023,26.0,VAN,F,81,39,35,74,9,8,8.6,25,14,0,4,30,5,0,143,27.3,1316,16:15,18,13,0,1,0.0,kuzmean01
Jesper Bratt,48,2023,24.0,NJD,W,82,32,41,73,14,6,8.1,24,8,0,3,27,14,0,212,15.1,1424,17:22,23,24,0,0,,brattje01
Rasmus Dahlin,49,2023,22.0,BUF,D,78,15,58,73,12,92,10.2,9,6,0,2,32,26,0,204,7.4,2012,25:48,132,105,0,0,,dahlira01
Jake Guentzel,50,2023,28.0,PIT,C,78,36,37,73,2,46,7.9,25,11,0,6,25,12,0,244,14.8,1569,20:07,46,83,8,8,50.0,guentja01
Miro Heiskanen,51,2023,23.0,DAL,D,79,11,62,73,12,32,11.1,9,2,0,2,29,32,1,206,5.3,2014,25:29,96,49,0,0,,heiskmi01
Jordan Kyrou,52,2023,24.0,STL,C,79,37,36,73,-38,22,6.7,26,11,0,5,23,12,1,272,13.6,1422,18:00,35,14,5,9,35.7,kyroujo01
Brandon Montour,53,2023,28.0,FLA,D,80,16,57,73,9,107,9.9,13,3,0,5,27,30,0,242,6.6,1930,24:08,93,92,0,0,,montobr01
Tyler Toffoli,54,2023,30.0,CGY,C,82,34,39,73,16,28,8.6,24,10,0,4,24,15,0,268,12.7,1362,16:37,14,59,7,5,58.3,toffoty01
Carter Verhaeghe,55,2023,27.0,FLA,C,81,42,31,73,10,46,8.7,35,7,0,2,25,6,0,275,15.3,1418,17:30,31,29,20,21,48.8,verhaca01
Kevin Fiala,56,2023,26.0,LAK,LW,69,23,49,72,2,52,7.1,16,7,0,2,32,17,0,208,11.1,1214,17:36,18,53,8,8,50.0,fialake01
Adam Fox,57,2023,24.0,NYR,D,82,12,60,72,28,34,11.9,11,1,0,5,29,28,3,159,7.5,1999,24:23,125,25,0,0,,foxad01
Martin Nečas,58,2023,24.0,CAR,C,82,28,43,71,5,32,7.6,19,9,0,5,25,17,1,240,11.7,1510,18:25,21,57,188,229,45.1,necasma01
Bo Horvat,59,2023,27.0,TOT,C,79,38,32,70,-1,18,7.5,22,12,4,5,21,10,1,229,16.6,1632,20:39,55,57,958,727,56.9,horvabo01
Jared McCann,60,2023,26.0,SEA,C,79,40,30,70,18,14,8.9,30,7,3,3,21,9,0,210,19.0,1291,16:20,28,65,26,52,33.3,mccanja01
Dylan Cozens,61,2023,21.0,BUF,C,81,31,37,68,-3,41,7.0,24,5,2,1,23,13,1,211,14.7,1336,16:30,30,55,567,607,48.3,cozendy01
Mark Scheifele,62,2023,29.0,WPG,C,81,42,26,68,-16,43,7.3,30,12,0,10,16,10,0,206,20.4,1659,20:29,38,50,579,628,48.0,scheima01
Sebastian Aho,63,2023,25.0,CAR,F,75,36,31,67,8,42,8.2,26,7,3,9,22,8,1,218,16.5,1462,19:30,21,59,531,503,51.4,ahose01
Pavel Buchnevich,64,2023,27.0,STL,LW,63,26,41,67,14,36,7.3,18,8,0,2,26,13,2,123,21.1,1226,19:27,23,54,64,150,29.9,buchnpa01
Logan Couture,65,2023,33.0,SJS,C,82,27,40,67,-30,19,5.5,21,5,1,4,25,15,0,198,13.6,1569,19:08,70,128,640,709,47.4,coutulo01
Adrian Kempe,66,2023,26.0,LAK,LW,82,41,26,67,22,55,8.5,27,11,3,6,17,9,0,250,16.4,1538,18:45,32,119,16,35,31.4,kempead01
Brad Marchand,67,2023,34.0,BOS,LW,73,21,46,67,27,74,7.0,12,9,0,4,25,20,1,183,11.5,1353,18:32,22,81,22,35,38.6,marchbr03
Sam Reinhart,68,2023,27.0,FLA,C,82,31,36,67,-12,12,5.9,15,16,0,5,22,11,3,227,13.7,1622,19:47,49,58,236,230,50.6,reinhsa01
Mats Zuccarello,69,2023,35.0,MIN,LW,78,22,45,67,-3,26,6.2,13,9,0,3,25,20,0,198,11.1,1575,20:12,51,51,24,36,40.0,zuccama01
Alex DeBrincat,70,2023,25.0,OTT,RW,82,27,39,66,-31,45,5.6,16,11,0,6,20,19,0,263,10.3,1559,19:00,38,109,10,9,52.6,debrial01
Jack Eichel,71,2023,26.0,VEG,C,67,27,39,66,26,6,7.8,25,2,0,2,26,12,1,223,12.1,1257,18:46,56,59,359,434,45.3,eicheja01
Cale Makar,72,2023,24.0,COL,D,60,17,49,66,16,30,10.5,12,5,0,6,24,25,0,176,9.7,1583,26:23,78,65,0,0,,makarca01
Timo Meier,73,2023,26.0,TOT,RW,78,40,26,66,-19,43,7.1,23,17,0,5,20,6,0,327,12.2,1512,19:23,37,154,21,36,36.8,meierti01
Nick Suzuki,74,2023,23.0,MTL,C,82,26,40,66,-13,33,5.4,16,7,3,2,30,10,0,162,16.0,1730,21:06,56,50,663,738,47.3,suzukni01
Brayden Schenn,75,2023,31.0,STL,C,82,21,44,65,-27,50,4.7,15,6,0,3,35,9,0,144,14.6,1511,18:26,41,140,472,542,46.5,schenbr01
Chandler Stephenson,76,2023,28.0,VEG,C,81,16,49,65,12,26,5.6,9,6,1,5,38,9,2,120,13.3,1540,19:01,56,74,675,487,58.1,stephch02
Dylan Strome,77,2023,25.0,WSH,C,81,23,42,65,-4,24,6.3,20,3,0,2,24,18,0,154,14.9,1352,16:41,43,20,528,554,48.8,stromdy01
Robert Thomas,78,2023,23.0,STL,C,73,18,47,65,-8,22,5.2,12,5,1,2,30,17,0,106,17.0,1412,19:21,29,15,646,575,52.9,thomaro01
Trevor Zegras,79,2023,21.0,ANA,C,81,23,42,65,-24,88,5.0,19,4,0,3,29,13,0,184,12.5,1525,18:50,29,46,237,336,41.4,zegratr01
Vince Dunn,80,2023,26.0,SEA,D,81,14,50,64,28,55,10.4,14,0,0,2,35,15,0,149,9.4,1917,23:40,80,115,0,0,,dunnvi02
Brandon Hagel,81,2023,24.0,TBL,LW,81,30,34,64,23,54,7.2,22,7,1,3,26,6,2,178,16.9,1510,18:39,58,68,23,58,28.4,hagelbr01
Alex Killorn,82,2023,33.0,TBL,C,82,27,37,64,18,45,6.9,23,3,1,5,27,9,1,143,18.9,1411,17:13,31,61,1,1,50.0,killoal01
Elias Lindholm,83,2023,28.0,CGY,C,80,22,42,64,6,14,6.0,11,10,1,2,29,11,2,186,11.8,1492,18:39,50,98,857,681,55.7,lindhel01
Mikhail Sergachev,84,2023,24.0,TBL,D,79,10,54,64,13,53,9.3,7,3,0,2,29,24,1,156,6.4,1881,23:49,149,128,0,0,,sergami01
Vincent Trocheck,85,2023,29.0,NYR,C,82,22,42,64,3,58,5.7,13,9,0,3,34,8,0,225,9.8,1584,19:19,44,182,721,565,56.1,trochvi01
Matt Boldy,86,2023,21.0,MIN,LW,81,31,32,63,1,39,6.9,23,8,0,5,14,18,0,255,12.2,1498,18:30,26,65,77,64,54.6,boldyma01
Pierre-Luc Dubois,87,2023,24.0,WPG,LW,73,27,36,63,5,77,6.6,16,11,0,1,24,12,0,205,13.2,1347,18:27,47,71,483,505,48.9,duboipi01
Jordan Eberle,88,2023,32.0,SEA,RW,82,20,43,63,6,34,5.7,17,3,0,4,31,12,0,177,11.3,1368,16:41,25,44,34,43,44.2,eberljo01
Tomáš Hertl,89,2023,29.0,SJS,C,79,22,41,63,-36,42,4.5,16,6,0,1,25,16,0,183,12.0,1523,19:17,57,91,792,653,54.8,hertlto01
Drake Batherson,90,2023,24.0,OTT,C,82,22,40,62,-35,33,4.7,8,14,0,2,25,15,0,249,8.8,1526,18:36,35,115,13,25,34.2,bathedr01
Brent Burns,91,2023,37.0,CAR,D,82,18,43,61,19,44,11.4,14,4,0,2,24,19,0,255,7.1,1904,23:13,86,40,1,0,100.0,burnsbr01
Joel Eriksson Ek,92,2023,26.0,MIN,C,78,23,38,61,4,44,6.1,9,12,2,1,26,11,1,247,9.3,1482,19:00,55,119,684,702,49.4,eriksjo02
Travis Konecny,93,2023,25.0,PHI,C,60,31,30,61,-12,77,6.6,23,5,3,5,17,10,3,191,16.2,1207,20:07,38,55,28,32,46.7,konectr01
Troy Terry,94,2023,25.0,ANA,C,70,23,38,61,-8,22,5.5,18,5,0,3,31,7,0,188,12.2,1356,19:22,23,12,2,0,100.0,terrytr01
Rickard Rakell,95,2023,29.0,PIT,RW,82,28,32,60,-5,16,5.7,17,11,0,2,22,10,0,243,11.5,1512,18:26,53,141,10,11,47.6,rakelri01
Viktor Arvidsson,96,2023,29.0,LAK,LW,77,26,33,59,-4,24,5.7,15,10,1,2,18,15,0,228,11.4,1316,17:06,48,25,27,40,40.3,arvidvi01
Roman Josi,97,2023,32.0,NSH,D,67,18,41,59,5,36,9.9,10,8,0,5,25,16,0,269,6.7,1686,25:10,146,51,0,0,,josiro01
Casey Mittelstadt,98,2023,24.0,BUF,C,82,15,44,59,-8,22,4.4,10,4,1,2,32,12,0,135,11.1,1290,15:44,16,30,338,398,45.9,mitteca01
Patrice Bergeron,99,2023,37.0,BOS,C,78,27,31,58,35,22,7.0,16,9,2,7,21,10,0,249,10.8,1357,17:24,54,66,1043,663,61.1,bergepa01
Nick Schmaltz,100,2023,26.0,ARI,C,63,22,36,58,4,20,5.6,16,6,0,2,29,6,1,132,16.7,1242,19:43,28,12,40,60,40.0,schmani01
Matthew Beniers,101,2023,20.0,SEA,C,80,24,33,57,14,2,5.8,20,4,0,4,26,6,1,148,16.2,1367,17:06,48,79,409,560,42.2,beniema01
Patrick Kane,102,2023,34.0,TOT,RW,73,21,36,57,-22,16,4.8,17,4,0,1,18,18,0,227,9.3,1410,19:19,19,13,1,1,50.0,kanepa01
Jonathan Marchessault,103,2023,32.0,VEG,C,76,28,29,57,2,21,6.1,19,9,0,4,22,7,0,234,12.0,1303,17:08,17,76,21,35,37.5,audymjo01
Pavel Zacha,104,2023,25.0,BOS,C,82,21,36,57,26,16,6.1,18,3,0,3,30,5,1,131,16.0,1317,16:03,21,67,134,162,45.3,zachapa01
Mikael Backlund,105,2023,33.0,CGY,C,82,19,37,56,24,36,5.6,13,5,1,2,27,7,3,260,7.3,1489,18:10,31,97,705,681,50.9,backlmi01
Max Domi,106,2023,27.0,TOT,LW,80,20,36,56,-15,82,4.9,12,8,0,4,25,11,0,179,11.2,1422,17:46,24,22,510,440,53.7,domima01
Matt Duchene,107,2023,32.0,NSH,C,71,22,34,56,4,32,5.7,17,5,0,3,26,8,0,168,13.1,1301,18:19,32,27,137,122,52.9,duchema01
Nazem Kadri,108,2023,32.0,CGY,C,82,24,32,56,-19,56,4.7,13,11,0,4,24,8,0,267,9.0,1411,17:13,31,99,586,648,47.5,kadrina01
David Krejčí,109,2023,36.0,BOS,C,70,16,40,56,23,20,5.6,12,4,0,2,32,8,0,112,14.3,1204,17:12,38,41,351,389,47.4,krejcda01
Dawson Mercer,110,2023,21.0,NJD,C,82,27,29,56,22,14,6.4,24,2,1,6,20,8,1,161,16.8,1358,16:34,63,36,70,95,42.4,merceda01
David Perron,111,2023,34.0,DET,LW,82,24,32,56,-7,52,5.3,18,6,0,3,16,16,0,195,12.3,1387,16:55,24,107,2,9,18.2,perroda01
Reilly Smith,112,2023,31.0,VEG,RW,78,26,30,56,11,16,6.1,16,6,4,4,26,4,0,180,14.4,1324,16:58,32,69,4,3,57.1,smithre01
Tyson Barrie,113,2023,31.0,TOT,D,85,13,42,55,-7,36,7.0,9,4,0,1,14,27,1,163,8.0,1681,19:47,90,55,0,0,,barrity01
Brock Boeser,114,2023,25.0,VAN,RW,74,18,37,55,-20,24,3.9,12,6,0,3,27,10,0,178,10.1,1276,17:14,32,49,22,35,38.6,boesebr01
Jonathan Huberdeau,115,2023,29.0,CGY,LW,79,15,40,55,2,36,4.6,11,4,0,1,29,11,0,126,11.9,1332,16:52,27,65,5,10,33.3,huberjo01
Evgeny Kuznetsov,116,2023,30.0,WSH,C,81,12,43,55,-26,56,3.3,7,5,0,2,30,13,0,172,7.0,1463,18:04,29,43,508,561,47.5,kuzneev01
Andrei Svechnikov,117,2023,22.0,CAR,RW,64,23,32,55,6,71,6.1,18,5,0,4,21,11,0,205,11.2,1155,18:03,17,140,4,5,44.4,svechan01
Blake Wheeler,118,2023,36.0,WPG,RW,72,16,39,55,-3,46,4.8,9,7,0,6,31,8,0,126,12.7,1227,17:03,35,54,65,61,51.6,wheelbl01
Phillip Danault,119,2023,29.0,LAK,C,82,18,36,54,-8,63,4.0,15,3,0,1,17,17,2,152,11.8,1503,18:20,75,81,692,581,54.4,danauph01
Kevin Hayes,120,2023,30.0,PHI,RW,81,18,36,54,-22,23,4.0,12,6,0,1,26,10,0,209,8.6,1423,17:34,22,52,334,342,49.4,hayeske01
Chris Kreider,121,2023,31.0,NYR,LW,79,36,18,54,21,26,7.0,24,8,4,3,9,9,0,229,15.7,1455,18:25,24,128,38,46,45.2,kreidch01
Alex Pietrangelo,122,2023,33.0,VEG,D,73,11,43,54,13,16,8.6,10,1,0,3,28,13,2,170,6.5,1751,23:59,177,65,1,0,100.0,pietral01
William Karlsson,123,2023,30.0,VEG,C,82,14,39,53,14,10,4.5,10,2,2,2,29,7,3,161,8.7,1432,17:28,50,50,632,510,55.3,karlswi01
Hampus Lindholm,124,2023,29.0,BOS,D,80,10,43,53,49,56,10.9,9,1,0,2,27,16,0,158,6.3,1855,23:11,100,78,0,0,,lindhha01
J.T. Compher,125,2023,27.0,COL,LW,82,17,35,52,8,33,4.1,12,5,0,3,26,9,0,154,11.0,1684,20:32,82,37,813,852,48.8,comphj.01
Drew Doughty,126,2023,33.0,LAK,D,81,9,43,52,12,34,8.5,5,4,0,2,20,23,0,145,6.2,2125,26:14,104,115,0,0,,doughdr01
Patrik Laine,127,2023,24.0,CBJ,RW,55,22,30,52,-12,16,5.2,14,8,0,1,22,8,0,184,12.0,1052,19:07,27,27,28,52,35.0,lainepa01
Charlie McAvoy,128,2023,25.0,BOS,D,67,7,45,52,29,54,8.8,5,2,0,2,28,17,0,105,6.7,1494,22:18,131,84,0,0,,mcavoch01
Mathew Barzal,129,2023,25.0,NYI,C,58,14,37,51,5,22,4.9,10,4,0,5,22,15,0,139,10.1,1086,18:43,34,25,104,188,35.6,barzama01
Artturi Lehkonen,130,2023,27.0,COL,LW,64,21,30,51,8,28,5.0,12,8,1,3,18,12,0,150,14.0,1309,20:27,43,93,4,19,17.4,lehkoar01
Jake DeBrusk,131,2023,26.0,BOS,LW,64,27,23,50,26,16,6.4,21,6,0,6,14,8,1,191,14.1,1074,16:47,22,85,4,11,26.7,debruja01
Justin Faulk,132,2023,30.0,STL,D,82,11,39,50,-4,34,6.6,9,2,0,3,31,8,0,196,5.6,1917,23:23,140,112,0,0,,faulkju01
Anders Lee,133,2023,32.0,NYI,LW,82,28,22,50,-3,50,5.4,22,6,0,4,14,8,0,214,13.1,1412,17:13,57,125,27,23,54.0,leean01
Tyler Seguin,134,2023,31.0,DAL,C,76,21,29,50,3,24,4.9,13,7,1,3,24,4,1,189,11.1,1263,16:37,23,84,476,394,54.7,seguity01
Vladimir Tarasenko,135,2023,31.0,TOT,RW,69,18,32,50,-14,8,4.1,14,3,1,1,21,11,0,169,10.7,1159,16:48,36,75,0,2,0.0,tarasvl01
Devon Toews,136,2023,28.0,COL,D,80,7,43,50,39,26,10.0,6,1,0,0,37,6,0,165,4.2,2009,25:06,138,93,0,0,,toewsde01
Rasmus Andersson,137,2023,26.0,CGY,D,79,11,38,49,5,26,8.0,9,1,1,4,17,20,1,159,6.9,1903,24:05,136,50,0,0,,anderra01
Michael Bunting,138,2023,27.0,TOR,LW,82,23,26,49,21,103,5.5,16,7,0,4,23,3,0,174,13.2,1295,15:48,18,85,1,1,50.0,buntimi01
Noah Dobson,139,2023,23.0,NYI,D,78,13,36,49,4,20,8.0,8,5,0,2,22,14,0,206,6.3,1590,20:23,104,60,0,0,,dobsono01
Victor Hedman,140,2023,32.0,TBL,D,76,9,40,49,10,42,7.6,7,1,1,1,25,13,2,185,4.9,1803,23:43,136,95,0,0,,hedmavi01
Matias Maccelli,141,2023,22.0,ARI,LW,64,11,38,49,0,18,4.0,10,1,0,1,26,12,0,61,18.0,1004,15:41,20,24,0,7,0.0,maccema01
Owen Tippett,142,2023,23.0,PHI,RW,77,27,22,49,-17,16,4.7,19,8,0,4,18,4,0,231,11.7,1342,17:26,69,125,19,11,63.3,tippeow01
Cam Fowler,143,2023,31.0,ANA,D,82,10,38,48,-23,14,5.9,6,4,0,1,28,10,0,130,7.7,1982,24:10,104,18,0,0,,fowleca01
Yanni Gourde,144,2023,31.0,SEA,C,81,14,34,48,23,76,4.2,10,3,1,2,33,1,0,141,9.9,1388,17:08,54,118,483,489,49.7,gourdya01
Tomáš Tatar,145,2023,32.0,NJD,LW,82,20,28,48,41,30,5.9,19,1,0,1,25,3,0,153,13.1,1240,15:07,30,65,17,26,39.5,tatarto01
Jason Zucker,146,2023,31.0,PIT,LW,78,27,21,48,-4,47,5.0,25,2,0,5,14,7,0,197,13.7,1221,15:39,29,197,4,11,26.7,zuckeja01
Alexander Barabanov,147,2023,28.0,SJS,F,68,15,32,47,-30,20,3.0,12,3,0,2,22,10,0,120,12.5,1228,18:03,37,40,1,2,33.3,barabal01
Valeri Nichushkin,148,2023,27.0,COL,RW,53,17,30,47,15,2,4.9,6,10,1,2,22,6,2,158,10.8,1074,20:16,37,54,0,4,0.0,nichuva01
Morgan Frost,149,2023,23.0,PHI,C,81,19,27,46,-12,24,3.8,18,1,0,3,23,4,0,155,12.3,1324,16:21,53,85,436,515,45.8,frostmo01
Conor Garland,150,2023,26.0,VAN,RW,81,17,29,46,-5,31,3.6,15,2,0,2,19,10,0,167,10.2,1224,15:07,20,47,3,11,21.4,garlaco01
Marcus Johansson,151,2023,32.0,TOT,C,80,19,27,46,3,8,4.4,12,5,2,7,14,13,0,137,13.9,1319,16:29,23,26,23,29,44.2,johanma03
Bryan Rust,152,2023,30.0,PIT,RW,81,20,26,46,-4,31,3.8,18,2,0,2,16,9,1,211,9.5,1450,17:54,50,98,5,5,50.0,rustbr01
Daniel Sprong,153,2023,25.0,SEA,RW,66,21,25,46,13,14,5.5,15,6,0,3,17,8,0,147,14.3,754,11:25,17,33,2,3,40.0,spronda01
Ivan Barbashev,154,2023,27.0,TOT,C,82,16,29,45,1,42,3.5,14,2,0,2,25,3,1,126,12.7,1374,16:45,46,182,55,89,38.2,barbaiv01
Oliver Bjorkstrand,155,2023,27.0,SEA,RW,81,20,25,45,-1,16,3.9,15,5,0,1,20,5,0,198,10.1,1266,15:37,38,63,18,41,30.5,bjorkol01
Filip Chytil,156,2023,23.0,NYR,C,74,22,23,45,15,30,5.2,19,3,0,4,21,2,0,177,12.4,1087,14:41,38,36,251,380,39.8,chytifi01
Charlie Coyle,157,2023,30.0,BOS,C,82,16,29,45,29,30,4.5,15,0,1,0,25,0,4,139,11.5,1393,16:59,63,68,536,483,52.6,coylech01
Lawson Crouse,158,2023,25.0,ARI,LW,77,24,21,45,-3,35,4.1,18,6,0,3,19,2,0,151,15.9,1367,17:45,58,194,33,49,40.2,crousla01
Dillon Dubé,159,2023,24.0,CGY,C,82,18,27,45,-6,47,3.8,15,1,2,3,24,3,0,151,11.9,1243,15:10,21,136,45,55,45.0,dubedi01
Boone Jenner,160,2023,29.0,CBJ,C,68,26,19,45,-32,51,3.7,19,7,0,3,15,4,0,214,12.1,1374,20:12,70,129,758,628,54.7,jennebo01
Dominik Kubalík,161,2023,27.0,DET,LW,81,20,25,45,-15,24,3.8,13,7,0,3,15,10,0,174,11.5,1208,14:55,26,89,17,18,48.6,kubaldo01
Lucas Raymond,162,2023,20.0,DET,LW,74,17,28,45,-17,24,3.4,12,5,0,4,14,14,0,134,12.7,1286,17:23,20,43,5,12,29.4,raymolu01
