Player,Rk,Year,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
David Perron,15,2021,32,STL,LW,56,19,39,58,6,22,6.3,13,6,0,2,24,15,0,151,12.6,1039,18:33,25,45,0,6,0.0,perroda01
Sebastian Aho,16,2021,23,CAR,F,56,24,33,57,16,32,7.2,14,7,3,7,22,11,0,148,16.2,1090,19:28,25,38,365,327,52.7,ahose01
Jake Guentzel,17,2021,26,PIT,C,56,23,34,57,7,28,6.3,17,6,0,7,21,12,1,141,16.3,1135,20:16,32,43,3,9,25.0,guentja01
Alex DeBrincat,18,2021,23,CHI,RW,52,32,24,56,3,12,7.5,22,9,1,7,15,9,0,155,20.6,1068,20:32,22,70,16,24,40.0,debrial01
Ryan O'Reilly,19,2021,29,STL,C,56,24,30,54,26,18,6.9,18,4,2,4,22,8,0,129,18.6,1162,20:45,26,24,703,493,58.8,oreilry01
Nicklas Bäckström,20,2021,33,WSH,C,55,15,38,53,0,14,5.3,10,5,0,0,21,17,0,91,16.5,1023,18:36,27,25,353,378,48.3,backsni02
Gabriel Landeskog,21,2021,28,COL,LW,54,20,32,52,14,34,5.9,11,9,0,8,26,6,0,155,12.9,1078,19:57,28,81,288,221,56.6,landega01
Kirill Kaprizov,22,2021,23,MIN,LW,55,27,24,51,10,16,6.7,19,8,0,3,19,5,0,157,17.2,1006,18:18,18,29,3,21,12.5,kapriki01
Max Pacioretty,23,2021,32,VEG,LW,48,24,27,51,20,14,7.0,18,6,0,6,21,6,0,174,13.8,861,17:56,29,33,20,23,46.5,pacioma01
Joe Pavelski,24,2021,36,DAL,C,56,25,26,51,22,16,7.0,12,13,0,4,18,8,0,139,18.0,1065,19:01,39,64,362,334,52.0,paveljo01
Kyle Connor,25,2021,24,WPG,LW,56,26,24,50,-4,12,5.9,16,10,0,5,21,3,0,166,15.7,1049,18:44,18,18,6,4,60.0,connoky01
Anže Kopitar,26,2021,33,LAK,C,56,13,37,50,-7,10,4.7,10,3,0,4,17,20,0,118,11.0,1186,21:11,37,45,661,493,57.3,kopitan01
John Tavares,27,2021,30,TOR,C,56,19,31,50,12,14,5.5,13,6,0,2,25,6,0,163,11.7,1019,18:12,28,51,471,381,55.3,tavarjo01
Mika Zibanejad,28,2021,27,NYR,C,56,24,26,50,2,18,5.7,12,10,2,7,20,4,2,171,14.0,1126,20:06,44,75,479,555,46.3,zibanmi01
Brock Boeser,29,2021,23,VAN,RW,56,23,26,49,-3,16,5.9,14,8,1,1,20,6,0,141,16.3,1082,19:19,20,32,8,14,36.4,boesebr01
Johnny Gaudreau,30,2021,27,CGY,LW,56,19,30,49,2,6,5.4,12,7,0,5,18,12,0,112,17.0,1031,18:25,9,8,0,1,0.0,gaudrjo01
Evander Kane,31,2021,29,SJS,LW,56,22,27,49,-1,42,5.6,17,3,2,2,21,4,2,194,11.3,1131,20:12,22,97,23,34,40.4,kaneev01
Ryan Strome,32,2021,27,NYR,C,56,14,35,49,6,39,5.0,11,3,0,1,18,15,2,128,10.9,1023,18:16,18,22,321,422,43.2,stromry01
Tyson Barrie,33,2021,29,EDM,D,56,8,40,48,5,10,7.3,4,4,0,2,21,19,0,146,5.5,1198,21:24,59,26,0,0,,barrity01
Patrice Bergeron,34,2021,35,BOS,C,54,23,25,48,27,16,6.9,13,7,3,3,18,6,1,182,12.6,984,18:13,36,49,714,433,62.2,bergepa01
Pavel Buchnevich,35,2021,25,NYR,LW,54,20,28,48,12,42,5.7,16,1,3,2,20,7,1,120,16.7,1012,18:44,29,49,4,14,22.2,buchnpa01
David Pastrňák,36,2021,24,BOS,RW,48,20,28,48,10,24,6.0,14,6,0,3,20,8,0,176,11.4,893,18:37,13,35,2,5,28.6,pastrda01
Brayden Point,37,2021,24,TBL,C,56,23,25,48,2,11,5.8,17,6,0,6,16,9,0,131,17.6,1032,18:26,18,23,257,263,49.4,pointbr01
Adam Fox,38,2021,22,NYR,D,55,5,42,47,19,14,7.8,2,2,1,1,20,21,1,102,4.9,1359,24:42,102,23,0,1,0.0,foxad01
Elias Lindholm,39,2021,26,CGY,C,56,19,28,47,10,22,5.4,13,6,0,4,17,10,1,130,14.6,1114,19:54,34,53,509,482,51.4,lindhel01
Nikolaj Ehlers,40,2021,24,WPG,LW,47,21,25,46,15,15,6.2,15,6,0,5,18,7,0,148,14.2,795,16:55,12,26,1,0,100.0,ehlerni01
J.T. Miller,41,2021,27,VAN,C,53,15,31,46,-7,43,4.5,11,3,1,4,16,15,0,106,14.2,1111,20:58,24,90,279,247,53.0,millejt01
Ondřej Palát,42,2021,29,TBL,LW,55,15,31,46,1,26,4.8,8,7,0,6,18,13,0,111,13.5,960,17:27,43,82,0,6,0.0,palaton01
Blake Wheeler,43,2021,34,WPG,RW,50,15,31,46,-17,50,4.1,11,4,0,2,20,11,0,113,13.3,917,18:20,30,63,3,5,37.5,wheelbl01
Mathew Barzal,44,2021,23,NYI,C,55,17,28,45,15,48,5.6,16,1,0,1,21,7,0,134,12.7,1030,18:44,13,22,152,198,43.4,barzama01
Victor Hedman,45,2021,30,TBL,D,54,9,36,45,5,28,7.3,8,1,0,2,13,23,0,136,6.6,1352,25:03,73,51,0,0,,hedmavi01
Kris Letang,46,2021,33,PIT,D,55,7,38,45,19,32,7.2,6,1,0,2,23,14,1,132,5.3,1356,24:39,65,92,0,1,0.0,letankr01
Jason Robertson,47,2021,21,DAL,LW,51,17,28,45,13,16,5.6,16,1,0,3,23,5,0,127,13.4,861,16:53,13,28,5,2,71.4,roberja01
Oliver Bjorkstrand,48,2021,25,CBJ,RW,56,18,26,44,-15,23,4.2,16,2,0,0,22,4,0,143,12.6,986,17:37,30,42,3,4,42.9,bjorkol01
André Burakovsky,49,2021,25,COL,LW,53,19,25,44,4,10,5.1,15,4,0,3,15,10,0,102,18.6,800,15:06,16,22,2,2,50.0,burakan01
John Carlson,50,2021,31,WSH,D,52,10,34,44,-5,12,5.9,7,3,0,1,22,12,0,128,7.8,1237,23:47,69,52,0,0,,carlsjo01
David Krejčí,51,2021,34,BOS,C,51,8,36,44,16,16,4.7,5,3,0,1,23,13,0,83,9.6,874,17:08,26,25,321,271,54.2,krejcda01
Cale Makar,52,2021,22,COL,D,44,8,36,44,17,12,7.3,4,4,0,3,18,18,0,104,7.7,1070,24:19,36,49,0,0,,makarca01
Jonathan Marchessault,53,2021,30,VEG,C,55,18,26,44,19,39,5.4,15,3,0,4,23,3,0,176,10.2,958,17:25,14,44,41,47,46.6,audymjo01
Tyler Toffoli,54,2021,28,MTL,C,52,28,16,44,0,24,6.1,19,7,2,5,12,3,1,158,17.7,911,17:31,12,75,21,33,38.9,toffoty01
Claude Giroux,55,2021,33,PHI,C,54,16,27,43,-4,12,4.1,15,1,0,2,17,10,0,120,13.3,978,18:06,6,32,484,328,59.6,giroucl01
Tomáš Hertl,56,2021,27,SJS,C,50,19,24,43,1,27,5.1,14,4,1,2,18,6,0,112,17.0,957,19:08,39,39,486,394,55.2,hertlto01
Roope Hintz,57,2021,24,DAL,LW,41,15,28,43,13,4,5.3,9,6,0,1,16,12,0,92,16.3,748,18:14,15,52,231,238,49.3,hintzro01
Phil Kessel,58,2021,33,ARI,RW,56,20,23,43,-17,12,4.5,16,4,0,3,14,9,0,115,17.4,957,17:05,9,8,1,3,25.0,kesseph01
T.J. Oshie,59,2021,34,WSH,C,53,22,21,43,-3,18,5.0,9,13,0,1,17,4,0,106,20.8,957,18:04,27,70,139,151,47.9,oshietj01
Matthew Tkachuk,60,2021,23,CGY,LW,56,16,27,43,6,55,4.7,12,4,0,0,16,11,0,151,10.6,1017,18:09,9,132,3,4,42.9,tkachma01
Vincent Trocheck,61,2021,27,CAR,C,47,17,26,43,-3,20,4.7,10,7,0,2,15,11,0,123,13.8,857,18:14,28,107,431,338,56.0,trochvi01
James van Riemsdyk,62,2021,31,PHI,LW,56,17,26,43,2,14,4.5,7,10,0,1,24,2,0,132,12.9,926,16:33,16,40,9,9,50.0,vanrija01
Jakub Voráček,63,2021,31,PHI,RW,53,9,34,43,-12,18,3.2,9,0,0,2,26,8,0,104,8.7,897,16:55,20,17,7,10,41.2,voracja01
Dougie Hamilton,64,2021,27,CAR,D,55,10,32,42,20,35,8.2,7,2,1,2,16,16,0,180,5.6,1250,22:43,64,52,0,0,,hamildo01
William Nylander,65,2021,24,TOR,C,51,17,25,42,10,16,4.7,13,4,0,2,18,7,0,133,12.8,847,16:36,15,12,13,10,56.5,nylanwi01
Alex Ovechkin,66,2021,35,WSH,LW,45,24,18,42,-7,12,5.1,15,9,0,6,10,8,0,182,13.2,878,19:30,23,98,0,2,0.0,ovechal01
Jeff Petry,67,2021,33,MTL,D,55,12,30,42,6,20,7.2,8,4,0,2,18,11,1,128,9.4,1251,22:44,60,97,0,0,,petryje01
Bryan Rust,68,2021,28,PIT,RW,56,22,20,42,9,18,4.8,16,6,0,6,15,5,0,154,14.3,1105,19:43,30,62,3,3,50.0,rustbr01
Andrei Svechnikov,69,2021,20,CAR,RW,55,15,27,42,1,44,4.3,11,4,0,1,14,13,0,147,10.2,965,17:32,18,114,2,4,33.3,svechan01
Shea Theodore,70,2021,25,VEG,D,53,8,34,42,28,14,8.2,8,0,0,0,19,15,0,161,5.0,1195,22:33,43,22,0,0,,theodsh01
Jakob Chychrun,71,2021,22,ARI,D,56,18,23,41,-6,42,7.4,13,5,0,3,14,9,0,176,10.2,1310,23:23,89,59,0,0,,chychja01
Sean Couturier,72,2021,28,PHI,C,45,18,23,41,-4,8,4.3,15,3,0,4,16,7,0,120,15.0,870,19:20,22,34,427,323,56.9,coutuse01
Quinn Hughes,73,2021,21,VAN,D,56,3,38,41,-24,22,4.2,3,0,0,0,19,19,0,98,3.1,1277,22:48,43,18,0,0,,hughequ01
Martin Nečas,74,2021,22,CAR,C,53,14,27,41,25,10,5.1,8,4,2,3,18,7,2,114,12.3,916,17:17,32,45,36,42,46.2,necasma01
Nick Suzuki,75,2021,21,MTL,C,56,15,26,41,-5,26,4.0,9,5,1,1,17,8,1,110,13.6,1018,18:11,38,70,350,446,44.0,suzukni01
Kevin Fiala,76,2021,24,MIN,LW,50,20,20,40,-2,43,4.6,14,6,0,5,12,8,0,162,12.3,845,16:54,13,27,5,10,33.3,fialake01
Sam Reinhart,77,2021,25,BUF,C,54,25,15,40,-28,10,4.3,15,10,0,5,9,6,0,130,19.2,1055,19:32,27,15,126,150,45.7,reinhsa01
Andrew Copp,78,2021,26,WPG,C,55,15,24,39,2,20,4.0,9,6,0,1,17,6,1,115,13.0,1004,18:15,41,67,123,109,53.0,coppan01
Conor Garland,79,2021,24,ARI,RW,49,12,27,39,-3,26,3.9,9,3,0,1,20,7,0,135,8.9,878,17:55,19,26,7,14,33.3,garlaco01
Bo Horvat,80,2021,25,VAN,C,56,19,20,39,-6,23,4.2,11,7,1,3,16,4,0,131,14.5,1114,19:53,38,64,648,577,52.9,horvabo01
William Karlsson,81,2021,28,VEG,C,56,14,25,39,19,4,4.3,13,1,0,4,17,7,1,111,12.6,1045,18:40,29,29,518,441,54.0,karlswi01
Joel Farabee,82,2021,20,PHI,LW,55,20,18,38,0,28,4.3,17,3,0,1,14,4,0,122,16.4,881,16:01,21,48,6,9,40.0,farabjo01
Dominik Kubalík,83,2021,25,CHI,LW,56,17,21,38,-3,18,4.2,13,4,0,1,11,10,0,156,10.9,869,15:31,17,57,0,3,0.0,kubaldo01
Jordan Staal,84,2021,32,CAR,C,53,16,22,38,2,30,4.0,9,7,0,4,14,7,1,103,15.5,980,18:29,24,135,628,455,58.0,staaljo01
Yanni Gourde,85,2021,29,TBL,C,56,17,19,36,10,44,4.3,15,2,0,4,15,4,0,118,14.4,956,17:04,21,51,316,333,48.7,gourdya01
Mike Hoffman,86,2021,31,STL,C,52,17,19,36,2,10,4.1,10,7,0,3,9,10,0,113,15.0,783,15:04,12,29,6,3,66.7,hoffmmi02
John Klingberg,87,2021,28,DAL,D,53,7,29,36,-15,23,4.7,5,2,0,1,14,15,0,108,6.5,1203,22:42,52,49,0,0,,klingjo01
Darnell Nurse,88,2021,25,EDM,D,56,16,20,36,27,57,8.9,15,1,0,2,14,6,0,154,10.4,1435,25:38,100,117,0,0,,nurseda01
Brayden Schenn,89,2021,29,STL,C,56,16,20,36,-2,35,3.3,10,6,0,2,17,3,0,113,14.2,1072,19:09,35,119,318,290,52.3,schenbr01
Brady Tkachuk,90,2021,21,OTT,LW,56,17,19,36,-17,69,3.2,12,5,0,3,14,5,0,220,7.7,1021,18:14,23,248,118,131,47.4,tkachbr01
Carter Verhaeghe,91,2021,25,FLA,C,43,18,18,36,24,31,5.2,16,1,1,3,17,1,0,107,16.8,763,17:44,14,33,23,26,46.9,verhaca01
Jakub Vrána,92,2021,24,TOT,LW,50,19,17,36,10,10,4.9,19,0,0,7,12,5,0,100,19.0,750,15:00,8,29,4,5,44.4,vranaja01
MacKenzie Weegar,93,2021,27,FLA,D,54,6,30,36,29,45,7.4,6,0,0,1,25,3,2,101,5.9,1194,22:07,83,118,0,0,,weegama01
Josh Bailey,94,2021,31,NYI,C,54,8,27,35,12,4,3.6,8,0,0,1,18,9,0,77,10.4,945,17:30,19,13,14,18,43.8,bailejo01
Jamie Benn,95,2021,31,DAL,LW,52,11,24,35,13,33,3.8,8,3,0,2,18,6,0,124,8.9,925,17:47,27,73,268,210,56.1,bennja01
Connor Brown,96,2021,27,OTT,RW,56,21,14,35,1,12,4.3,15,1,5,1,11,3,0,123,17.1,1022,18:15,30,22,12,15,44.4,brownco02
Clayton Keller,97,2021,22,ARI,C,56,14,21,35,-5,18,3.5,10,4,0,3,15,6,0,124,11.3,933,16:40,14,20,19,22,46.3,kellecl01
Jordan Kyrou,98,2021,22,STL,C,55,14,21,35,1,12,3.6,14,0,0,2,18,3,0,98,14.3,793,14:25,13,7,6,6,50.0,kyroujo01
Joshua Norris,99,2021,21,OTT,C,56,17,18,35,-12,13,3.5,11,6,0,2,10,8,0,96,17.7,922,16:28,34,72,379,345,52.3,norrijo01
Ryan Nugent-Hopkins,100,2021,27,EDM,C,52,16,19,35,-4,22,3.3,7,9,0,2,8,11,0,135,11.9,1080,20:46,29,26,73,87,45.6,nugenry01
Morgan Rielly,101,2021,26,TOR,D,55,5,30,35,11,14,5.4,4,1,0,1,18,11,1,101,5.0,1299,23:37,61,63,0,0,,riellmo01
Chandler Stephenson,102,2021,26,VEG,C,51,14,21,35,22,29,4.3,11,2,1,5,17,3,1,83,16.9,923,18:06,35,43,375,369,50.4,stephch02
Pavel Zacha,103,2021,23,NJD,C,50,17,18,35,-11,10,3.4,12,5,0,4,12,6,0,103,16.5,858,17:09,10,42,312,294,51.5,zachapa01
Mats Zuccarello,104,2021,33,MIN,LW,42,11,24,35,9,8,3.9,8,3,0,0,21,3,0,74,14.9,701,16:41,19,12,11,21,34.4,zuccama01
Cam Atkinson,105,2021,31,CBJ,RW,56,15,19,34,-16,4,2.7,10,1,4,2,11,8,0,158,9.5,1060,18:56,30,22,7,23,23.3,atkinca01
Drake Batherson,106,2021,22,OTT,C,56,17,17,34,-17,8,3.2,12,5,0,3,7,10,0,111,15.3,923,16:28,29,102,5,8,38.5,bathedr01
Drew Doughty,107,2021,31,LAK,D,56,8,26,34,-14,26,5.5,2,6,0,0,13,12,1,101,7.9,1477,26:23,83,91,0,0,,doughdr01
Travis Konecny,108,2021,23,PHI,C,50,11,23,34,-5,26,2.9,7,4,0,1,16,7,0,100,11.0,795,15:54,16,55,6,12,33.3,konectr01
Nino Niederreiter,109,2021,28,CAR,RW,56,20,14,34,20,29,4.9,16,4,0,4,13,1,0,126,15.9,880,15:43,17,68,1,6,14.3,niedeni01
Jack Roslovic,110,2021,24,CBJ,C,48,12,22,34,-11,14,3.0,8,4,0,1,16,6,0,85,14.1,811,16:54,22,34,232,361,39.1,rosloja01
Steven Stamkos,111,2021,30,TBL,C,38,17,17,34,4,16,4.3,7,10,0,1,11,5,1,91,18.7,694,18:16,10,38,238,178,57.2,stamkst01
Max Comtois,112,2021,22,ANA,LW,55,16,17,33,3,40,4.0,15,1,0,3,14,3,0,94,17.0,851,15:28,34,93,12,22,35.3,comtoma01
Jordan Eberle,113,2021,30,NYI,RW,55,16,17,33,9,16,4.2,15,1,0,2,13,4,0,128,12.5,922,16:45,18,30,3,4,42.9,eberljo01
Taylor Hall,114,2021,29,TOT,LW,53,10,23,33,-6,26,2.9,8,2,0,1,17,6,0,136,7.4,947,17:52,15,34,7,10,41.2,hallta02
Zach Hyman,115,2021,28,TOR,C,43,15,18,33,19,28,4.0,12,3,0,4,16,2,0,115,13.0,833,19:22,21,69,18,37,32.7,hymanza01
Roman Josi,116,2021,30,NSH,D,48,8,25,33,-11,20,4.6,7,1,0,3,11,13,1,141,5.7,1169,24:21,83,27,0,0,,josiro01
Alex Killorn,117,2021,31,TBL,C,56,15,18,33,-1,37,3.3,10,5,0,1,13,4,1,121,12.4,1003,17:54,12,59,1,2,33.3,killoal01
Brock Nelson,118,2021,29,NYI,C,56,18,15,33,-5,14,3.7,11,7,0,4,13,2,0,121,14.9,999,17:50,26,36,349,358,49.4,nelsobr01
Alex Tuch,119,2021,24,VEG,RW,55,18,15,33,16,28,4.2,16,2,0,3,13,2,0,142,12.7,925,16:50,36,52,12,20,37.5,tuchal01
Tom Wilson,120,2021,26,WSH,RW,47,13,20,33,1,96,3.5,8,4,1,4,16,4,0,83,15.7,777,16:32,25,105,11,15,42.3,wilsoto01
Mikael Backlund,121,2021,31,CGY,C,54,9,23,32,-7,30,2.4,8,0,1,1,16,6,1,144,6.3,950,17:36,21,43,387,358,51.9,backlmi01
Anthony Duclair,122,2021,25,FLA,LW,43,10,22,32,27,18,4.2,9,1,0,1,20,1,1,104,9.6,674,15:41,9,32,0,2,0.0,duclaan01
Filip Forsberg,123,2021,26,NSH,C,39,12,20,32,-9,16,3.2,9,3,0,3,10,10,0,129,9.3,713,18:17,14,47,3,5,37.5,forsbfi01
Samuel Girard,124,2021,22,COL,D,48,5,27,32,15,16,5.7,5,0,0,0,18,9,0,79,6.3,1115,23:13,52,31,0,0,,girarsa01
Jordan Greenway,125,2021,23,MIN,LW,56,6,26,32,5,49,2.5,6,0,0,0,25,1,0,80,7.5,885,15:48,28,87,16,17,48.5,greenjo02
Patric Hörnqvist,126,2021,34,FLA,RW,44,14,18,32,-3,39,3.3,6,8,0,2,14,4,0,145,9.7,738,16:47,23,80,2,12,14.3,hornqpa01
Nazem Kadri,127,2021,30,COL,C,56,11,21,32,-7,34,2.5,8,3,0,3,15,6,0,170,6.5,922,16:28,19,36,392,351,52.8,kadrina01
Torey Krug,128,2021,29,STL,D,51,2,30,32,11,25,5.2,1,1,0,0,18,12,0,111,1.8,1150,22:33,57,51,0,0,,krugto01
Andrew Mangiapane,129,2021,24,CGY,LW,56,18,14,32,1,24,3.7,15,2,1,4,11,3,0,91,19.8,933,16:40,33,51,2,15,11.8,mangian01
Alec Martinez,130,2021,33,VEG,D,53,9,23,32,26,12,7.2,6,3,0,2,17,6,0,85,10.6,1196,22:34,168,44,0,0,,martial01
Jared McCann,131,2021,24,PIT,C,43,14,18,32,17,8,4.2,7,7,0,3,15,3,0,93,15.1,607,14:07,17,40,56,73,43.4,mccanja01
Victor Olofsson,132,2021,25,BUF,RW,56,13,19,32,-23,6,2.5,6,7,0,0,11,8,0,129,10.1,974,17:24,12,17,1,1,50.0,olofsvi01
Neal Pionk,133,2021,25,WPG,D,54,3,29,32,6,20,5.2,2,1,0,0,20,9,0,100,3.0,1187,21:58,74,137,0,0,,pionkne01
Nick Schmaltz,134,2021,24,ARI,C,52,10,22,32,-1,16,3.0,7,3,0,1,18,4,0,105,9.5,887,17:03,25,15,230,307,42.8,schmani01
Craig Smith,135,2021,31,BOS,C,54,13,19,32,21,18,4.2,9,4,0,4,17,2,0,132,9.8,803,14:53,8,66,10,13,43.5,smithcr01
Dustin Brown,136,2021,36,LAK,RW,49,17,14,31,-3,18,3.7,8,9,0,1,12,2,0,129,13.2,863,17:37,10,85,2,2,50.0,browndu01
Thomas Chabot,137,2021,24,OTT,D,49,6,25,31,-15,36,3.8,5,1,0,1,19,6,0,120,5.0,1288,26:17,72,68,0,0,,chaboth01
Blake Coleman,138,2021,29,TBL,C,55,14,17,31,15,37,3.9,12,1,1,3,17,0,0,122,11.5,851,15:28,20,109,2,7,22.2,colembl01
Logan Couture,139,2021,31,SJS,C,53,17,14,31,-10,25,3.0,14,2,1,2,10,4,0,114,14.9,1021,19:16,39,58,444,456,49.3,coutulo01
Joonas Donskoi,140,2021,28,COL,RW,51,17,14,31,14,10,4.1,12,5,0,3,11,3,0,86,19.8,742,14:32,25,14,13,18,41.9,donskjo01
Christian Dvorak,141,2021,24,ARI,C,56,17,14,31,-11,12,3.1,8,8,1,4,11,3,0,95,17.9,1031,18:24,45,48,553,509,52.1,dvorach01
Kevin Hayes,142,2021,28,PHI,RW,55,12,19,31,-2,22,2.5,9,3,0,2,13,6,0,127,9.4,964,17:31,14,60,234,244,49.0,hayeske01
Jack Hughes,143,2021,19,NJD,C,56,11,20,31,-3,16,2.3,10,1,0,1,14,6,0,142,7.7,1068,19:04,15,15,216,395,35.4,hugheja03
Nick Leddy,144,2021,29,NYI,D,56,2,29,31,-3,8,4.9,1,1,0,1,19,10,0,79,2.5,1209,21:35,54,58,0,0,,leddyni01
Timo Meier,145,2021,24,SJS,RW,54,12,19,31,-7,22,2.9,10,2,0,0,11,8,0,155,7.7,867,16:04,24,75,8,20,28.6,meierti01
Devon Toews,146,2021,26,COL,D,53,9,22,31,29,16,7.2,7,2,0,2,18,4,0,121,7.4,1313,24:46,87,44,0,0,,toewsde01
Jesper Bratt,147,2021,22,NJD,W,46,7,23,30,4,8,2.7,5,2,0,1,16,6,1,101,6.9,740,16:05,18,31,3,6,33.3,brattje01
Jeff Carter,148,2021,36,TOT,C,54,17,13,30,3,22,3.6,15,2,0,1,10,3,0,154,11.0,895,16:34,30,41,153,161,48.7,carteje01
Joel Eriksson Ek,149,2021,24,MIN,C,56,19,11,30,16,20,4.0,19,0,0,2,9,2,0,119,16.0,955,17:03,37,105,395,444,47.1,eriksjo02
Denis Gurianov,150,2021,23,DAL,RW,55,12,18,30,0,21,3.0,8,4,0,2,14,4,0,130,9.2,872,15:51,12,63,0,1,0.0,guriade01
Alex Iafallo,151,2021,27,LAK,C,55,13,17,30,-8,4,2.7,9,4,0,2,13,4,0,118,11.0,1094,19:53,39,26,2,5,28.6,iafalal01
Kasperi Kapanen,152,2021,24,PIT,RW,40,11,19,30,15,7,3.6,10,1,0,3,16,3,0,68,16.2,621,15:32,8,41,0,1,0.0,kapanka01
Chris Kreider,153,2021,29,NYR,LW,50,20,10,30,-1,34,3.6,9,11,0,4,7,3,0,102,19.6,870,17:24,35,115,30,45,40.0,kreidch01
Charlie McAvoy,154,2021,23,BOS,D,51,5,25,30,22,38,6.8,4,1,0,0,17,7,1,92,5.4,1224,24:00,80,65,0,0,,mcavoch01
Mikhail Sergachev,155,2021,22,TBL,D,56,4,26,30,5,30,5.1,4,0,0,1,18,8,0,108,3.7,1230,21:58,73,66,0,0,,sergami01
Yegor Sharangovich,156,2021,22,NJD,C,54,16,14,30,-4,4,3.0,13,2,1,3,14,0,0,114,14.0,908,16:48,20,20,26,66,28.3,sharaye01
Jason Spezza,157,2021,37,TOR,C,54,10,20,30,3,6,3.0,9,1,0,2,16,4,0,81,12.3,596,11:02,10,26,275,208,56.9,spezzja01
Tomáš Tatar,158,2021,30,MTL,LW,50,10,20,30,0,8,3.0,8,2,0,1,14,6,0,82,12.2,749,14:59,20,63,12,15,44.4,tatarto01
Brent Burns,159,2021,35,SJS,D,56,7,22,29,-12,36,4.2,5,2,0,1,17,4,1,138,5.1,1463,26:08,94,31,0,0,,burnsbr01
Adrian Kempe,160,2021,24,LAK,LW,56,14,15,29,-18,28,2.5,9,4,1,2,5,10,0,127,11.0,948,16:56,21,47,27,41,39.7,kempead01
Evgeny Kuznetsov,161,2021,28,WSH,C,41,9,20,29,7,18,3.1,8,1,0,4,13,7,0,78,11.5,679,16:34,18,21,204,289,41.4,kuzneev01
Anthony Mantha,162,2021,26,TOT,RW,56,15,14,29,-14,25,2.4,12,3,0,0,13,1,0,138,10.9,1015,18:07,27,49,18,23,43.9,manthan01
Paul Stastny,163,2021,35,WPG,C,56,13,16,29,-3,32,2.6,11,2,0,4,10,6,0,101,12.9,975,17:25,19,38,324,268,54.7,stastpa01
Tim Stützle,164,2021,19,OTT,LW,53,12,17,29,-18,14,2.2,8,4,0,2,12,5,0,111,10.8,834,15:44,15,50,8,19,29.6,stuetti02
Alexander Wennberg,165,2021,26,FLA,C,56,17,12,29,6,8,3.2,13,3,1,2,9,3,0,82,20.7,1017,18:10,36,29,388,400,49.2,wennbal01
Anthony Beauvillier,166,2021,23,NYI,LW,47,15,13,28,15,12,4.0,12,3,0,5,12,1,0,109,13.8,771,16:24,13,39,2,5,28.6,beauvan01
Calle Järnkrok,167,2021,29,NSH,C,49,13,15,28,13,14,3.5,10,2,1,2,9,6,0,91,14.3,823,16:48,15,30,41,54,43.2,jarnkca01
